obs_id,ucdp_id,side,role,conflict_id,year
13653-2016,6320,B,primary,13653,2016
13653-2017,141,A,primary,13653,2017
13653-2017,6320,B,primary,13653,2017
13653-2018,141,A,primary,13653,2018
13653-2018,6320,B,primary,13653,2018
13674-2016,143,A,primary,13674,2016
13674-2016,234,B,primary,13674,2016
13674-2017,143,A,primary,13674,2017
13674-2017,234,B,primary,13674,2017
13675-2014,119,A,primary,13675,2014
13675-2014,234,B,primary,13675,2014
13675-2015,119,A,primary,13675,2015
13675-2015,234,B,primary,13675,2015
13675-2017,119,A,primary,13675,2017
13675-2017,234,B,primary,13675,2017
13692-2001,130,A,primary,13692,2001
13692-2001,28,B,primary,13692,2001
13692-2001,3,B,primary,13692,2001
13694-2015,111,A,primary,13694,2015
13694-2015,234,B,primary,13694,2015
13694-2016,111,A,primary,13694,2016
13694-2016,234,B,primary,13694,2016
13694-2017,111,A,primary,13694,2017
13694-2017,234,B,primary,13694,2017
13694-2018,111,A,primary,13694,2018
13694-2018,234,B,primary,13694,2018
13721-2015,109,A,primary,13721,2015
13721-2015,234,B,primary,13721,2015
13809-2016,118,A,primary,13809,2016
13809-2016,6288,B,primary,13809,2016
13809-2018,118,A,primary,13809,2018
13809-2018,6288,B,primary,13809,2018
13886-2016,120,A,primary,13886,2016
13886-2016,234,B,primary,13886,2016
13902-2015,115,A,primary,13902,2015
13902-2015,234,B,primary,13902,2015
13902-2016,115,A,primary,13902,2016
13902-2016,234,B,primary,13902,2016
13902-2017,115,A,primary,13902,2017
13902-2017,234,B,primary,13902,2017
13936-2016,142,A,primary,13936,2016
13936-2016,234,B,primary,13936,2016
13936-2017,142,A,primary,13936,2017
13936-2017,234,B,primary,13936,2017
13936-2018,142,A,primary,13936,2018
13936-2018,234,B,primary,13936,2018
14074-2018,95,A,primary,14074,2018
14074-2018,675,B,primary,14074,2018
14113-2017,72,A,primary,14113,2017
14113-2017,234,B,primary,14113,2017
14113-2018,72,A,primary,14113,2018
14113-2018,234,B,primary,14113,2018
14129-2017,83,A,primary,14129,2017
14129-2017,7332,B,primary,14129,2017
14129-2018,83,A,primary,14129,2018
14129-2018,7332,B,primary,14129,2018
14268-2017,114,A,primary,14268,2017
14268-2017,234,B,primary,14268,2017
14275-2016,154,A,primary,14275,2016
14275-2016,234,B,primary,14275,2016
14275-2017,154,A,primary,14275,2017
14275-2017,234,B,primary,14275,2017
14275-2018,154,A,primary,14275,2018
14275-2018,234,B,primary,14275,2018
14333-2016,110,A,primary,14333,2016
14333-2016,234,B,primary,14333,2016
14609-2018,114,A,primary,14609,2018
14609-2018,121,B,primary,14609,2018
