obs_id,ucdp_id,side,role,conflict_id,year
334-1987,150,B,primary,334,1987
334-1988,135,A,primary,334,1988
334-1988,150,B,primary,334,1988
335-1979,141,A,primary,335,1979
335-1979,305,B,primary,335,1979
335-1980,141,A,primary,335,1980
335-1980,305,B,primary,335,1980
335-1981,141,A,primary,335,1981
335-1981,305,B,primary,335,1981
335-1982,141,A,primary,335,1982
335-1982,305,B,primary,335,1982
335-1983,141,A,primary,335,1983
335-1983,305,B,primary,335,1983
335-1984,141,A,primary,335,1984
335-1984,305,B,primary,335,1984
335-1985,141,A,primary,335,1985
335-1985,305,B,primary,335,1985
335-1986,141,A,primary,335,1986
335-1986,305,B,primary,335,1986
335-1987,141,A,primary,335,1987
335-1987,305,B,primary,335,1987
335-1988,141,A,primary,335,1988
335-1988,305,B,primary,335,1988
335-1992,141,A,primary,335,1992
335-1992,306,B,primary,335,1992
335-1997,141,A,primary,335,1997
335-1997,306,B,primary,335,1997
335-1997,307,B,primary,335,1997
335-1999,141,A,primary,335,1999
335-1999,307,B,primary,335,1999
335-2000,141,A,primary,335,2000
335-2000,307,B,primary,335,2000
335-2001,141,A,primary,335,2001
335-2001,307,B,primary,335,2001
335-2002,141,A,primary,335,2002
335-2002,307,B,primary,335,2002
335-2003,141,A,primary,335,2003
335-2003,307,B,primary,335,2003
335-2004,141,A,primary,335,2004
335-2004,2939,B,primary,335,2004
336-1977,14,A,primary,336,1977
336-1977,758,B,primary,336,1977
336-1978,14,A,primary,336,1978
336-1978,758,B,primary,336,1978
336-1979,14,A,primary,336,1979
336-1979,758,B,primary,336,1979
336-1982,14,A,primary,336,1982
336-1982,759,B,primary,336,1982
336-1983,14,A,primary,336,1983
336-1983,759,B,primary,336,1983
336-1984,14,A,primary,336,1984
336-1984,759,B,primary,336,1984
336-1985,14,A,primary,336,1985
336-1985,759,B,primary,336,1985
336-1986,14,A,primary,336,1986
336-1986,759,B,primary,336,1986
336-1987,14,A,primary,336,1987
336-1987,759,B,primary,336,1987
336-1988,14,A,primary,336,1988
336-1988,759,B,primary,336,1988
336-1989,14,A,primary,336,1989
336-1989,759,B,primary,336,1989
336-1990,14,A,primary,336,1990
336-1990,759,B,primary,336,1990
337-1982,95,A,primary,337,1982
337-1982,499,B,primary,337,1982
337-1983,95,A,primary,337,1983
337-1983,500,B,primary,337,1983
337-1983,499,B,primary,337,1983
337-1984,95,A,primary,337,1984
337-1984,500,B,primary,337,1984
337-1984,499,B,primary,337,1984
337-1986,95,A,primary,337,1986
337-1986,500,B,primary,337,1986
337-1987,95,A,primary,337,1987
337-1987,500,B,primary,337,1987
337-1988,95,A,primary,337,1988
337-1988,500,B,primary,337,1988
337-1989,95,A,primary,337,1989
337-1989,500,B,primary,337,1989
337-1989,501,B,primary,337,1989
337-1990,95,A,primary,337,1990
337-1990,500,B,primary,337,1990
337-1990,501,B,primary,337,1990
337-1990,502,B,primary,337,1990
337-1991,95,A,primary,337,1991
337-1991,500,B,primary,337,1991
337-1991,501,B,primary,337,1991
337-1991,503,B,primary,337,1991
337-1991,502,B,primary,337,1991
337-1992,95,A,primary,337,1992
337-1992,503,B,primary,337,1992
337-1993,95,A,primary,337,1993
337-1993,503,B,primary,337,1993
337-1994,95,A,primary,337,1994
337-1994,503,B,primary,337,1994
337-1995,95,A,primary,337,1995
337-1995,503,B,primary,337,1995
337-1996,95,A,primary,337,1996
337-1996,503,B,primary,337,1996
337-2001,95,A,primary,337,2001
337-2001,504,B,primary,337,2001
337-2002,95,A,primary,337,2002
337-2002,504,B,primary,337,2002
337-2006,95,A,primary,337,2006
337-2006,505,B,primary,337,2006
337-2007,95,A,primary,337,2007
337-2007,505,B,primary,337,2007
337-2008,95,A,primary,337,2008
337-2008,717,B,primary,337,2008
337-2008,505,B,primary,337,2008
337-2009,95,A,primary,337,2009
337-2009,717,B,primary,337,2009
337-2009,1004,B,primary,337,2009
337-2010,95,A,primary,337,2010
337-2010,717,B,primary,337,2010
337-2010,1004,B,primary,337,2010
337-2011,95,A,primary,337,2011
337-2011,717,B,primary,337,2011
337-2012,95,A,primary,337,2012
337-2012,717,B,primary,337,2012
337-2013,95,A,primary,337,2013
337-2013,717,B,primary,337,2013
337-2014,95,A,primary,337,2014
337-2014,717,B,primary,337,2014
337-2015,95,A,primary,337,2015
337-2015,717,B,primary,337,2015
337-2016,95,A,primary,337,2016
337-2016,717,B,primary,337,2016
337-2017,95,A,primary,337,2017
337-2017,717,B,primary,337,2017
337-2018,95,A,primary,337,2018
337-2018,717,B,primary,337,2018
338-1979,114,A,primary,338,1979
338-1979,308,B,primary,338,1979
338-1980,114,A,primary,338,1980
338-1980,308,B,primary,338,1980
338-1981,114,A,primary,338,1981
338-1981,308,B,primary,338,1981
338-1982,114,A,primary,338,1982
338-1982,308,B,primary,338,1982
338-1986,114,A,primary,338,1986
338-1986,308,B,primary,338,1986
338-1987,114,A,primary,338,1987
338-1987,308,B,primary,338,1987
338-1988,114,A,primary,338,1988
338-1988,308,B,primary,338,1988
338-1991,114,A,primary,338,1991
338-1991,308,B,primary,338,1991
338-1993,114,A,primary,338,1993
338-1993,308,B,primary,338,1993
338-1997,114,A,primary,338,1997
338-1997,308,B,primary,338,1997
338-1999,114,A,primary,338,1999
338-1999,308,B,primary,338,1999
338-2000,114,A,primary,338,2000
338-2000,308,B,primary,338,2000
338-2001,114,A,primary,338,2001
338-2001,308,B,primary,338,2001
338-2005,114,A,primary,338,2005
338-2005,309,B,primary,338,2005
338-2006,114,A,primary,338,2006
338-2006,310,B,primary,338,2006
338-2006,309,B,primary,338,2006
338-2007,114,A,primary,338,2007
338-2007,310,B,primary,338,2007
338-2007,309,B,primary,338,2007
338-2008,114,A,primary,338,2008
338-2008,310,B,primary,338,2008
338-2008,309,B,primary,338,2008
338-2009,114,A,primary,338,2009
338-2009,310,B,primary,338,2009
338-2009,309,B,primary,338,2009
338-2010,114,A,primary,338,2010
338-2010,310,B,primary,338,2010
338-2011,114,A,primary,338,2011
338-2011,309,B,primary,338,2011
338-2018,114,A,primary,338,2018
338-2018,309,B,primary,338,2018
339-1979,114,A,primary,339,1979
339-1979,311,B,primary,339,1979
339-1980,114,A,primary,339,1980
339-1980,311,B,primary,339,1980
340-1979,122,A,primary,340,1979
340-1979,312,B,primary,340,1979
341-1980,79,A,primary,341,1980
341-1980,506,B,primary,341,1980
341-1989,79,A,primary,341,1989
341-1989,507,B,primary,341,1989
341-1990,79,A,primary,341,1990
341-1990,508,B,primary,341,1990
341-1990,507,B,primary,341,1990
341-2000,79,A,primary,341,2000
341-2000,509,B,primary,341,2000
341-2001,79,A,primary,341,2001
341-2001,509,B,primary,341,2001
341-2002,79,A,primary,341,2002
341-2002,509,B,primary,341,2002
341-2003,79,A,primary,341,2003
341-2003,509,B,primary,341,2003
341-2003,510,B,primary,341,2003
342-1978,35,A,primary,342,1978
342-1978,313,B,primary,342,1978
342-1979,35,A,primary,342,1979
342-1979,313,B,primary,342,1979
342-1980,35,A,primary,342,1980
342-1980,313,B,primary,342,1980
342-1981,35,A,primary,342,1981
342-1981,313,B,primary,342,1981
342-1982,35,A,primary,342,1982
342-1982,313,B,primary,342,1982
342-1985,35,A,primary,342,1985
342-1985,313,B,primary,342,1985
342-1986,35,A,primary,342,1986
342-1986,313,B,primary,342,1986
342-1987,35,A,primary,342,1987
342-1987,313,B,primary,342,1987
342-1991,35,A,primary,342,1991
342-1991,313,B,primary,342,1991
343-1980,110,A,primary,343,1980
343-1980,511,B,primary,343,1980
344-1981,71,A,primary,344,1981
344-1981,512,B,primary,344,1981
345-1981,102,A,primary,345,1981
345-1981,513,B,primary,345,1981
345-1982,102,A,primary,345,1982
345-1982,513,B,primary,345,1982
345-1983,102,A,primary,345,1983
345-1983,513,B,primary,345,1983
345-1985,102,A,primary,345,1985
345-1985,513,B,primary,345,1985
345-1986,102,A,primary,345,1986
345-1986,513,B,primary,345,1986
345-1987,102,A,primary,345,1987
345-1987,513,B,primary,345,1987
345-1988,102,A,primary,345,1988
345-1988,513,B,primary,345,1988
346-1982,26,A,primary,346,1982
346-1982,28,B,primary,346,1982
347-1982,141,A,primary,347,1982
347-1982,314,B,primary,347,1982
347-1983,141,A,primary,347,1983
347-1983,314,B,primary,347,1983
347-1984,141,A,primary,347,1984
347-1984,314,B,primary,347,1984
347-1985,141,A,primary,347,1985
347-1985,314,B,primary,347,1985
347-1986,141,A,primary,347,1986
347-1986,314,B,primary,347,1986
347-1987,141,A,primary,347,1987
347-1987,314,B,primary,347,1987
347-1988,141,A,primary,347,1988
347-1988,314,B,primary,347,1988
347-1993,141,A,primary,347,1993
347-1993,315,B,primary,347,1993
347-1994,141,A,primary,347,1994
347-1994,315,B,primary,347,1994
347-1995,141,A,primary,347,1995
347-1995,314,B,primary,347,1995
347-1996,141,A,primary,347,1996
347-1996,314,B,primary,347,1996
347-1998,141,A,primary,347,1998
347-1998,314,B,primary,347,1998
347-1999,141,A,primary,347,1999
347-1999,315,B,primary,347,1999
347-2000,141,A,primary,347,2000
347-2000,314,B,primary,347,2000
347-2000,315,B,primary,347,2000
347-2003,141,A,primary,347,2003
347-2003,315,B,primary,347,2003
347-2004,141,A,primary,347,2004
347-2004,314,B,primary,347,2004
347-2004,315,B,primary,347,2004
347-2005,141,A,primary,347,2005
347-2005,315,B,primary,347,2005
347-2006,141,A,primary,347,2006
347-2006,314,B,primary,347,2006
347-2006,315,B,primary,347,2006
347-2007,141,A,primary,347,2007
347-2007,315,B,primary,347,2007
347-2008,141,A,primary,347,2008
347-2008,317,B,primary,347,2008
347-2008,318,B,primary,347,2008
347-2009,141,A,primary,347,2009
347-2009,317,B,primary,347,2009
347-2009,318,B,primary,347,2009
347-2009,315,B,primary,347,2009
348-1982,91,A,primary,348,1982
348-1982,514,B,primary,348,1982
349-1983,87,A,primary,349,1983
349-1983,84,B,primary,349,1983
350-1983,9,A,primary,350,1983
350-1983,3,B,primary,350,1983
351-1983,141,A,primary,351,1983
351-1983,319,B,primary,351,1983
351-1984,141,A,primary,351,1984
351-1984,319,B,primary,351,1984
351-1985,141,A,primary,351,1985
351-1985,319,B,primary,351,1985
351-1986,141,A,primary,351,1986
351-1986,319,B,primary,351,1986
351-1987,141,A,primary,351,1987
351-1987,319,B,primary,351,1987
351-1988,141,A,primary,351,1988
351-1988,319,B,primary,351,1988
351-1989,141,A,primary,351,1989
351-1989,319,B,primary,351,1989
351-1990,141,A,primary,351,1990
351-1990,319,B,primary,351,1990
351-1991,141,A,primary,351,1991
351-1991,319,B,primary,351,1991
351-1992,141,A,primary,351,1992
351-1992,319,B,primary,351,1992
351-1993,141,A,primary,351,1993
351-1993,319,B,primary,351,1993
352-1984,145,A,primary,352,1984
352-1984,320,B,primary,352,1984
352-1984,321,B,primary,352,1984
352-1985,145,A,primary,352,1985
352-1985,322,B,primary,352,1985
352-1985,320,B,primary,352,1985
352-1985,321,B,primary,352,1985
352-1986,145,A,primary,352,1986
352-1986,320,B,primary,352,1986
352-1987,145,A,primary,352,1987
352-1987,320,B,primary,352,1987
352-1988,145,A,primary,352,1988
352-1988,320,B,primary,352,1988
352-1989,145,A,primary,352,1989
352-1989,322,B,primary,352,1989
352-1989,320,B,primary,352,1989
352-1990,145,A,primary,352,1990
352-1990,320,B,primary,352,1990
352-1991,145,A,primary,352,1991
352-1991,320,B,primary,352,1991
352-1992,145,A,primary,352,1992
352-1992,320,B,primary,352,1992
352-1993,145,A,primary,352,1993
352-1993,320,B,primary,352,1993
352-1994,145,A,primary,352,1994
352-1994,320,B,primary,352,1994
352-1995,145,A,primary,352,1995
352-1995,320,B,primary,352,1995
352-1996,145,A,primary,352,1996
352-1996,320,B,primary,352,1996
352-1997,145,A,primary,352,1997
352-1997,320,B,primary,352,1997
352-1998,145,A,primary,352,1998
352-1998,320,B,primary,352,1998
352-1999,145,A,primary,352,1999
352-1999,320,B,primary,352,1999
352-2000,145,A,primary,352,2000
352-2000,320,B,primary,352,2000
352-2001,145,A,primary,352,2001
352-2001,320,B,primary,352,2001
352-2003,145,A,primary,352,2003
352-2003,320,B,primary,352,2003
352-2005,145,A,primary,352,2005
352-2005,320,B,primary,352,2005
352-2006,145,A,primary,352,2006
352-2006,320,B,primary,352,2006
352-2007,145,A,primary,352,2007
352-2007,320,B,primary,352,2007
352-2008,145,A,primary,352,2008
352-2008,320,B,primary,352,2008
352-2009,145,A,primary,352,2009
352-2009,320,B,primary,352,2009
353-1960,83,A,primary,353,1960
353-1960,564,B,primary,353,1960
353-1961,83,A,primary,353,1961
353-1961,564,B,primary,353,1961
353-1984,83,A,primary,353,1984
353-1984,515,B,primary,353,1984
353-2015,83,A,primary,353,2015
353-2015,1051,B,primary,353,2015
353-2016,83,A,primary,353,2016
353-2016,1051,B,primary,353,2016
353-2017,83,A,primary,353,2017
353-2017,1051,B,primary,353,2017
354-1984,115,A,primary,354,1984
354-1984,323,B,primary,354,1984
354-1985,115,A,primary,354,1985
354-1985,323,B,primary,354,1985
354-1986,115,A,primary,354,1986
354-1986,323,B,primary,354,1986
354-1987,115,A,primary,354,1987
354-1987,323,B,primary,354,1987
354-1988,115,A,primary,354,1988
354-1988,323,B,primary,354,1988
354-1989,115,A,primary,354,1989
354-1989,323,B,primary,354,1989
354-1990,115,A,primary,354,1990
354-1990,323,B,primary,354,1990
354-1991,115,A,primary,354,1991
354-1991,323,B,primary,354,1991
354-1992,115,A,primary,354,1992
354-1992,323,B,primary,354,1992
354-1993,115,A,primary,354,1993
354-1993,323,B,primary,354,1993
354-1994,115,A,primary,354,1994
354-1994,323,B,primary,354,1994
354-1995,115,A,primary,354,1995
354-1995,323,B,primary,354,1995
354-1996,115,A,primary,354,1996
354-1996,323,B,primary,354,1996
354-1997,115,A,primary,354,1997
354-1997,323,B,primary,354,1997
354-1998,115,A,primary,354,1998
354-1998,323,B,primary,354,1998
354-1999,115,A,primary,354,1999
354-1999,323,B,primary,354,1999
354-2000,115,A,primary,354,2000
354-2000,323,B,primary,354,2000
354-2001,115,A,primary,354,2001
354-2001,323,B,primary,354,2001
354-2002,115,A,primary,354,2002
354-2002,323,B,primary,354,2002
354-2003,115,A,primary,354,2003
354-2003,323,B,primary,354,2003
354-2004,115,A,primary,354,2004
354-2004,323,B,primary,354,2004
354-2005,115,A,primary,354,2005
354-2005,323,B,primary,354,2005
354-2006,115,A,primary,354,2006
354-2006,323,B,primary,354,2006
354-2007,115,A,primary,354,2007
354-2007,323,B,primary,354,2007
354-2008,115,A,primary,354,2008
354-2008,323,B,primary,354,2008
354-2009,115,A,primary,354,2009
354-2009,323,B,primary,354,2009
354-2010,115,A,primary,354,2010
354-2010,323,B,primary,354,2010
354-2011,115,A,primary,354,2011
354-2011,323,B,primary,354,2011
354-2012,115,A,primary,354,2012
354-2012,323,B,primary,354,2012
354-2013,115,A,primary,354,2013
354-2013,323,B,primary,354,2013
354-2015,115,A,primary,354,2015
354-2015,323,B,primary,354,2015
354-2016,115,A,primary,354,2016
354-2016,323,B,primary,354,2016
354-2017,115,A,primary,354,2017
354-2017,323,B,primary,354,2017
354-2018,115,A,primary,354,2018
354-2018,323,B,primary,354,2018
355-1985,78,A,primary,355,1985
355-1985,72,B,primary,355,1985
356-1986,149,A,primary,356,1986
356-1986,147,B,primary,356,1986
356-1987,149,A,primary,356,1987
356-1987,147,B,primary,356,1987
356-1988,149,A,primary,356,1988
356-1988,147,B,primary,356,1988
357-1987,19,A,primary,357,1987
357-1987,760,B,primary,357,1987
358-1986,82,A,primary,358,1986
358-1986,516,B,primary,358,1986
359-1986,124,A,primary,359,1986
359-1986,324,B,primary,359,1986
360-1987,78,A,primary,360,1987
360-1987,517,B,primary,360,1987
360-2018,78,A,primary,360,2018
360-2018,6716,B,primary,360,2018
361-1987,87,A,primary,361,1987
361-1987,111,B,primary,361,1987
362-1989,107,A,primary,362,1989
362-1989,518,B,primary,362,1989
363-1975,97,A,primary,363,1975
363-1975,519,B,primary,363,1975
363-1976,97,A,primary,363,1976
363-1976,519,B,primary,363,1976
363-1996,97,A,primary,363,1996
363-1996,520,B,primary,363,1996
364-1990,141,A,primary,364,1990
364-1990,325,B,primary,364,1990
364-1991,141,A,primary,364,1991
364-1991,325,B,primary,364,1991
364-1992,141,A,primary,364,1992
364-1992,325,B,primary,364,1992
364-1993,141,A,primary,364,1993
364-1993,325,B,primary,364,1993
364-1994,141,A,primary,364,1994
364-1994,325,B,primary,364,1994
364-1995,141,A,primary,364,1995
364-1995,325,B,primary,364,1995
364-1996,141,A,primary,364,1996
364-1996,325,B,primary,364,1996
364-1997,141,A,primary,364,1997
364-1997,325,B,primary,364,1997
364-1998,141,A,primary,364,1998
364-1998,325,B,primary,364,1998
364-1999,141,A,primary,364,1999
364-1999,325,B,primary,364,1999
364-2000,141,A,primary,364,2000
364-2000,325,B,primary,364,2000
364-2001,141,A,primary,364,2001
364-2001,325,B,primary,364,2001
364-2002,141,A,primary,364,2002
364-2002,325,B,primary,364,2002
364-2003,141,A,primary,364,2003
364-2003,325,B,primary,364,2003
364-2004,141,A,primary,364,2004
364-2004,325,B,primary,364,2004
364-2005,141,A,primary,364,2005
364-2005,325,B,primary,364,2005
364-2006,141,A,primary,364,2006
364-2006,325,B,primary,364,2006
364-2007,141,A,primary,364,2007
364-2007,325,B,primary,364,2007
364-2008,141,A,primary,364,2008
364-2008,325,B,primary,364,2008
364-2009,141,A,primary,364,2009
364-2009,325,B,primary,364,2009
364-2010,141,A,primary,364,2010
364-2010,325,B,primary,364,2010
364-2011,141,A,primary,364,2011
364-2011,325,B,primary,364,2011
364-2012,141,A,primary,364,2012
364-2012,325,B,primary,364,2012
364-2013,141,A,primary,364,2013
364-2013,325,B,primary,364,2013
364-2014,141,A,primary,364,2014
364-2014,325,B,primary,364,2014
364-2015,141,A,primary,364,2015
364-2015,325,B,primary,364,2015
364-2016,141,A,primary,364,2016
364-2016,325,B,primary,364,2016
364-2017,141,A,primary,364,2017
364-2017,325,B,primary,364,2017
364-2018,141,A,primary,364,2018
364-2018,325,B,primary,364,2018
365-1990,141,A,primary,365,1990
365-1990,326,B,primary,365,1990
365-1994,141,A,primary,365,1994
365-1994,326,B,primary,365,1994
365-1995,141,A,primary,365,1995
365-1995,326,B,primary,365,1995
365-1996,141,A,primary,365,1996
365-1996,326,B,primary,365,1996
365-1997,141,A,primary,365,1997
365-1997,326,B,primary,365,1997
365-1998,141,A,primary,365,1998
365-1998,326,B,primary,365,1998
365-1999,141,A,primary,365,1999
365-1999,326,B,primary,365,1999
365-2000,141,A,primary,365,2000
365-2000,326,B,primary,365,2000
365-2001,141,A,primary,365,2001
365-2001,326,B,primary,365,2001
365-2002,141,A,primary,365,2002
365-2002,326,B,primary,365,2002
365-2003,141,A,primary,365,2003
365-2003,326,B,primary,365,2003
365-2004,141,A,primary,365,2004
365-2004,326,B,primary,365,2004
365-2005,141,A,primary,365,2005
365-2005,326,B,primary,365,2005
365-2006,141,A,primary,365,2006
365-2006,326,B,primary,365,2006
365-2007,141,A,primary,365,2007
365-2007,326,B,primary,365,2007
365-2008,141,A,primary,365,2008
365-2008,326,B,primary,365,2008
365-2009,141,A,primary,365,2009
365-2009,326,B,primary,365,2009
365-2010,141,A,primary,365,2010
365-2010,326,B,primary,365,2010
366-1990,155,A,primary,366,1990
366-1990,327,B,primary,366,1990
366-1991,155,A,primary,366,1991
366-1991,327,B,primary,366,1991
366-1999,155,A,primary,366,1999
366-1999,327,B,primary,366,1999
366-2000,155,A,primary,366,2000
366-2000,327,B,primary,366,2000
366-2001,155,A,primary,366,2001
366-2001,327,B,primary,366,2001
366-2002,155,A,primary,366,2002
366-2002,327,B,primary,366,2002
366-2003,155,A,primary,366,2003
366-2003,327,B,primary,366,2003
366-2004,155,A,primary,366,2004
366-2004,327,B,primary,366,2004
366-2005,155,A,primary,366,2005
366-2005,327,B,primary,366,2005
367-1989,16,A,primary,367,1989
367-1989,761,B,primary,367,1989
368-1989,16,A,primary,368,1989
368-1989,3,B,primary,368,1989
369-1990,157,A,primary,369,1990
369-1990,328,B,primary,369,1990
369-1992,157,A,primary,369,1992
369-1992,328,B,primary,369,1992
369-1993,157,A,primary,369,1993
369-1993,328,B,primary,369,1993
369-1994,157,A,primary,369,1994
369-1994,328,B,primary,369,1994
369-1995,157,A,primary,369,1995
369-1995,328,B,primary,369,1995
369-1996,157,A,primary,369,1996
369-1996,328,B,primary,369,1996
370-1989,56,A,primary,370,1989
370-1989,6137,B,primary,370,1989
370-1989,329,B,primary,370,1989
371-1990,116,A,primary,371,1990
371-1990,125,B,primary,371,1990
371-1991,116,A,primary,371,1991
371-1991,125,B,primary,371,1991
372-1990,72,A,primary,372,1990
372-1990,521,B,primary,372,1990
372-1994,72,A,primary,372,1994
372-1994,522,B,primary,372,1994
372-2007,72,A,primary,372,2007
372-2007,523,B,primary,372,2007
372-2008,72,A,primary,372,2008
372-2008,523,B,primary,372,2008
372-2009,72,A,primary,372,2009
372-2009,523,B,primary,372,2009
372-2012,72,A,primary,372,2012
372-2012,1158,B,primary,372,2012
372-2014,72,A,primary,372,2014
372-2014,1158,B,primary,372,2014
372-2015,72,A,primary,372,2015
372-2015,1158,B,primary,372,2015
373-1994,75,A,primary,373,1994
373-1994,525,B,primary,373,1994
374-1990,94,A,primary,374,1990
374-1990,527,B,primary,374,1990
374-1991,94,A,primary,374,1991
374-1991,527,B,primary,374,1991
374-1992,94,A,primary,374,1992
374-1992,527,B,primary,374,1992
374-1993,94,A,primary,374,1993
374-1993,527,B,primary,374,1993
374-1994,94,A,primary,374,1994
374-1994,527,B,primary,374,1994
374-1996,94,A,primary,374,1996
374-1996,1128,B,primary,374,1996
374-1997,94,A,primary,374,1997
374-1997,1128,B,primary,374,1997
374-1998,94,A,primary,374,1998
374-1998,1128,B,primary,374,1998
374-1999,94,A,primary,374,1999
374-1999,1128,B,primary,374,1999
374-2000,94,A,primary,374,2000
374-2000,1128,B,primary,374,2000
374-2001,94,A,primary,374,2001
374-2001,528,B,primary,374,2001
374-2002,94,A,primary,374,2002
374-2002,528,B,primary,374,2002
374-2009,94,A,primary,374,2009
374-2009,528,B,primary,374,2009
374-2010,94,A,primary,374,2010
374-2010,528,B,primary,374,2010
374-2011,94,A,primary,374,2011
374-2011,528,B,primary,374,2011
374-2012,94,A,primary,374,2012
374-2012,528,B,primary,374,2012
374-2016,94,A,primary,374,2016
374-2016,528,B,primary,374,2016
374-2018,94,A,primary,374,2018
374-2018,528,B,primary,374,2018
375-1990,73,A,primary,375,1990
375-1990,529,B,primary,375,1990
375-1992,73,A,primary,375,1992
375-1992,529,B,primary,375,1992
375-1993,73,A,primary,375,1993
375-1993,529,B,primary,375,1993
375-1995,73,A,primary,375,1995
375-1995,529,B,primary,375,1995
375-1997,73,A,primary,375,1997
375-1997,529,B,primary,375,1997
375-1998,73,A,primary,375,1998
375-1998,529,B,primary,375,1998
375-2000,73,A,primary,375,2000
375-2000,529,B,primary,375,2000
375-2001,73,A,primary,375,2001
375-2001,529,B,primary,375,2001
375-2003,73,A,primary,375,2003
375-2003,529,B,primary,375,2003
375-2011,73,A,primary,375,2011
375-2011,529,B,primary,375,2011
376-1990,57,A,primary,376,1990
376-1990,330,B,primary,376,1990
376-1991,57,A,primary,376,1991
376-1991,330,B,primary,376,1991
377-1990,57,A,primary,377,1990
377-1990,331,B,primary,377,1990
378-1990,8,A,primary,378,1990
378-1990,762,B,primary,378,1990
379-1991,96,A,primary,379,1991
379-1991,530,B,primary,379,1991
379-1992,96,A,primary,379,1992
379-1992,530,B,primary,379,1992
379-1993,96,A,primary,379,1993
379-1993,530,B,primary,379,1993
379-1994,96,A,primary,379,1994
379-1994,530,B,primary,379,1994
379-1999,96,A,primary,379,1999
379-1999,531,B,primary,379,1999
380-1991,63,A,primary,380,1991
380-1991,332,B,primary,380,1991
380-1992,63,A,primary,380,1992
380-1992,333,B,primary,380,1992
380-1993,63,A,primary,380,1993
380-1993,333,B,primary,380,1993
381-1989,6,A,primary,381,1989
381-1989,763,B,primary,381,1989
381-1991,6,A,primary,381,1991
381-1991,764,B,primary,381,1991
381-2004,6,A,primary,381,2004
381-2004,765,B,primary,381,2004
381-2004,766,B,primary,381,2004
382-1991,80,A,primary,382,1991
382-1991,532,B,primary,382,1991
382-1992,80,A,primary,382,1992
382-1992,532,B,primary,382,1992
382-1993,80,A,primary,382,1993
382-1993,532,B,primary,382,1993
382-1994,80,A,primary,382,1994
382-1994,532,B,primary,382,1994
382-1995,80,A,primary,382,1995
382-1995,532,B,primary,382,1995
382-1996,80,A,primary,382,1996
382-1996,532,B,primary,382,1996
382-1997,80,A,primary,382,1997
382-1997,533,B,primary,382,1997
382-1997,534,B,primary,382,1997
382-1997,532,B,primary,382,1997
382-1998,80,A,primary,382,1998
382-1998,533,B,primary,382,1998
382-1998,534,B,primary,382,1998
382-1998,532,B,primary,382,1998
382-1999,80,A,primary,382,1999
382-1999,533,B,primary,382,1999
382-1999,532,B,primary,382,1999
382-2000,80,A,primary,382,2000
382-2000,532,B,primary,382,2000
382-2000,535,B,primary,382,2000
382-2001,80,A,primary,382,2001
382-2001,532,B,primary,382,2001
383-1991,115,A,primary,383,1991
383-1991,334,B,primary,383,1991
383-1992,115,A,primary,383,1992
383-1992,334,B,primary,383,1992
383-1995,115,A,primary,383,1995
383-1995,334,B,primary,383,1995
383-2005,115,A,primary,383,2005
383-2005,335,B,primary,383,2005
383-2016,115,A,primary,383,2016
383-2016,2034,B,primary,383,2016
383-2016,6689,B,primary,383,2016
384-1991,49,A,primary,384,1991
384-1991,336,B,primary,384,1991
385-1991,49,A,primary,385,1991
385-1991,370,B,primary,385,1991
385-1991,337,B,primary,385,1991
385-1992,49,A,primary,385,1992
385-1992,337,B,primary,385,1992
386-1991,109,A,primary,386,1991
386-1991,536,B,primary,386,1991
386-1992,109,A,primary,386,1992
386-1992,537,B,primary,386,1992
386-1993,109,A,primary,386,1993
386-1993,537,B,primary,386,1993
386-1993,538,B,primary,386,1993
386-1994,109,A,primary,386,1994
386-1994,537,B,primary,386,1994
386-1994,538,B,primary,386,1994
386-1995,109,A,primary,386,1995
386-1995,537,B,primary,386,1995
386-1995,538,B,primary,386,1995
386-1996,109,A,primary,386,1996
386-1996,537,B,primary,386,1996
386-1996,538,B,primary,386,1996
386-1997,109,A,primary,386,1997
386-1997,537,B,primary,386,1997
386-1997,538,B,primary,386,1997
386-1998,109,A,primary,386,1998
386-1998,538,B,primary,386,1998
386-1999,109,A,primary,386,1999
386-1999,539,B,primary,386,1999
386-1999,538,B,primary,386,1999
386-2000,109,A,primary,386,2000
386-2000,539,B,primary,386,2000
386-2000,538,B,primary,386,2000
386-2001,109,A,primary,386,2001
386-2001,539,B,primary,386,2001
386-2001,538,B,primary,386,2001
386-2002,109,A,primary,386,2002
386-2002,539,B,primary,386,2002
386-2002,538,B,primary,386,2002
386-2003,109,A,primary,386,2003
386-2003,539,B,primary,386,2003
386-2003,538,B,primary,386,2003
386-2004,109,A,primary,386,2004
386-2004,539,B,primary,386,2004
386-2005,109,A,primary,386,2005
386-2005,539,B,primary,386,2005
386-2006,109,A,primary,386,2006
386-2006,539,B,primary,386,2006
386-2007,109,A,primary,386,2007
386-2007,539,B,primary,386,2007
386-2008,109,A,primary,386,2008
386-2008,539,B,primary,386,2008
386-2009,109,A,primary,386,2009
386-2009,539,B,primary,386,2009
386-2010,109,A,primary,386,2010
386-2010,539,B,primary,386,2010
386-2011,109,A,primary,386,2011
386-2011,539,B,primary,386,2011
386-2012,109,A,primary,386,2012
386-2012,539,B,primary,386,2012
386-2012,1161,B,primary,386,2012
386-2013,109,A,primary,386,2013
386-2013,539,B,primary,386,2013
386-2014,109,A,primary,386,2014
386-2014,539,B,primary,386,2014
386-2015,109,A,primary,386,2015
