obs_id,gw_id,side,role,conflict_id,year
372-2009,432,A,primary,372,2009
372-2012,432,A,primary,372,2012
372-2014,432,A,primary,372,2014
372-2015,432,A,primary,372,2015
372-2015,371,A,secondary,372,2015
372-2015,305,A,secondary,372,2015
372-2015,771,A,secondary,372,2015
372-2015,211,A,secondary,372,2015
372-2015,434,A,secondary,372,2015
372-2015,760,A,secondary,372,2015
372-2015,346,A,secondary,372,2015
372-2015,439,A,secondary,372,2015
372-2015,516,A,secondary,372,2015
372-2015,811,A,secondary,372,2015
372-2015,471,A,secondary,372,2015
372-2015,483,A,secondary,372,2015
372-2015,710,A,secondary,372,2015
372-2015,316,A,secondary,372,2015
372-2015,390,A,secondary,372,2015
372-2015,522,A,secondary,372,2015
372-2015,490,A,secondary,372,2015
372-2015,651,A,secondary,372,2015
372-2015,92,A,secondary,372,2015
372-2015,366,A,secondary,372,2015
372-2015,375,A,secondary,372,2015
372-2015,220,A,secondary,372,2015
372-2015,420,A,secondary,372,2015
372-2015,260,A,secondary,372,2015
372-2015,452,A,secondary,372,2015
372-2015,438,A,secondary,372,2015
372-2015,404,A,secondary,372,2015
372-2015,850,A,secondary,372,2015
372-2015,325,A,secondary,372,2015
372-2015,437,A,secondary,372,2015
372-2015,663,A,secondary,372,2015
372-2015,501,A,secondary,372,2015
372-2015,367,A,secondary,372,2015
372-2015,450,A,secondary,372,2015
372-2015,580,A,secondary,372,2015
372-2015,435,A,secondary,372,2015
372-2015,790,A,secondary,372,2015
372-2015,210,A,secondary,372,2015
372-2015,436,A,secondary,372,2015
372-2015,475,A,secondary,372,2015
372-2015,385,A,secondary,372,2015
372-2015,235,A,secondary,372,2015
372-2015,360,A,secondary,372,2015
372-2015,517,A,secondary,372,2015
372-2015,433,A,secondary,372,2015
372-2015,451,A,secondary,372,2015
372-2015,380,A,secondary,372,2015
372-2015,225,A,secondary,372,2015
372-2015,461,A,secondary,372,2015
372-2015,616,A,secondary,372,2015
372-2015,640,A,secondary,372,2015
372-2015,200,A,secondary,372,2015
372-2015,2,A,secondary,372,2015
372-2015,678,A,secondary,372,2015
373-1994,436,A,primary,373,1994
374-1990,517,A,primary,374,1990
374-1990,490,A,secondary,374,1990
374-1991,517,A,primary,374,1991
374-1992,517,A,primary,374,1992
374-1993,517,A,primary,374,1993
374-1994,517,A,primary,374,1994
374-1996,517,A,primary,374,1996
374-1997,517,A,primary,374,1997
374-1998,517,A,primary,374,1998
374-1999,517,A,primary,374,1999
374-2000,517,A,primary,374,2000
374-2001,517,A,primary,374,2001
374-2002,517,A,primary,374,2002
374-2009,517,A,primary,374,2009
374-2009,490,A,secondary,374,2009
374-2010,517,A,primary,374,2010
374-2010,490,A,secondary,374,2010
374-2011,517,A,primary,374,2011
374-2011,490,A,secondary,374,2011
374-2012,517,A,primary,374,2012
374-2012,490,A,secondary,374,2012
374-2016,517,A,primary,374,2016
374-2016,490,A,secondary,374,2016
374-2018,517,A,primary,374,2018
374-2018,490,A,secondary,374,2018
375-1990,433,A,primary,375,1990
375-1992,433,A,primary,375,1992
375-1993,433,A,primary,375,1993
375-1995,433,A,primary,375,1995
375-1997,433,A,primary,375,1997
375-1998,433,A,primary,375,1998
375-2000,433,A,primary,375,2000
375-2001,433,A,primary,375,2001
375-2003,433,A,primary,375,2003
375-2011,433,A,primary,375,2011
376-1990,365,A,primary,376,1990
376-1991,365,A,primary,376,1991
377-1990,365,A,primary,377,1990
378-1990,52,A,primary,378,1990
379-1991,522,A,primary,379,1991
379-1992,522,A,primary,379,1992
379-1993,522,A,primary,379,1993
379-1994,522,A,primary,379,1994
379-1999,522,A,primary,379,1999
380-1991,372,A,primary,380,1991
380-1992,372,A,primary,380,1992
380-1993,372,A,primary,380,1993
381-1989,41,A,primary,381,1989
381-1991,41,A,primary,381,1991
381-2004,41,A,primary,381,2004
382-1991,451,A,primary,382,1991
382-1991,438,A,secondary,382,1991
382-1991,475,A,secondary,382,1991
382-1992,451,A,primary,382,1992
382-1992,438,A,secondary,382,1992
382-1992,475,A,secondary,382,1992
382-1993,451,A,primary,382,1993
382-1993,438,A,secondary,382,1993
382-1993,475,A,secondary,382,1993
382-1994,451,A,primary,382,1994
382-1994,438,A,secondary,382,1994
382-1994,475,A,secondary,382,1994
382-1995,451,A,primary,382,1995
382-1995,438,A,secondary,382,1995
382-1995,475,A,secondary,382,1995
382-1996,451,A,primary,382,1996
382-1996,438,A,secondary,382,1996
382-1996,475,A,secondary,382,1996
382-1997,451,A,primary,382,1997
382-1997,438,A,secondary,382,1997
382-1997,475,A,secondary,382,1997
382-1997,438,B,secondary,382,1997
382-1997,475,B,secondary,382,1997
382-1998,451,A,primary,382,1998
382-1998,438,A,secondary,382,1998
382-1998,475,A,secondary,382,1998
382-1998,438,B,secondary,382,1998
382-1998,475,B,secondary,382,1998
382-1999,451,A,primary,382,1999
382-1999,452,A,secondary,382,1999
382-1999,438,A,secondary,382,1999
382-1999,432,A,secondary,382,1999
382-1999,475,A,secondary,382,1999
382-2000,451,A,primary,382,2000
382-2000,200,A,secondary,382,2000
382-2001,451,A,primary,382,2001
383-1991,640,A,primary,383,1991
383-1992,640,A,primary,383,1992
383-1995,640,A,primary,383,1995
383-2005,640,A,primary,383,2005
383-2016,640,A,primary,383,2016
384-1991,345,A,primary,384,1991
385-1991,345,A,primary,385,1991
385-1992,345,A,primary,385,1992
386-1991,615,A,primary,386,1991
386-1992,615,A,primary,386,1992
386-1993,615,A,primary,386,1993
386-1994,615,A,primary,386,1994
386-1995,615,A,primary,386,1995
386-1996,615,A,primary,386,1996
386-1997,615,A,primary,386,1997
386-1998,615,A,primary,386,1998
386-1999,615,A,primary,386,1999
386-2000,615,A,primary,386,2000
386-2001,615,A,primary,386,2001
386-2002,615,A,primary,386,2002
386-2003,615,A,primary,386,2003
386-2004,615,A,primary,386,2004
386-2004,483,A,secondary,386,2004
386-2004,432,A,secondary,386,2004
386-2004,436,A,secondary,386,2004
386-2005,615,A,primary,386,2005
386-2006,615,A,primary,386,2006
386-2007,615,A,primary,386,2007
386-2008,615,A,primary,386,2008
386-2009,615,A,primary,386,2009
386-2010,615,A,primary,386,2010
386-2011,615,A,primary,386,2011
386-2012,615,A,primary,386,2012
386-2013,615,A,primary,386,2013
386-2014,615,A,primary,386,2014
386-2015,615,A,primary,386,2015
386-2016,615,A,primary,386,2016
386-2017,615,A,primary,386,2017
386-2018,615,A,primary,386,2018
387-1991,540,A,primary,387,1991
387-1994,540,A,primary,387,1994
387-1996,540,A,primary,387,1996
387-1997,540,A,primary,387,1997
387-1998,540,A,primary,387,1998
387-2002,540,A,primary,387,2002
387-2004,540,A,primary,387,2004
387-2007,540,A,primary,387,2007
387-2009,540,A,primary,387,2009
387-2017,540,A,primary,387,2017
388-1991,373,A,primary,388,1991
388-1991,371,B,secondary,388,1991
388-1992,373,A,primary,388,1992
388-1992,371,B,secondary,388,1992
388-1993,373,A,primary,388,1993
388-1993,371,B,secondary,388,1993
388-1994,373,A,primary,388,1994
388-1997,373,A,primary,388,1997
388-1997,371,B,secondary,388,1997
388-1998,373,A,primary,388,1998
388-1998,371,B,secondary,388,1998
388-2005,373,A,primary,388,2005
388-2005,371,B,secondary,388,2005
388-2008,373,A,primary,388,2008
388-2008,371,B,secondary,388,2008
388-2012,373,A,primary,388,2012
388-2012,371,B,secondary,388,2012
388-2014,373,A,primary,388,2014
388-2014,371,B,secondary,388,2014
388-2015,373,A,primary,388,2015
388-2015,371,B,secondary,388,2015
388-2016,373,A,primary,388,2016
388-2016,371,B,secondary,388,2016
388-2017,373,A,primary,388,2017
388-2017,371,B,secondary,388,2017
389-1992,346,A,primary,389,1992
389-1992,345,B,secondary,389,1992
389-1993,346,A,primary,389,1993
389-1993,345,B,secondary,389,1993
389-1994,346,A,primary,389,1994
389-1995,346,A,primary,389,1995
390-1992,344,A,primary,390,1992
390-1992,345,B,secondary,390,1992
390-1993,344,A,primary,390,1993
390-1993,345,B,secondary,390,1993
390-1995,344,A,primary,390,1995
391-1993,651,A,primary,391,1993
391-1994,651,A,primary,391,1994
391-1995,651,A,primary,391,1995
391-1996,651,A,primary,391,1996
391-1997,651,A,primary,391,1997
391-1998,651,A,primary,391,1998
391-2014,651,A,primary,391,2014
391-2017,651,A,primary,391,2017
391-2018,651,A,primary,391,2018
392-1992,372,A,primary,392,1992
392-1993,372,A,primary,392,1993
393-1992,372,A,primary,393,1992
393-2004,372,A,primary,393,2004
393-2008,372,A,primary,393,2008
393-2008,365,B,secondary,393,2008
394-1992,359,A,primary,394,1992
395-1992,702,A,primary,395,1992
395-1993,702,A,primary,395,1993
395-1993,365,A,secondary,395,1993
395-1993,704,A,secondary,395,1993
395-1994,702,A,primary,395,1994
395-1994,365,A,secondary,395,1994
395-1994,704,A,secondary,395,1994
395-1995,702,A,primary,395,1995
395-1995,365,A,secondary,395,1995
395-1996,702,A,primary,395,1996
395-1996,365,A,secondary,395,1996
395-1997,702,A,primary,395,1997
395-1998,702,A,primary,395,1998
395-2000,702,A,primary,395,2000
395-2010,702,A,primary,395,2010
395-2011,702,A,primary,395,2011
396-1993,373,A,primary,396,1993
396-1995,373,A,primary,396,1995
397-1993,346,A,primary,397,1993
397-1994,346,A,primary,397,1994
397-1995,346,A,primary,397,1995
398-1993,346,A,primary,398,1993
398-1993,344,B,secondary,398,1993
398-1994,346,A,primary,398,1994
399-1993,365,A,primary,399,1993
400-1994,70,A,primary,400,1994
400-1996,70,A,primary,400,1996
401-1994,365,A,primary,401,1994
401-1995,365,A,primary,401,1995
401-1996,365,A,primary,401,1996
401-1999,365,A,primary,401,1999
401-2000,365,A,primary,401,2000
401-2001,365,A,primary,401,2001
401-2002,365,A,primary,401,2002
401-2003,365,A,primary,401,2003
401-2004,365,A,primary,401,2004
401-2005,365,A,primary,401,2005
401-2006,365,A,primary,401,2006
401-2007,365,A,primary,401,2007
402-1994,678,A,primary,402,1994
403-1995,130,A,primary,403,1995
403-1995,135,B,primary,403,1995
404-1990,770,A,primary,404,1990
404-1994,770,A,primary,404,1994
404-1995,770,A,primary,404,1995
404-1996,770,A,primary,404,1996
404-2007,770,A,primary,404,2007
404-2008,770,A,primary,404,2008
404-2009,770,A,primary,404,2009
404-2010,770,A,primary,404,2010
404-2011,770,A,primary,404,2011
404-2012,770,A,primary,404,2012
404-2013,770,A,primary,404,2013
404-2014,770,A,primary,404,2014
404-2015,770,A,primary,404,2015
404-2015,700,A,secondary,404,2015
404-2016,770,A,primary,404,2016
404-2016,700,A,secondary,404,2016
404-2017,770,A,primary,404,2017
404-2017,700,A,secondary,404,2017
404-2018,770,A,primary,404,2018
404-2018,700,A,secondary,404,2018
405-1996,471,A,primary,405,1996
405-1996,475,B,primary,405,1996
406-1995,436,A,primary,406,1995
407-1997,581,A,primary,407,1997
408-1993,484,A,primary,408,1993
408-1997,484,A,primary,408,1997
408-1997,540,A,secondary,408,1997
408-1997,483,A,secondary,408,1997
408-1997,540,B,secondary,408,1997
408-1997,483,B,secondary,408,1997
408-1998,484,A,primary,408,1998
408-1998,540,A,secondary,408,1998
408-1998,483,A,secondary,408,1998
408-1999,484,A,primary,408,1999
408-1999,540,A,secondary,408,1999
408-1999,483,A,secondary,408,1999
408-2002,484,A,primary,408,2002
408-2002,540,A,secondary,408,2002
408-2016,484,A,primary,408,2016
409-1998,531,A,primary,409,1998
409-1998,530,B,primary,409,1998
409-1999,531,A,primary,409,1999
409-1999,530,B,primary,409,1999
409-2000,531,A,primary,409,2000
409-2000,530,B,primary,409,2000
409-2016,531,A,primary,409,2016
409-2016,530,B,primary,409,2016
410-1998,404,A,primary,410,1998
410-1998,438,A,secondary,410,1998
410-1998,433,A,secondary,410,1998
410-1999,404,A,primary,410,1999
410-1999,438,A,secondary,410,1999
410-1999,433,A,secondary,410,1999
411-1998,570,A,primary,411,1998
411-1998,571,A,secondary,411,1998
411-1998,560,A,secondary,411,1998
412-1998,345,A,primary,412,1998
412-1999,345,A,primary,412,1999
412-1999,211,B,secondary,412,1999
412-1999,20,B,secondary,412,1999
412-1999,316,B,secondary,412,1999
412-1999,390,B,secondary,412,1999
412-1999,220,B,secondary,412,1999
412-1999,260,B,secondary,412,1999
412-1999,350,B,secondary,412,1999
412-1999,310,B,secondary,412,1999
412-1999,395,B,secondary,412,1999
412-1999,325,B,secondary,412,1999
412-1999,212,B,secondary,412,1999
412-1999,210,B,secondary,412,1999
412-1999,385,B,secondary,412,1999
412-1999,290,B,secondary,412,1999
412-1999,235,B,secondary,412,1999
412-1999,230,B,secondary,412,1999
412-1999,640,B,secondary,412,1999
412-1999,200,B,secondary,412,1999
412-1999,2,B,secondary,412,1999
413-1977,530,A,primary,413,1977
413-1978,530,A,primary,413,1978
413-1980,530,A,primary,413,1980
413-1980,40,A,secondary,413,1980
413-1981,530,A,primary,413,1981
413-1983,530,A,primary,413,1983
413-1984,530,A,primary,413,1984
413-1985,530,A,primary,413,1985
413-1986,530,A,primary,413,1986
413-1987,530,A,primary,413,1987
413-1988,530,A,primary,413,1988
413-1989,530,A,primary,413,1989
413-1990,530,A,primary,413,1990
413-1991,530,A,primary,413,1991
413-1992,530,A,primary,413,1992
413-1994,530,A,primary,413,1994
413-1995,530,A,primary,413,1995
413-1998,530,A,primary,413,1998
413-1999,530,A,primary,413,1999
413-2000,530,A,primary,413,2000
413-2001,530,A,primary,413,2001
413-2002,530,A,primary,413,2002
413-2003,530,A,primary,413,2003
413-2004,530,A,primary,413,2004
413-2005,530,A,primary,413,2005
413-2006,530,A,primary,413,2006
413-2007,530,A,primary,413,2007
413-2008,530,A,primary,413,2008
413-2009,530,A,primary,413,2009
413-2010,530,A,primary,413,2010
413-2011,530,A,primary,413,2011
413-2012,530,A,primary,413,2012
413-2013,530,A,primary,413,2013
413-2015,530,A,primary,413,2015
413-2016,530,A,primary,413,2016
414-1999,365,A,primary,414,1999
415-1999,704,A,primary,415,1999
415-2000,704,A,primary,415,2000
415-2000,703,A,secondary,415,2000
415-2004,704,A,primary,415,2004
416-2001,482,A,primary,416,2001
416-2001,620,A,secondary,416,2001
416-2002,482,A,primary,416,2002
416-2006,482,A,primary,416,2006
416-2006,220,A,secondary,416,2006
416-2009,482,A,primary,416,2009
416-2010,482,A,primary,416,2010
416-2011,482,A,primary,416,2011
416-2012,482,A,primary,416,2012
416-2013,482,A,primary,416,2013
416-2018,482,A,primary,416,2018
417-2001,343,A,primary,417,2001
418-2001,2,A,primary,418,2001
418-2001,900,A,secondary,418,2001
418-2001,20,A,secondary,418,2001
418-2001,220,A,secondary,418,2001
418-2001,260,A,secondary,418,2001
418-2001,325,A,secondary,418,2001
418-2001,290,A,secondary,418,2001
418-2001,640,A,secondary,418,2001
418-2001,200,A,secondary,418,2001
418-2002,2,A,primary,418,2002
418-2002,700,A,secondary,418,2002
418-2002,900,A,secondary,418,2002
418-2002,20,A,secondary,418,2002
418-2002,390,A,secondary,418,2002
418-2002,220,A,secondary,418,2002
418-2002,260,A,secondary,418,2002
418-2002,350,A,secondary,418,2002
418-2002,325,A,secondary,418,2002
418-2002,740,A,secondary,418,2002
418-2002,663,A,secondary,418,2002
418-2002,368,A,secondary,418,2002
418-2002,210,A,secondary,418,2002
418-2002,920,A,secondary,418,2002
418-2002,385,A,secondary,418,2002
418-2002,770,A,secondary,418,2002
418-2002,290,A,secondary,418,2002
418-2002,360,A,secondary,418,2002
418-2002,230,A,secondary,418,2002
418-2002,640,A,secondary,418,2002
418-2002,200,A,secondary,418,2002
418-2003,2,A,primary,418,2003
418-2003,700,A,secondary,418,2003
418-2003,20,A,secondary,418,2003
418-2003,390,A,secondary,418,2003
418-2003,220,A,secondary,418,2003
418-2003,325,A,secondary,418,2003
418-2003,368,A,secondary,418,2003
418-2003,210,A,secondary,418,2003
418-2003,920,A,secondary,418,2003
418-2003,385,A,secondary,418,2003
418-2003,770,A,secondary,418,2003
418-2003,290,A,secondary,418,2003
418-2003,360,A,secondary,418,2003
418-2003,317,A,secondary,418,2003
418-2003,230,A,secondary,418,2003
418-2003,200,A,secondary,418,2003
418-2004,2,A,primary,418,2004
418-2004,700,A,secondary,418,2004
418-2004,211,A,secondary,418,2004
418-2004,20,A,secondary,418,2004
418-2004,316,A,secondary,418,2004
418-2004,220,A,secondary,418,2004
418-2004,260,A,secondary,418,2004
418-2004,325,A,secondary,418,2004
418-2004,770,A,secondary,418,2004
418-2004,290,A,secondary,418,2004
418-2004,235,A,secondary,418,2004
418-2004,360,A,secondary,418,2004
418-2004,670,A,secondary,418,2004
418-2004,317,A,secondary,418,2004
418-2004,230,A,secondary,418,2004
418-2004,200,A,secondary,418,2004
418-2005,2,A,primary,418,2005
418-2005,211,A,secondary,418,2005
418-2005,20,A,secondary,418,2005
418-2005,344,A,secondary,418,2005
418-2005,390,A,secondary,418,2005
418-2005,366,A,secondary,418,2005
418-2005,220,A,secondary,418,2005
418-2005,325,A,secondary,418,2005
418-2005,690,A,secondary,418,2005
418-2005,210,A,secondary,418,2005
418-2005,385,A,secondary,418,2005
418-2005,770,A,secondary,418,2005
418-2005,290,A,secondary,418,2005
418-2005,360,A,secondary,418,2005
418-2005,670,A,secondary,418,2005
418-2005,317,A,secondary,418,2005
418-2005,230,A,secondary,418,2005
418-2005,200,A,secondary,418,2005
418-2006,2,A,primary,418,2006
418-2006,700,A,secondary,418,2006
418-2006,770,A,secondary,418,2006
418-2006,670,A,secondary,418,2006
418-2006,200,A,secondary,418,2006
418-2007,2,A,primary,418,2007
418-2007,700,A,secondary,418,2007
418-2007,770,A,secondary,418,2007
418-2007,670,A,secondary,418,2007
418-2007,200,A,secondary,418,2007
418-2008,2,A,primary,418,2008
418-2008,700,A,secondary,418,2008
418-2008,316,A,secondary,418,2008
418-2008,770,A,secondary,418,2008
418-2008,360,A,secondary,418,2008
418-2009,2,A,primary,418,2009
418-2009,700,A,secondary,418,2009
418-2009,20,A,secondary,418,2009
418-2009,316,A,secondary,418,2009
418-2009,220,A,secondary,418,2009
418-2009,663,A,secondary,418,2009
418-2009,210,A,secondary,418,2009
418-2009,770,A,secondary,418,2009
418-2009,360,A,secondary,418,2009
418-2010,2,A,primary,418,2010
418-2010,700,A,secondary,418,2010
418-2010,20,A,secondary,418,2010
418-2010,220,A,secondary,418,2010
418-2010,663,A,secondary,418,2010
418-2010,210,A,secondary,418,2010
418-2010,770,A,secondary,418,2010
418-2010,360,A,secondary,418,2010
418-2011,2,A,primary,418,2011
418-2011,700,A,secondary,418,2011
418-2011,220,A,secondary,418,2011
418-2011,663,A,secondary,418,2011
418-2011,770,A,secondary,418,2011
418-2012,2,A,primary,418,2012
418-2012,700,A,secondary,418,2012
418-2012,220,A,secondary,418,2012
418-2012,663,A,secondary,418,2012
418-2012,770,A,secondary,418,2012
418-2013,2,A,primary,418,2013
418-2013,700,A,secondary,418,2013
418-2013,663,A,secondary,418,2013
418-2013,770,A,secondary,418,2013
418-2014,2,A,primary,418,2014
418-2014,700,A,secondary,418,2014
418-2014,770,A,secondary,418,2014
418-2015,2,A,primary,418,2015
418-2015,700,A,secondary,418,2015
418-2015,770,A,secondary,418,2015
418-2016,2,A,primary,418,2016
418-2016,700,A,secondary,418,2016
418-2016,770,A,secondary,418,2016
418-2017,2,A,primary,418,2017
418-2017,700,A,secondary,418,2017
418-2017,770,A,secondary,418,2017
419-2002,437,A,primary,419,2002
419-2003,437,A,primary,419,2003
419-2004,437,A,primary,419,2004
419-2011,437,A,primary,419,2011
420-2003,900,A,primary,420,2003
420-2003,200,A,primary,420,2003
420-2003,2,A,primary,420,2003
420-2003,645,B,primary,420,2003
421-1989,750,A,primary,421,1989
421-1990,750,A,primary,421,1990
421-1994,750,A,primary,421,1994
421-1996,750,A,primary,421,1996
421-1997,750,A,primary,421,1997
421-1998,750,A,primary,421,1998
421-1999,750,A,primary,421,1999
421-2001,750,A,primary,421,2001
421-2002,750,A,primary,421,2002
421-2003,750,A,primary,421,2003
421-2004,750,A,primary,421,2004
421-2009,750,A,primary,421,2009
421-2010,750,A,primary,421,2010
421-2013,750,A,primary,421,2013
421-2014,750,A,primary,421,2014
422-1997,775,A,primary,422,1997
423-2003,800,A,primary,423,2003
423-2004,800,A,primary,423,2004
423-2005,800,A,primary,423,2005
423-2006,800,A,primary,423,2006
423-2007,800,A,primary,423,2007
423-2008,800,A,primary,423,2008
423-2009,800,A,primary,423,2009
423-2010,800,A,primary,423,2010
423-2011,800,A,primary,423,2011
423-2012,800,A,primary,423,2012
423-2013,800,A,primary,423,2013
423-2014,800,A,primary,423,2014
423-2015,800,A,primary,423,2015
423-2016,800,A,primary,423,2016
423-2017,800,A,primary,423,2017
423-2018,800,A,primary,423,2018
424-2004,475,A,primary,424,2004
425-2004,475,A,primary,425,2004
426-1990,666,A,primary,426,1990
426-1991,666,A,primary,426,1991
426-1992,666,A,primary,426,1992
426-1993,666,A,primary,426,1993
426-1994,666,A,primary,426,1994
426-1995,666,A,primary,426,1995
426-1996,666,A,primary,426,1996
426-1997,666,A,primary,426,1997
426-1998,666,A,primary,426,1998
426-1999,666,A,primary,426,1999
426-2006,666,A,primary,426,2006
427-1978,510,A,primary,427,1978
427-1978,500,B,primary,427,1978
428-1975,435,A,primary,428,1975
428-1976,435,A,primary,428,1976
428-1977,435,A,primary,428,1977
428-1978,435,A,primary,428,1978
429-2007,490,A,primary,429,2007
429-2008,490,A,primary,429,2008
429-2017,490,A,primary,429,2017
430-1991,436,A,primary,430,1991
430-1992,436,A,primary,430,1992
430-1997,436,A,primary,430,1997
430-2007,436,A,primary,430,2007
430-2008,436,A,primary,430,2008
431-1979,700,A,primary,431,1979
431-1979,365,B,primary,431,1979
432-2007,365,A,primary,432,2007
432-2008,365,A,primary,432,2008
432-2009,365,A,primary,432,2009
432-2010,365,A,primary,432,2010
432-2011,365,A,primary,432,2011
432-2012,365,A,primary,432,2012
432-2013,365,A,primary,432,2013
432-2014,365,A,primary,432,2014
432-2015,365,A,primary,432,2015
434-2008,750,A,primary,434,2008
435-2008,522,A,primary,435,2008
435-2008,531,B,primary,435,2008
436-1977,530,A,primary,436,1977
436-1978,530,A,primary,436,1978
436-1979,530,A,primary,436,1979
436-1980,530,A,primary,436,1980
436-1980,40,A,secondary,436,1980
437-1983,530,A,primary,437,1983
439-2009,775,A,primary,439,2009
439-2014,775,A,primary,439,2014
439-2015,775,A,primary,439,2015
439-2017,775,A,primary,439,2017
440-1973,775,A,primary,440,1973
440-1974,775,A,primary,440,1974
440-1975,775,A,primary,440,1975
440-1976,775,A,primary,440,1976
440-1977,775,A,primary,440,1977
440-1978,775,A,primary,440,1978
440-1979,775,A,primary,440,1979
440-1980,775,A,primary,440,1980
440-1981,775,A,primary,440,1981
440-1982,775,A,primary,440,1982
442-2010,435,A,primary,442,2010
442-2010,220,A,secondary,442,2010
442-2011,435,A,primary,442,2011
11342-2012,750,A,primary,11342,2012
11342-2014,750,A,primary,11342,2014
11343-1967,651,A,primary,11343,1967
11343-1967,666,B,primary,11343,1967
11343-1969,651,A,primary,11343,1969
11343-1969,666,B,primary,11343,1969
11343-1970,651,A,primary,11343,1970
11343-1970,666,B,primary,11343,1970
11343-1973,651,A,primary,11343,1973
11343-1973,666,B,primary,11343,1973
11344-2011,625,A,primary,11344,2011
11345-2011,626,A,primary,11345,2011
11345-2012,626,A,primary,11345,2012
11345-2013,626,A,primary,11345,2013
11345-2014,626,A,primary,11345,2014
11345-2014,500,A,secondary,11345,2014
11345-2015,626,A,primary,11345,2015
11345-2015,500,A,secondary,11345,2015
11345-2016,626,A,primary,11345,2016
11345-2017,626,A,primary,11345,2017
11345-2018,626,A,primary,11345,2018
11346-2011,620,A,primary,11346,2011
11346-2013,620,A,primary,11346,2013
11346-2014,620,A,primary,11346,2014
11346-2015,620,A,primary,11346,2015
11346-2017,620,A,primary,11346,2017
11347-2009,432,A,primary,11347,2009
11347-2012,432,A,primary,11347,2012
11347-2013,432,A,primary,11347,2013
11347-2013,771,A,secondary,11347,2013
11347-2013,211,A,secondary,11347,2013
11347-2013,434,A,secondary,11347,2013
11347-2013,439,A,secondary,11347,2013
11347-2013,516,A,secondary,11347,2013
11347-2013,811,A,secondary,11347,2013
11347-2013,483,A,secondary,11347,2013
11347-2013,710,A,secondary,11347,2013
11347-2013,651,A,secondary,11347,2013
11347-2013,366,A,secondary,11347,2013
11347-2013,375,A,secondary,11347,2013
11347-2013,220,A,secondary,11347,2013
11347-2013,260,A,secondary,11347,2013
11347-2013,452,A,secondary,11347,2013
11347-2013,438,A,secondary,11347,2013
11347-2013,404,A,secondary,11347,2013
11347-2013,325,A,secondary,11347,2013
11347-2013,437,A,secondary,11347,2013
11347-2013,663,A,secondary,11347,2013
11347-2013,450,A,secondary,11347,2013
11347-2013,435,A,secondary,11347,2013
11347-2013,790,A,secondary,11347,2013
11347-2013,436,A,secondary,11347,2013
11347-2013,475,A,secondary,11347,2013
11347-2013,385,A,secondary,11347,2013
11347-2013,517,A,secondary,11347,2013
11347-2013,433,A,secondary,11347,2013
11347-2013,451,A,secondary,11347,2013
11347-2013,380,A,secondary,11347,2013
11347-2013,702,A,secondary,11347,2013
11347-2013,461,A,secondary,11347,2013
11347-2013,200,A,secondary,11347,2013
11347-2013,2,A,secondary,11347,2013
11347-2013,678,A,secondary,11347,2013
11347-2014,432,A,primary,11347,2014
11347-2014,771,A,secondary,11347,2014
11347-2014,211,A,secondary,11347,2014
11347-2014,434,A,secondary,11347,2014
11347-2014,439,A,secondary,11347,2014
11347-2014,516,A,secondary,11347,2014
11347-2014,811,A,secondary,11347,2014
11347-2014,483,A,secondary,11347,2014
11347-2014,710,A,secondary,11347,2014
11347-2014,651,A,secondary,11347,2014
11347-2014,366,A,secondary,11347,2014
11347-2014,375,A,secondary,11347,2014
11347-2014,220,A,secondary,11347,2014
11347-2014,260,A,secondary,11347,2014
11347-2014,452,A,secondary,11347,2014
11347-2014,438,A,secondary,11347,2014
11347-2014,404,A,secondary,11347,2014
11347-2014,325,A,secondary,11347,2014
11347-2014,437,A,secondary,11347,2014
11347-2014,663,A,secondary,11347,2014
11347-2014,450,A,secondary,11347,2014
11347-2014,435,A,secondary,11347,2014
11347-2014,790,A,secondary,11347,2014
11347-2014,436,A,secondary,11347,2014
11347-2014,475,A,secondary,11347,2014
11347-2014,385,A,secondary,11347,2014
11347-2014,517,A,secondary,11347,2014
11347-2014,433,A,secondary,11347,2014
11347-2014,451,A,secondary,11347,2014
11347-2014,380,A,secondary,11347,2014
11347-2014,702,A,secondary,11347,2014
11347-2014,461,A,secondary,11347,2014
11347-2014,200,A,secondary,11347,2014
11347-2014,2,A,secondary,11347,2014
11347-2015,432,A,primary,11347,2015
11347-2015,371,A,secondary,11347,2015
11347-2015,305,A,secondary,11347,2015
11347-2015,771,A,secondary,11347,2015
11347-2015,211,A,secondary,11347,2015
11347-2015,434,A,secondary,11347,2015
11347-2015,760,A,secondary,11347,2015
11347-2015,346,A,secondary,11347,2015
11347-2015,439,A,secondary,11347,2015
11347-2015,516,A,secondary,11347,2015
11347-2015,811,A,secondary,11347,2015
11347-2015,471,A,secondary,11347,2015
11347-2015,483,A,secondary,11347,2015
11347-2015,710,A,secondary,11347,2015
11347-2015,316,A,secondary,11347,2015
11347-2015,390,A,secondary,11347,2015
11347-2015,522,A,secondary,11347,2015
11347-2015,490,A,secondary,11347,2015
11347-2015,651,A,secondary,11347,2015
11347-2015,92,A,secondary,11347,2015
11347-2015,366,A,secondary,11347,2015
11347-2015,375,A,secondary,11347,2015
11347-2015,220,A,secondary,11347,2015
11347-2015,420,A,secondary,11347,2015
11347-2015,260,A,secondary,11347,2015
11347-2015,452,A,secondary,11347,2015
11347-2015,438,A,secondary,11347,2015
11347-2015,404,A,secondary,11347,2015
11347-2015,850,A,secondary,11347,2015
