disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,cumdurat,duration,disno4,mid3hiact,mid3hia,mid3hib,ongo2010,new,change,changetype_1,changetype_2
2,2.001,2,USA,200,UKG,1,7,1902,1902,24,1,1903,0,0,0,7,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,1,1,1,1,3,0,1,184,184,-9,7,7,0,0,0,0,0,
2,2.001,2,USA,200,UKG,1,7,1902,1903,24,1,1903,6,1,0,7,3,0,1,1,1,1,1,0,7,3,1,0,1,1,0,1,1,1,1,3,0,2,209,25,-9,7,7,0,0,0,0,0,
2,2.001,200,UKG,2,USA,1,7,1902,1902,24,1,1903,0,0,0,7,3,0,1,1,0,1,1,0,1,1,1,1,1,1,0,7,3,1,3,1,0,1,184,184,-9,7,0,7,0,0,0,0,
2,2.001,200,UKG,2,USA,1,7,1902,1903,24,1,1903,6,1,0,7,3,0,1,1,0,1,1,0,1,1,1,1,1,1,0,7,3,1,3,1,0,2,209,25,-9,7,0,7,0,0,0,0,
3,3.001,300,AUH,345,YUG,2,5,1913,1913,25,10,1913,4,3,0,10,3,0,1,1,1,1,2,0,10,3,1,0,0,0,0,1,1,1,1,3,0,1,177,177,-9,8,8,0,0,0,0,0,
3,3.001,345,YUG,300,AUH,2,5,1913,1913,25,10,1913,3,3,0,10,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,10,3,1,3,1,0,1,177,177,-9,8,0,8,0,0,0,0,
4,4.001,200,UKG,339,ALB,15,5,1946,1946,13,11,1946,5,3,2,19,4,0,1,1,0,0,0,2,8,3,1,1,0,0,0,19,4,1,3,1,0,1,183,183,-9,16,7,16,0,0,0,0,
4,4.001,339,ALB,200,UKG,15,5,1946,1946,13,11,1946,5,3,2,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,2,8,3,1,1,3,0,1,183,183,-9,16,16,7,0,0,0,0,
7,7.001,200,UKG,651,EGY,13,10,1951,1951,26,1,1952,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,2,0,18,4,1,1,3,0,1,80,80,-9,17,17,17,0,0,0,0,
7,7.001,200,UKG,651,EGY,13,10,1951,1952,26,1,1952,1,3,2,18,4,1,1,1,1,0,0,1,18,4,1,0,1,2,2,18,4,1,1,3,0,2,107,27,-9,17,17,17,0,0,0,0,
7,7.001,651,EGY,200,UKG,13,10,1951,1951,26,1,1952,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,0,0,0,18,4,1,3,1,0,1,80,80,-9,17,17,17,0,0,0,0,
7,7.001,651,EGY,200,UKG,13,10,1951,1952,26,1,1952,2,3,2,18,4,1,1,1,0,1,2,2,18,4,1,1,0,0,1,18,4,1,3,1,0,2,107,27,-9,17,17,17,0,0,0,0,
8,8.001,200,UKG,630,IRN,1,7,1856,1856,5,4,1857,0,0,0,22,5,1,1,1,1,1,2,0,22,5,1,0,0,0,0,22,5,1,1,3,1,1,184,184,-9,20,20,20,0,0,1,0,
8,8.001,200,UKG,630,IRN,1,7,1856,1857,5,4,1857,1,2,6,22,5,1,1,1,1,1,2,6,22,5,1,0,0,0,6,22,5,1,1,3,1,2,280,96,-9,20,20,20,0,0,1,0,
8,8.001,630,IRN,200,UKG,1,7,1856,1856,5,4,1857,0,0,0,22,5,1,1,1,0,0,0,0,22,5,1,1,1,2,0,22,5,1,3,1,1,1,184,184,-9,20,20,20,0,0,1,0,
8,8.001,630,IRN,200,UKG,1,7,1856,1857,5,4,1857,2,2,6,22,5,1,1,1,0,0,0,6,22,5,1,1,1,2,6,22,5,1,3,1,1,2,280,96,-9,20,20,20,0,0,1,0,
9,9.001,200,UKG,235,POR,29,12,1889,1889,10,1,1890,0,0,0,8,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,3,3,-9,7,7,0,0,0,0,0,
9,9.001,200,UKG,235,POR,29,12,1889,1890,10,1,1890,6,1,0,8,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,1,1,1,1,3,0,2,14,11,-9,7,7,0,0,0,0,0,
9,9.001,235,POR,200,UKG,29,12,1889,1889,10,1,1890,0,0,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,1,0,8,3,1,3,1,0,1,3,3,-9,7,0,7,0,0,0,0,
9,9.001,235,POR,200,UKG,29,12,1889,1890,10,1,1890,6,1,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,1,0,8,3,1,3,1,0,2,14,11,-9,7,0,7,0,0,0,0,
11,11.001,255,GMY,305,AUS,11,3,1938,1938,12,3,1938,4,1,0,16,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,1,1,1,1,3,0,1,2,2,-9,14,14,0,0,0,0,0,
11,11.001,305,AUS,255,GMY,11,3,1938,1938,12,3,1938,3,1,0,16,4,0,1,1,0,0,0,0,1,1,1,1,1,1,0,16,4,1,3,1,0,1,2,2,-9,14,0,14,0,0,0,0,
12,12.001,200,UKG,255,GMY,26,8,1938,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,8,3,0,1,1,1,0,19,4,1,4,1,0,1,36,36,-9,16,7,16,0,0,0,0,
12,12.001,255,GMY,200,UKG,26,8,1938,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,8,3,0,1,4,0,1,36,36,-9,16,16,7,0,0,0,0,
12,12.002,211,BEL,255,GMY,7,9,1938,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,0,1,24,24,-9,16,7,16,0,0,0,0,
12,12.002,255,GMY,211,BEL,7,9,1938,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,0,1,24,24,-9,16,16,7,0,0,0,0,
12,12.003,220,FRN,255,GMY,7,9,1938,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,12,3,0,1,1,1,0,19,4,1,4,1,0,1,24,24,-9,16,10,16,0,0,0,0,
12,12.003,255,GMY,220,FRN,7,9,1938,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,12,3,0,1,4,0,1,24,24,-9,16,16,10,0,0,0,0,
12,12.004,255,GMY,315,CZE,11,3,1938,1938,30,9,1938,4,1,0,19,4,1,1,5,1,1,1,0,19,4,1,0,0,0,0,19,4,1,1,3,0,1,204,204,-9,16,16,16,0,0,0,0,
12,12.004,315,CZE,255,GMY,11,3,1938,1938,30,9,1938,3,1,0,19,4,1,1,5,0,0,0,0,19,4,1,1,1,1,0,19,4,1,3,1,0,1,204,204,-9,16,16,16,0,0,0,0,
12,12.005,255,GMY,365,RUS,16,9,1938,1938,30,9,1938,4,1,0,19,4,0,1,5,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,0,1,15,15,-9,16,16,7,0,0,0,0,
12,12.005,365,RUS,255,GMY,16,9,1938,1938,30,9,1938,3,1,0,19,4,0,1,5,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,0,1,15,15,-9,16,7,16,0,0,0,0,
13,13.001,2,USA,740,JPN,20,7,1863,1863,20,7,1863,1,2,-9,2,2,0,3,1,1,0,0,0,2,2,0,0,0,0,-9,1,1,1,2,3,0,1,1,1,-9,1,1,0,0,0,0,0,
13,13.001,740,JPN,2,USA,20,7,1863,1863,20,7,1863,2,2,-9,2,2,0,3,1,0,0,0,-9,1,1,1,1,0,0,0,2,2,0,3,2,0,1,1,1,-9,1,0,1,0,0,0,0,
13,13.002,200,UKG,740,JPN,6,4,1863,1863,17,8,1863,1,2,-9,17,4,0,3,1,1,1,2,-9,17,4,1,0,0,0,-9,1,1,1,1,3,0,1,134,134,-9,15,15,0,0,0,0,0,
13,13.002,740,JPN,200,UKG,6,4,1863,1863,17,8,1863,2,2,-9,17,4,0,3,1,0,0,0,-9,1,1,1,1,1,2,-9,17,4,1,3,1,0,1,134,134,-9,15,0,15,0,0,0,0,
13,13.003,220,FRN,740,JPN,20,7,1863,1863,20,7,1863,1,2,-9,2,2,0,3,1,1,0,0,0,2,2,0,0,0,0,-9,1,1,1,2,3,0,1,1,1,-9,1,1,0,0,0,0,0,
13,13.003,740,JPN,220,FRN,20,7,1863,1863,20,7,1863,2,2,-9,2,2,0,3,1,0,0,0,-9,1,1,1,1,0,0,0,2,2,0,3,2,0,1,1,1,-9,1,0,1,0,0,0,0,
14,14.001,200,UKG,640,TUR,15,10,1895,1895,31,12,1895,4,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,78,78,-9,7,7,0,0,0,0,0,
14,14.001,640,TUR,200,UKG,15,10,1895,1895,31,12,1895,3,3,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,78,78,-9,7,0,7,0,0,0,0,
15,15.001,2,USA,200,UKG,1,1,1839,1839,23,3,1839,6,1,0,17,4,0,1,1,1,1,1,0,7,3,1,0,1,1,0,17,4,1,1,3,0,1,82,82,-9,15,7,15,0,0,0,0,
15,15.001,200,UKG,2,USA,1,1,1839,1839,23,3,1839,6,1,0,17,4,0,1,1,0,1,1,0,17,4,1,1,1,1,0,7,3,1,3,1,0,1,82,82,-9,15,15,7,0,0,0,0,
16,16.001,200,UKG,365,USR,25,12,1897,1897,5,2,1898,0,0,0,8,3,0,2,2,1,0,0,0,8,3,1,0,1,2,0,8,3,1,1,3,0,1,7,7,-9,7,7,7,0,0,0,0,
16,16.001,200,UKG,365,USR,25,12,1897,1898,5,2,1898,4,3,0,8,3,0,2,2,1,0,0,0,8,3,1,0,1,2,0,8,3,1,1,3,0,2,44,37,-9,7,7,7,0,0,0,0,
16,16.001,365,USR,200,UKG,25,12,1897,1897,5,2,1898,0,0,0,8,3,0,2,2,0,1,2,0,8,3,1,1,0,0,0,8,3,1,3,1,0,1,7,7,-9,7,7,7,0,0,0,0,
16,16.001,365,USR,200,UKG,25,12,1897,1898,5,2,1898,3,3,0,8,3,0,2,2,0,1,2,0,8,3,1,1,0,0,0,8,3,1,3,1,0,2,44,37,-9,7,7,7,0,0,0,0,
16,16.002,200,UKG,730,KOR,25,12,1897,1897,5,2,1898,0,0,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,7,7,-9,7,7,0,0,0,0,0,
16,16.002,200,UKG,730,KOR,25,12,1897,1898,5,2,1898,4,3,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,2,44,37,-9,7,7,0,0,0,0,0,
16,16.002,730,KOR,200,UKG,25,12,1897,1897,5,2,1898,0,0,0,8,3,0,2,2,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,7,7,-9,7,0,7,0,0,0,0,
16,16.002,730,KOR,200,UKG,25,12,1897,1898,5,2,1898,3,3,0,8,3,0,2,2,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,2,44,37,-9,7,0,7,0,0,0,0,
16,16.003,365,RUS,740,JPN,25,12,1897,1897,5,2,1898,0,0,0,8,3,0,2,2,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,7,7,-9,7,0,7,0,0,0,0,
16,16.003,365,RUS,740,JPN,25,12,1897,1898,5,2,1898,3,3,0,8,3,0,2,2,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,2,44,37,-9,7,0,7,0,0,0,0,
16,16.003,740,JPN,365,RUS,25,12,1897,1897,5,2,1898,0,0,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,7,7,-9,7,7,0,0,0,0,0,
16,16.003,740,JPN,365,RUS,25,12,1897,1898,5,2,1898,4,3,0,8,3,0,2,2,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,2,44,37,-9,7,7,0,0,0,0,0,
19,19.001,300,AUH,325,ITA,4,4,1848,1848,23,3,1849,0,0,0,22,5,1,1,3,1,0,0,0,22,5,1,0,1,1,0,22,5,1,1,3,1,1,272,272,-9,20,20,20,0,0,1,0,
19,19.001,300,AUH,325,ITA,4,4,1848,1849,23,3,1849,1,1,6,22,5,1,1,3,1,0,0,6,22,5,1,0,1,1,6,22,5,1,1,3,1,2,355,83,-9,20,20,20,0,0,1,0,
19,19.001,325,ITA,300,AUH,4,4,1848,1848,23,3,1849,0,0,0,22,5,1,1,3,0,1,1,0,22,5,1,1,0,0,0,22,5,1,3,1,1,1,272,272,-9,20,20,20,0,0,1,0,
19,19.001,325,ITA,300,AUH,4,4,1848,1849,23,3,1849,2,1,6,22,5,1,1,3,0,1,1,6,22,5,1,1,0,0,6,22,5,1,3,1,1,2,355,83,-9,20,20,20,0,0,1,0,
19,19.002,300,AUH,332,MOD,1,3,1848,1848,9,8,1848,1,1,6,22,5,1,1,3,1,0,0,6,22,5,1,0,0,0,2,22,5,0,1,4,1,1,146,146,-9,21,20,21,0,0,1,0,
19,19.002,332,MOD,300,AUH,1,3,1848,1848,24,7,1848,2,1,6,22,5,1,1,3,0,0,0,2,22,5,0,1,0,0,6,22,5,1,4,1,1,1,146,146,-9,21,21,20,0,0,1,0,
19,19.003,300,AUH,337,TUS,21,3,1848,1848,9,8,1848,1,1,6,22,5,1,1,3,1,0,0,6,22,5,1,0,0,0,2,22,5,0,1,4,1,1,126,126,-9,21,20,21,0,0,1,0,
19,19.003,337,TUS,300,AUH,21,3,1848,1848,24,7,1848,2,1,6,22,5,1,1,3,0,0,0,2,22,5,0,1,0,0,6,22,5,1,4,1,1,1,126,126,-9,21,21,20,0,0,1,0,
20,20.001,365,RUS,630,IRN,18,11,1945,1945,9,5,1946,0,0,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,1,1,1,1,3,0,1,44,44,-9,7,7,0,0,0,0,0,
20,20.001,365,RUS,630,IRN,18,11,1945,1946,9,5,1946,3,1,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,1,1,1,1,3,0,2,174,130,-9,7,7,0,0,0,0,0,
20,20.001,630,IRN,365,RUS,18,11,1945,1945,9,5,1946,0,0,0,7,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,7,3,1,3,1,0,1,44,44,-9,7,0,7,0,0,0,0,
20,20.001,630,IRN,365,RUS,18,11,1945,1946,9,5,1946,4,1,0,7,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,7,3,1,3,1,0,2,174,130,-9,7,0,7,0,0,0,0,
21,21.001,300,AUH,345,YUG,21,11,1912,1912,3,12,1912,5,3,0,12,3,0,1,2,1,1,2,0,12,3,1,0,1,1,0,1,1,1,1,3,0,1,13,13,-9,10,10,0,0,0,0,0,
21,21.001,345,YUG,300,AUH,21,11,1912,1912,3,12,1912,5,3,0,12,3,0,1,2,0,1,1,0,1,1,1,1,1,2,0,12,3,1,3,1,0,1,13,13,-9,10,0,10,0,0,0,0,
21,21.002,300,AUH,365,RUS,21,11,1912,1912,3,12,1912,5,3,0,12,3,0,1,2,1,1,2,0,12,3,1,0,1,2,0,1,1,1,1,3,0,1,13,13,-9,10,10,0,0,0,0,0,
21,21.002,365,RUS,300,AUH,21,11,1912,1912,3,12,1912,5,3,0,12,3,0,1,2,0,1,2,0,1,1,1,1,1,2,0,12,3,1,3,1,0,1,13,13,-9,10,0,10,0,0,0,0,
22,22.001,365,RUS,367,LAT,9,6,1940,1940,17,6,1940,1,2,-9,19,4,1,1,1,1,1,1,-9,19,4,1,0,0,0,-9,19,4,1,1,3,0,1,9,9,-9,16,16,16,0,0,0,0,
22,22.001,367,LAT,365,RUS,9,6,1940,1940,17,6,1940,2,2,-9,19,4,1,1,1,0,0,0,-9,19,4,1,1,1,1,-9,19,4,1,3,1,0,1,9,9,-9,16,16,16,0,0,0,0,
23,23.001,365,RUS,366,EST,1,3,1939,1939,18,10,1939,4,1,0,15,4,0,1,1,1,1,2,0,15,4,1,0,0,0,0,1,1,1,1,3,0,1,232,232,-9,13,13,0,0,0,0,0,
23,23.001,366,EST,365,RUS,1,3,1939,1939,18,10,1939,3,1,0,15,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,15,4,1,3,1,0,1,232,232,-9,13,0,13,0,0,0,0,
25,25.001,200,UKG,210,NTH,15,8,1831,1831,30,9,1831,5,3,0,8,3,0,2,3,0,0,0,0,8,3,0,1,1,1,0,1,1,1,4,1,0,1,47,47,-9,7,7,0,0,0,0,0,
25,25.001,210,NTH,200,UKG,15,8,1831,1831,30,9,1831,5,3,0,8,3,0,2,3,1,1,1,0,1,1,1,0,0,0,0,8,3,0,1,4,0,1,47,47,-9,7,0,7,0,0,0,0,
25,25.002,210,NTH,211,BEL,2,8,1831,1831,2,2,1832,0,0,0,18,4,1,2,3,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,0,1,152,152,-9,17,17,17,0,0,0,0,
25,25.002,210,NTH,211,BEL,2,8,1831,1832,2,2,1832,5,3,-9,18,4,1,2,3,1,1,1,-9,18,4,1,0,0,0,-9,18,4,1,1,3,0,2,186,34,-9,17,17,17,0,0,0,0,
25,25.002,211,BEL,210,NTH,2,8,1831,1831,2,2,1832,0,0,0,18,4,1,2,3,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,0,1,152,152,-9,17,17,17,0,0,0,0,
25,25.002,211,BEL,210,NTH,2,8,1831,1832,2,2,1832,5,3,-9,18,4,1,2,3,0,0,0,-9,18,4,1,1,1,1,-9,18,4,1,3,1,0,2,186,34,-9,17,17,17,0,0,0,0,
25,25.003,210,NTH,220,FRN,15,8,1831,1831,30,9,1831,5,3,-9,19,4,1,2,3,1,1,1,-9,19,4,1,0,0,0,-9,18,4,0,1,4,0,1,47,47,-9,16,16,17,0,0,0,0,
25,25.003,220,FRN,210,NTH,15,8,1831,1831,30,9,1831,5,3,-9,19,4,1,2,3,0,0,0,-9,18,4,0,1,1,1,-9,19,4,1,4,1,0,1,47,47,-9,16,17,16,0,0,0,0,
25,25.004,220,FRN,255,GMY,15,8,1831,1831,30,9,1831,5,3,0,2,2,0,2,3,0,0,0,0,1,1,0,1,1,1,0,2,2,0,4,2,0,1,47,47,-9,1,0,1,0,0,0,0,
25,25.004,255,GMY,220,FRN,15,8,1831,1831,30,9,1831,5,3,0,2,2,0,2,3,1,1,1,0,2,2,0,0,0,0,0,1,1,0,2,4,0,1,47,47,-9,1,1,0,0,0,0,0,
26,26.001,2,USA,365,RUS,21,3,1948,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,0,1,286,286,-9,16,13,16,0,0,0,0,
26,26.001,2,USA,365,RUS,21,3,1948,1949,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,0,2,493,207,-9,16,13,16,0,0,0,0,
26,26.001,365,RUS,2,USA,21,3,1948,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,0,1,286,286,-9,16,16,13,0,0,0,0,
26,26.001,365,RUS,2,USA,21,3,1948,1949,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,0,2,493,207,-9,16,16,13,0,0,0,0,
26,26.002,200,UKG,365,RUS,21,3,1948,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,0,1,286,286,-9,16,13,16,0,0,0,0,
26,26.002,200,UKG,365,RUS,21,3,1948,1949,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,0,2,493,207,-9,16,13,16,0,0,0,0,
26,26.002,365,RUS,200,UKG,21,3,1948,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,0,1,286,286,-9,16,16,13,0,0,0,0,
26,26.002,365,RUS,200,UKG,21,3,1948,1949,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,0,2,493,207,-9,16,16,13,0,0,0,0,
26,26.003,220,FRN,365,RUS,21,3,1948,1948,25,7,1949,0,0,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,0,1,286,286,-9,16,13,16,0,0,0,0,
26,26.003,220,FRN,365,RUS,21,3,1948,1949,25,7,1949,5,3,0,19,4,0,1,3,0,0,0,0,15,4,1,1,1,1,0,19,4,1,3,1,0,2,493,207,-9,16,13,16,0,0,0,0,
26,26.003,365,RUS,220,FRN,21,3,1948,1948,25,7,1949,0,0,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,0,1,286,286,-9,16,16,13,0,0,0,0,
26,26.003,365,RUS,220,FRN,21,3,1948,1949,25,7,1949,5,3,0,19,4,0,1,3,1,1,1,0,19,4,1,0,0,0,0,15,4,1,1,3,0,2,493,207,-9,16,16,13,0,0,0,0,
27,27.001,2,USA,265,GDR,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,12,3,1,0,1,2,0,15,4,0,1,4,0,1,77,77,-9,13,10,13,0,0,0,0,
27,27.001,265,GDR,2,USA,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,12,3,1,4,1,0,1,77,77,-9,13,13,10,0,0,0,0,
27,27.002,2,USA,290,POL,18,10,1961,1961,28,10,1961,5,3,0,12,3,0,4,4,1,0,0,0,12,3,1,0,0,0,0,7,3,0,1,4,0,1,11,11,-9,10,10,7,0,0,0,0,
27,27.002,290,POL,2,USA,18,10,1961,1961,28,10,1961,5,3,0,12,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,12,3,1,4,1,0,1,11,11,-9,10,7,10,0,0,0,0,
27,27.003,2,USA,315,CZE,18,10,1961,1961,28,10,1961,5,3,0,12,3,0,4,4,1,0,0,0,12,3,1,0,0,0,0,7,3,0,1,4,0,1,11,11,-9,10,10,7,0,0,0,0,
27,27.003,315,CZE,2,USA,18,10,1961,1961,28,10,1961,5,3,0,12,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,12,3,1,4,1,0,1,11,11,-9,10,7,10,0,0,0,0,
27,27.004,2,USA,365,RUS,25,7,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,12,3,1,0,1,2,0,15,4,1,1,3,0,1,96,96,-9,13,10,13,0,0,0,0,
27,27.004,365,RUS,2,USA,25,7,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,12,3,1,3,1,0,1,96,96,-9,13,13,10,0,0,0,0,
27,27.005,200,UKG,265,GDR,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,0,2,4,0,1,77,77,-9,13,7,13,0,0,0,0,
27,27.005,265,GDR,200,UKG,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,0,1,77,77,-9,13,13,7,0,0,0,0,
27,27.006,200,UKG,290,POL,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.006,290,POL,200,UKG,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.007,200,UKG,315,CZE,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.007,315,CZE,200,UKG,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.008,200,UKG,365,RUS,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,0,1,77,77,-9,13,7,13,0,0,0,0,
27,27.008,365,RUS,200,UKG,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,0,1,77,77,-9,13,13,7,0,0,0,0,
27,27.009,220,FRN,265,GDR,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,0,2,4,0,1,77,77,-9,13,7,13,0,0,0,0,
27,27.009,265,GDR,220,FRN,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,0,1,77,77,-9,13,13,7,0,0,0,0,
27,27.01,220,FRN,290,POL,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.01,290,POL,220,FRN,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.011,220,FRN,315,CZE,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.011,315,CZE,220,FRN,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.012,220,FRN,365,RUS,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,0,1,77,77,-9,13,7,13,0,0,0,0,
27,27.012,365,RUS,220,FRN,13,8,1961,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,0,1,77,77,-9,13,13,7,0,0,0,0,
27,27.013,260,GFR,265,GDR,13,8,1961,1961,28,10,1961,5,3,0,18,4,1,4,4,1,0,0,0,18,4,0,0,1,2,0,18,4,0,2,4,0,1,77,77,-9,17,17,17,0,0,0,0,
27,27.013,265,GDR,260,GFR,13,8,1961,1961,28,10,1961,5,3,0,18,4,1,4,4,0,1,2,0,18,4,0,1,0,0,0,18,4,0,4,2,0,1,77,77,-9,17,17,17,0,0,0,0,
27,27.014,260,GFR,290,POL,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.014,290,POL,260,GFR,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.015,260,GFR,315,CZE,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,0,1,11,11,-9,7,7,7,0,0,0,0,
27,27.015,315,CZE,260,GFR,18,10,1961,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,0,1,11,11,-9,7,7,7,0,0,0,0,
