disno,dyindex,statea,namea,stateb,nameb,strtday,strtmnth,strtyr,year,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,war,durindx,cumdurat,duration,disno4,mid3hiact,mid3hia,mid3hib,ongo2010,new,change,changetype_1,changetype_2
1713,1713.001,210,NTH,710,CHN,22,7,1966,1966,30,12,1966,7,1,0,17,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,17,4,1,3,1,0,1,162,162,-9,15,0,15,0,0,0,0,
1713,1713.001,710,CHN,210,NTH,22,7,1966,1966,30,12,1966,7,1,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,1,1,1,1,3,0,1,162,162,-9,15,15,0,0,0,0,0,
1714,1714.001,2,USA,230,SPN,27,3,1866,1866,31,3,1866,5,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,5,5,-9,7,7,0,0,0,0,0,
1714,1714.001,230,SPN,2,USA,27,3,1866,1866,31,3,1866,5,3,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,5,5,-9,7,0,7,0,0,0,0,
1715,1715.001,710,CHN,750,IND,18,5,1967,1967,10,10,1967,5,3,1,18,4,1,1,1,1,1,2,1,18,4,1,0,0,0,1,18,4,1,1,3,0,1,146,146,-9,17,17,17,0,0,0,0,
1715,1715.001,750,IND,710,CHN,18,5,1967,1967,10,10,1967,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,1,2,1,18,4,1,3,1,0,1,146,146,-9,17,17,17,0,0,0,0,
1717,1717.001,200,UKG,230,SPN,26,6,1969,1969,30,11,1969,5,3,-9,10,3,0,1,1,1,0,0,-9,10,3,1,0,1,1,-9,8,3,1,1,3,0,1,158,158,-9,8,8,7,0,0,0,0,
1717,1717.001,230,SPN,200,UKG,26,6,1969,1969,30,11,1969,5,3,-9,10,3,0,1,1,0,1,1,-9,8,3,1,1,0,0,-9,10,3,1,3,1,0,1,158,158,-9,8,7,8,0,0,0,0,
1718,1718.001,310,HUN,360,ROM,2,8,1971,1971,8,8,1971,4,4,0,7,3,0,3,1,1,0,0,0,7,3,1,0,0,0,0,1,1,1,1,3,0,1,7,7,-9,7,7,0,0,0,0,0,
1718,1718.001,360,ROM,310,HUN,2,8,1971,1971,8,8,1971,3,4,0,7,3,0,3,1,0,0,0,0,1,1,1,1,0,0,0,7,3,1,3,1,0,1,7,7,-9,7,0,7,0,0,0,0,
1718,1718.002,315,CZE,360,ROM,2,8,1971,1971,8,8,1971,4,4,0,7,3,0,3,1,1,0,0,0,7,3,1,0,0,0,0,1,1,1,1,3,0,1,7,7,-9,7,7,0,0,0,0,0,
1718,1718.002,360,ROM,315,CZE,2,8,1971,1971,8,8,1971,3,4,0,7,3,0,3,1,0,0,0,0,1,1,1,1,0,0,0,7,3,1,3,1,0,1,7,7,-9,7,0,7,0,0,0,0,
1718,1718.003,360,ROM,365,RUS,2,8,1971,1971,8,8,1971,3,4,0,7,3,0,3,1,0,0,0,0,1,1,1,1,1,2,0,7,3,1,3,1,0,1,7,7,-9,7,0,7,0,0,0,0,
1718,1718.003,365,RUS,360,ROM,2,8,1971,1971,8,8,1971,4,4,0,7,3,0,3,1,1,1,2,0,7,3,1,0,0,0,0,1,1,1,1,3,0,1,7,7,-9,7,7,0,0,0,0,0,
1720,1720.001,339,ALB,345,YUG,1,2,1976,1976,28,2,1976,5,3,0,19,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,19,4,1,3,1,0,1,28,28,-9,16,0,16,0,0,0,0,
1720,1720.001,345,YUG,339,ALB,1,2,1976,1976,28,2,1976,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,1,1,1,1,3,0,1,28,28,-9,16,16,0,0,0,0,0,
1723,1723.001,365,RUS,375,FIN,26,5,1919,1919,14,10,1920,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,0,1,220,220,-9,17,17,17,0,0,0,0,
1723,1723.001,365,RUS,375,FIN,26,5,1919,1920,14,10,1920,6,1,-9,18,4,1,1,1,0,0,0,-9,18,4,1,1,1,1,-9,18,4,1,3,1,0,2,509,289,-9,17,17,17,0,0,0,0,
1723,1723.001,375,FIN,365,RUS,26,5,1919,1919,14,10,1920,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,0,1,220,220,-9,17,17,17,0,0,0,0,
1723,1723.001,375,FIN,365,RUS,26,5,1919,1920,14,10,1920,6,1,-9,18,4,1,1,1,1,1,1,-9,18,4,1,0,0,0,-9,18,4,1,1,3,0,2,509,289,-9,17,17,17,0,0,0,0,
1724,1724.001,160,ARG,255,GMY,4,4,1917,1917,22,6,1917,8,3,0,19,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,19,4,1,3,1,0,1,80,80,-9,16,0,16,0,0,0,0,
1724,1724.001,255,GMY,160,ARG,4,4,1917,1917,22,6,1917,8,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,1,1,1,1,3,0,1,80,80,-9,16,16,0,0,0,0,0,
1725,1725.001,160,ARG,255,GMY,1,3,1914,1914,28,2,1915,0,0,0,19,4,0,1,1,0,0,0,0,1,1,1,1,0,0,0,19,4,1,3,1,0,1,306,306,-9,16,0,16,0,0,0,0,
1725,1725.001,160,ARG,255,GMY,1,3,1914,1915,28,2,1915,5,3,0,19,4,0,1,1,0,0,0,0,1,1,1,1,0,0,0,19,4,1,3,1,0,2,366,60,-9,16,0,16,0,0,0,0,
1725,1725.001,255,GMY,160,ARG,1,3,1914,1914,28,2,1915,0,0,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,1,1,1,1,3,0,1,306,306,-9,16,16,0,0,0,0,0,
1725,1725.001,255,GMY,160,ARG,1,3,1914,1915,28,2,1915,5,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,1,1,1,1,3,0,2,366,60,-9,16,16,0,0,0,0,0,
1726,1726.001,160,ARG,220,FRN,1,5,1916,1916,31,5,1916,7,3,0,17,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,17,4,1,3,1,0,1,31,31,-9,15,0,15,0,0,0,0,
1726,1726.001,220,FRN,160,ARG,1,5,1916,1916,31,5,1916,7,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,1,1,1,1,3,0,1,31,31,-9,15,15,0,0,0,0,0,
1732,1732.001,200,UKG,380,SWD,1,3,1915,1915,30,9,1915,7,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,1,1,1,1,3,0,1,214,214,-9,15,15,0,0,0,0,0,
1732,1732.001,380,SWD,200,UKG,1,3,1915,1915,30,9,1915,7,3,0,17,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,17,4,1,3,1,0,1,214,214,-9,15,0,15,0,0,0,0,
1733,1733.001,20,CAN,92,SAL,22,2,1932,1932,25,2,1932,5,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,1,1,1,1,3,0,1,4,4,-9,15,15,0,0,0,0,0,
1733,1733.001,92,SAL,20,CAN,22,2,1932,1932,25,2,1932,5,3,0,17,4,0,1,1,0,0,0,0,1,1,1,1,0,0,0,17,4,1,3,1,0,1,4,4,-9,15,0,15,0,0,0,0,
1734,1734.001,2,USA,90,GUA,15,1,1911,1911,15,1,1911,5,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,1,1,-9,7,7,0,0,0,0,0,
1734,1734.001,90,GUA,2,USA,15,1,1911,1911,15,1,1911,5,3,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,1,1,-9,7,0,7,0,0,0,0,
1735,1735.001,325,ITA,640,TUR,25,9,1825,1825,26,9,1825,5,3,2,18,4,1,1,1,1,0,0,1,18,4,1,0,0,0,1,18,4,1,1,3,0,1,2,2,-9,17,17,17,0,0,0,0,
1735,1735.001,640,TUR,325,ITA,25,9,1825,1825,26,9,1825,5,3,2,18,4,1,1,1,0,0,0,1,18,4,1,1,0,0,1,18,4,1,3,1,0,1,2,2,-9,17,17,17,0,0,0,0,
1736,1736.001,325,ITA,640,TUR,1,5,1924,1924,30,11,1924,5,3,0,10,3,0,1,1,1,0,0,0,10,3,1,0,1,2,0,1,1,1,1,3,0,1,214,214,-9,8,8,0,0,0,0,0,
1736,1736.001,640,TUR,325,ITA,1,5,1924,1924,30,11,1924,5,3,0,10,3,0,1,1,0,1,2,0,1,1,1,1,0,0,0,10,3,1,3,1,0,1,214,214,-9,8,0,8,0,0,0,0,
1739,1739.001,350,GRC,640,TUR,1,7,1888,1888,31,7,1888,5,3,0,13,3,0,1,1,1,1,1,0,13,3,1,0,0,0,0,1,1,1,1,3,0,1,31,31,-9,11,11,0,0,0,0,0,
1739,1739.001,640,TUR,350,GRC,1,7,1888,1888,31,7,1888,5,3,0,13,3,0,1,1,0,0,0,0,1,1,1,1,1,1,0,13,3,1,3,1,0,1,31,31,-9,11,0,11,0,0,0,0,
1740,1740.001,140,BRA,200,UKG,15,7,1839,1839,15,6,1842,0,0,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,1,170,170,-9,14,0,14,0,0,2,0,
1740,1740.001,140,BRA,200,UKG,15,7,1839,1840,15,6,1842,0,0,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,2,536,366,-9,14,0,14,0,0,2,0,
1740,1740.001,140,BRA,200,UKG,15,7,1839,1841,15,6,1842,0,0,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,3,901,365,-9,14,0,14,0,0,2,0,
1740,1740.001,140,BRA,200,UKG,15,7,1839,1842,15,6,1842,6,1,0,16,4,0,1,1,0,1,1,0,1,1,1,1,1,1,0,16,4,1,3,1,0,4,1068,167,-9,14,0,14,0,0,2,0,
1740,1740.001,200,UKG,140,BRA,15,7,1839,1839,15,6,1842,0,0,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,1,170,170,-9,14,14,0,0,0,2,0,
1740,1740.001,200,UKG,140,BRA,15,7,1839,1840,15,6,1842,0,0,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,2,536,366,-9,14,14,0,0,0,2,0,
1740,1740.001,200,UKG,140,BRA,15,7,1839,1841,15,6,1842,0,0,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,3,901,365,-9,14,14,0,0,0,2,0,
1740,1740.001,200,UKG,140,BRA,15,7,1839,1842,15,6,1842,6,1,0,16,4,0,1,1,1,1,1,0,16,4,1,0,1,1,0,1,1,1,1,3,0,4,1068,167,-9,14,14,0,0,0,2,0,
1743,1743.001,220,FRN,235,POR,29,11,1857,1857,29,5,1858,0,0,0,17,4,0,1,1,0,0,0,0,8,3,1,1,1,2,0,17,4,1,3,1,0,1,33,33,-9,15,7,15,0,0,0,0,
1743,1743.001,220,FRN,235,POR,29,11,1857,1858,29,5,1858,7,1,0,17,4,0,1,1,0,0,0,0,8,3,1,1,1,2,0,17,4,1,3,1,0,2,183,150,-9,15,7,15,0,0,0,0,
1743,1743.001,235,POR,220,FRN,29,11,1857,1857,29,5,1858,0,0,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,8,3,1,1,3,0,1,33,33,-9,15,15,7,0,0,0,0,
1743,1743.001,235,POR,220,FRN,29,11,1857,1858,29,5,1858,7,1,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,8,3,1,1,3,0,2,183,150,-9,15,15,7,0,0,0,0,
1746,1746.001,220,FRN,600,MOR,28,9,1960,1960,28,9,1960,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,1,1,1,1,3,0,1,1,1,-9,16,16,0,0,0,0,0,
1746,1746.001,600,MOR,220,FRN,28,9,1960,1960,28,9,1960,5,3,0,19,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,19,4,1,3,1,0,1,1,1,-9,16,0,16,0,0,0,0,
1749,1749.001,200,UKG,740,JPN,21,1,1940,1940,23,1,1940,5,3,0,17,4,0,1,1,1,1,2,0,17,4,1,0,0,0,0,1,1,1,1,3,0,1,3,3,-9,15,15,0,0,0,0,0,
1749,1749.001,740,JPN,200,UKG,21,1,1940,1940,23,1,1940,5,3,0,17,4,0,1,1,0,0,0,0,1,1,1,1,1,2,0,17,4,1,3,1,0,1,3,3,-9,15,0,15,0,0,0,0,
1750,1750.001,200,UKG,640,TUR,6,5,1876,1876,30,5,1876,4,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,25,25,-9,7,7,0,0,0,0,0,
1750,1750.001,640,TUR,200,UKG,6,5,1876,1876,30,5,1876,3,3,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,25,25,-9,7,0,7,0,0,0,0,
1752,1752.001,140,BRA,220,FRN,6,7,1826,1826,6,7,1826,3,2,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,2,0,8,3,1,3,1,0,1,1,1,-9,7,0,7,0,0,0,0,
1752,1752.001,220,FRN,140,BRA,6,7,1826,1826,6,7,1826,4,2,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,1,1,-9,7,7,0,0,0,0,0,
1753,1753.001,100,COL,220,FRN,3,9,1833,1833,11,12,1833,7,1,0,17,4,0,1,1,1,0,0,0,17,4,1,0,1,2,0,15,4,1,1,3,0,1,100,100,-9,15,15,13,0,0,0,0,
1753,1753.001,220,FRN,100,COL,3,9,1833,1833,11,12,1833,7,1,0,17,4,0,1,1,0,1,2,0,15,4,1,1,0,0,0,17,4,1,3,1,0,1,100,100,-9,15,13,15,0,0,0,0,
1755,1755.001,2,USA,135,PER,1,5,1852,1852,30,6,1852,3,3,0,8,3,0,1,1,1,1,1,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,61,61,-9,7,7,0,0,0,0,0,
1755,1755.001,135,PER,2,USA,1,5,1852,1852,30,6,1852,4,3,0,8,3,0,1,1,0,0,0,0,1,1,1,1,1,1,0,8,3,1,3,1,0,1,61,61,-9,7,0,7,0,0,0,0,
1757,1757.001,100,COL,200,UKG,1,10,1856,1856,31,1,1857,0,0,0,8,3,0,1,1,0,1,2,0,1,1,1,1,0,0,0,8,3,1,3,1,0,1,92,92,-9,7,0,7,0,0,0,0,
1757,1757.001,100,COL,200,UKG,1,10,1856,1857,31,1,1857,3,4,0,8,3,0,1,1,0,1,2,0,1,1,1,1,0,0,0,8,3,1,3,1,0,2,124,32,-9,7,0,7,0,0,0,0,
1757,1757.001,200,UKG,100,COL,1,10,1856,1856,31,1,1857,0,0,0,8,3,0,1,1,1,0,0,0,8,3,1,0,1,2,0,1,1,1,1,3,0,1,92,92,-9,7,7,0,0,0,0,0,
1757,1757.001,200,UKG,100,COL,1,10,1856,1857,31,1,1857,4,4,0,8,3,0,1,1,1,0,0,0,8,3,1,0,1,2,0,1,1,1,1,3,0,2,124,32,-9,7,7,0,0,0,0,0,
1762,1762.001,140,BRA,200,UKG,1,6,1862,1862,5,1,1863,0,0,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,15,4,1,1,3,0,1,214,214,-9,15,15,13,0,0,0,0,
1762,1762.001,140,BRA,200,UKG,1,6,1862,1863,5,1,1863,7,1,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,15,4,1,1,3,0,2,220,6,-9,15,15,13,0,0,0,0,
1762,1762.001,200,UKG,140,BRA,1,6,1862,1862,5,1,1863,0,0,0,17,4,0,1,1,0,0,0,0,15,4,1,1,0,0,0,17,4,1,3,1,0,1,214,214,-9,15,13,15,0,0,0,0,
1762,1762.001,200,UKG,140,BRA,1,6,1862,1863,5,1,1863,7,1,0,17,4,0,1,1,0,0,0,0,15,4,1,1,0,0,0,17,4,1,3,1,0,2,220,6,-9,15,13,15,0,0,0,0,
1763,1763.001,160,ARG,200,UKG,1,5,1880,1880,31,12,1880,8,4,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,8,3,1,1,3,0,1,245,245,-9,15,15,7,0,0,0,0,
1763,1763.001,200,UKG,160,ARG,1,5,1880,1880,31,12,1880,8,4,0,17,4,0,1,1,0,0,0,0,8,3,1,1,0,0,0,17,4,1,3,1,0,1,245,245,-9,15,7,15,0,0,0,0,
1764,1764.001,100,COL,325,ITA,1,7,1885,1885,24,5,1886,0,0,0,17,4,0,1,1,0,0,0,0,8,3,1,1,0,0,0,17,4,1,3,1,0,1,184,184,-9,15,7,15,0,0,2,0,
1764,1764.001,100,COL,325,ITA,1,7,1885,1886,24,5,1886,7,2,0,17,4,0,1,1,0,0,0,0,8,3,1,1,0,0,0,17,4,1,3,1,0,2,329,145,-9,15,7,15,0,0,2,0,
1764,1764.001,325,ITA,100,COL,1,7,1885,1885,24,5,1886,0,0,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,8,3,1,1,3,0,1,184,184,-9,15,15,7,0,0,2,0,
1764,1764.001,325,ITA,100,COL,1,7,1885,1886,24,5,1886,7,2,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,8,3,1,1,3,0,2,329,145,-9,15,15,7,0,0,2,0,
1771,1771.001,255,GMY,385,NOR,18,7,1911,1911,19,7,1911,5,3,0,8,3,0,1,1,1,0,0,0,8,3,1,0,0,0,0,1,1,1,1,3,0,1,2,2,-9,7,7,0,0,0,0,0,
1771,1771.001,385,NOR,255,GMY,18,7,1911,1911,19,7,1911,5,3,0,8,3,0,1,1,0,0,0,0,1,1,1,1,0,0,0,8,3,1,3,1,0,1,2,2,-9,7,0,7,0,0,0,0,
1772,1772.001,200,UKG,325,ITA,24,12,1911,1911,24,12,1911,7,3,0,17,4,0,1,1,0,1,2,0,1,1,1,1,0,0,0,17,4,1,3,1,0,1,1,1,-9,15,0,15,0,0,0,0,
1772,1772.001,325,ITA,200,UKG,24,12,1911,1911,24,12,1911,7,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,1,2,0,1,1,1,1,3,0,1,1,1,-9,15,15,0,0,0,0,0,
1773,1773.001,235,POR,255,GMY,8,8,1914,1914,28,2,1915,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,2,0,18,4,1,1,3,0,1,146,146,-9,17,17,17,0,0,0,0,
1773,1773.001,235,POR,255,GMY,8,8,1914,1915,28,2,1915,5,3,2,18,4,1,1,1,1,0,0,1,18,4,1,0,1,2,1,18,4,1,1,3,0,2,206,60,-9,17,17,17,0,0,0,0,
1773,1773.001,255,GMY,235,POR,8,8,1914,1914,28,2,1915,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,0,0,0,18,4,1,3,1,0,1,146,146,-9,17,17,17,0,0,0,0,
1773,1773.001,255,GMY,235,POR,8,8,1914,1915,28,2,1915,5,3,2,18,4,1,1,1,0,1,2,1,18,4,1,1,0,0,1,18,4,1,3,1,0,2,206,60,-9,17,17,17,0,0,0,0,
1774,1774.001,255,GMY,380,SWD,30,10,1914,1914,11,11,1918,0,0,0,19,4,0,1,1,1,1,2,0,2,2,1,0,0,0,0,19,4,1,1,3,0,1,63,63,-9,16,1,16,0,0,0,0,
1774,1774.001,255,GMY,380,SWD,30,10,1914,1915,11,11,1918,0,0,0,19,4,0,1,1,1,1,2,0,2,2,1,0,0,0,0,19,4,1,1,3,0,2,428,365,-9,16,1,16,0,0,0,0,
1774,1774.001,255,GMY,380,SWD,30,10,1914,1916,11,11,1918,0,0,0,19,4,0,1,1,1,1,2,0,2,2,1,0,0,0,0,19,4,1,1,3,0,3,794,366,-9,16,1,16,0,0,0,0,
1774,1774.001,255,GMY,380,SWD,30,10,1914,1917,11,11,1918,0,0,0,19,4,0,1,1,1,1,2,0,2,2,1,0,0,0,0,19,4,1,1,3,0,4,1159,365,-9,16,1,16,0,0,0,0,
1774,1774.001,255,GMY,380,SWD,30,10,1914,1918,11,11,1918,8,3,0,19,4,0,1,1,1,1,2,0,2,2,1,0,0,0,0,19,4,1,1,3,0,5,1475,316,-9,16,1,16,0,0,0,0,
1774,1774.001,380,SWD,255,GMY,30,10,1914,1914,11,11,1918,0,0,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,2,0,2,2,1,3,1,0,1,63,63,-9,16,16,1,0,0,0,0,
1774,1774.001,380,SWD,255,GMY,30,10,1914,1915,11,11,1918,0,0,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,2,0,2,2,1,3,1,0,2,428,365,-9,16,16,1,0,0,0,0,
1774,1774.001,380,SWD,255,GMY,30,10,1914,1916,11,11,1918,0,0,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,2,0,2,2,1,3,1,0,3,794,366,-9,16,16,1,0,0,0,0,
1774,1774.001,380,SWD,255,GMY,30,10,1914,1917,11,11,1918,0,0,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,2,0,2,2,1,3,1,0,4,1159,365,-9,16,16,1,0,0,0,0,
1774,1774.001,380,SWD,255,GMY,30,10,1914,1918,11,11,1918,8,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,2,0,2,2,1,3,1,0,5,1475,316,-9,16,16,1,0,0,0,0,
1775,1775.001,2,USA,70,MEX,2,6,1915,1915,31,7,1915,5,3,0,10,3,0,1,1,1,1,3,0,2,2,1,0,0,0,0,10,3,1,1,3,0,1,60,60,-9,8,1,8,0,0,0,0,
1775,1775.001,70,MEX,2,USA,2,6,1915,1915,31,7,1915,5,3,0,10,3,0,1,1,0,0,0,0,10,3,1,1,1,3,0,2,2,1,3,1,0,1,60,60,-9,8,8,1,0,0,0,0,
1777,1777.001,710,CHN,740,JPN,1,4,1918,1918,19,7,1919,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,0,1,275,275,-9,17,17,17,0,0,0,0,
1777,1777.001,710,CHN,740,JPN,1,4,1918,1919,19,7,1919,3,1,2,18,4,1,1,1,0,0,0,2,18,4,1,1,1,2,2,18,4,1,3,1,0,2,476,201,-9,17,17,17,0,0,0,0,
1777,1777.001,740,JPN,710,CHN,1,4,1918,1918,19,7,1919,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,0,1,275,275,-9,17,17,17,0,0,0,0,
1777,1777.001,740,JPN,710,CHN,1,4,1918,1919,19,7,1919,4,1,2,18,4,1,1,1,1,1,2,2,18,4,1,0,0,0,2,18,4,1,1,3,0,2,476,201,-9,17,17,17,0,0,0,0,
1778,1778.001,325,ITA,339,ALB,6,6,1920,1920,28,7,1920,3,1,-9,19,4,0,1,1,1,0,0,-9,19,4,1,0,1,2,0,1,1,1,1,3,0,1,53,53,-9,16,16,0,0,0,0,0,
1778,1778.001,339,ALB,325,ITA,6,6,1920,1920,28,7,1920,4,1,-9,19,4,0,1,1,0,1,2,0,1,1,1,1,0,0,-9,19,4,1,3,1,0,1,53,53,-9,16,0,16,0,0,0,0,
1779,1779.001,365,RUS,700,AFG,1,4,1922,1922,29,7,1922,3,3,0,7,3,0,1,1,0,0,0,0,2,2,1,1,1,2,0,7,3,1,3,1,0,1,120,120,-9,7,1,7,0,0,0,0,
1779,1779.001,700,AFG,365,RUS,1,4,1922,1922,29,7,1922,4,3,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,2,2,1,1,3,0,1,120,120,-9,7,7,1,0,0,0,0,
1780,1780.001,325,ITA,345,YUG,24,8,1923,1923,24,9,1923,6,1,0,7,3,0,1,1,1,1,1,0,7,3,1,0,0,0,0,1,1,1,1,3,0,1,32,32,-9,7,7,0,0,0,0,0,
1780,1780.001,345,YUG,325,ITA,24,8,1923,1923,24,9,1923,6,1,0,7,3,0,1,1,0,0,0,0,1,1,1,1,1,1,0,7,3,1,3,1,0,1,32,32,-9,7,0,7,0,0,0,0,
1781,1781.001,365,RUS,700,AFG,18,12,1925,1925,28,2,1926,0,0,0,19,4,0,1,1,1,1,1,0,16,4,1,0,0,0,0,19,4,1,1,3,0,1,14,14,-9,16,14,16,0,0,0,0,
1781,1781.001,365,RUS,700,AFG,18,12,1925,1926,28,2,1926,3,1,-9,19,4,0,1,1,1,1,1,-9,16,4,1,0,0,0,-9,19,4,1,1,3,0,2,74,60,-9,16,14,16,0,0,0,0,
1781,1781.001,700,AFG,365,RUS,18,12,1925,1925,28,2,1926,0,0,0,19,4,0,1,1,0,0,0,0,19,4,1,1,1,1,0,16,4,1,3,1,0,1,14,14,-9,16,16,14,0,0,0,0,
1781,1781.001,700,AFG,365,RUS,18,12,1925,1926,28,2,1926,4,1,-9,19,4,0,1,1,0,0,0,-9,19,4,1,1,1,1,-9,16,4,1,3,1,0,2,74,60,-9,16,16,14,0,0,0,0,
1783,1783.001,225,SWZ,255,GMY,18,4,1940,1940,1,8,1940,5,3,0,19,4,1,1,1,1,0,0,0,19,4,1,0,0,0,0,19,4,1,1,3,0,1,106,106,-9,16,16,16,0,0,0,0,
1783,1783.001,255,GMY,225,SWZ,18,4,1940,1940,1,8,1940,5,3,0,19,4,1,1,1,0,0,0,0,19,4,1,1,0,0,0,19,4,1,3,1,0,1,106,106,-9,16,16,16,0,0,0,0,
1785,1785.001,740,JPN,800,THI,2,8,1941,1941,8,12,1941,1,2,-9,19,4,0,1,1,1,1,2,-9,16,4,1,0,0,0,-9,19,4,1,1,3,0,1,129,129,-9,16,14,16,0,0,0,0,
1785,1785.001,800,THI,740,JPN,2,8,1941,1941,8,12,1941,2,2,-9,19,4,0,1,1,0,0,0,-9,19,4,1,1,1,2,-9,16,4,1,3,1,0,1,129,129,-9,16,16,14,0,0,0,0,
1788,1788.001,225,SWZ,255,GMY,13,9,1943,1943,18,9,1943,5,3,0,7,3,0,1,1,1,0,0,0,7,3,1,0,0,0,0,2,2,1,1,3,0,1,6,6,-9,7,7,1,0,0,0,0,
1788,1788.001,255,GMY,225,SWZ,13,9,1943,1943,18,9,1943,5,3,0,7,3,0,1,1,0,0,0,0,2,2,1,1,0,0,0,7,3,1,3,1,0,1,6,6,-9,7,1,7,0,0,0,0,
1789,1789.001,100,COL,255,GMY,27,11,1943,1943,28,11,1943,5,3,0,19,4,0,1,1,0,0,0,0,5,2,1,1,1,2,0,19,4,1,3,1,0,1,2,2,-9,16,4,16,0,0,0,0,
1789,1789.001,255,GMY,100,COL,27,11,1943,1943,28,11,1943,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,5,2,1,1,3,0,1,2,2,-9,16,16,4,0,0,0,0,
1790,1790.001,255,GMY,310,HUN,18,12,1944,1944,5,7,1945,0,0,0,18,4,1,1,1,1,0,0,0,18,4,1,0,1,2,0,18,4,1,1,3,0,1,14,14,-9,17,17,17,0,0,0,0,
1790,1790.001,255,GMY,310,HUN,18,12,1944,1945,5,7,1945,2,3,-9,18,4,1,1,1,1,0,0,-9,18,4,1,0,1,2,-9,18,4,1,1,3,0,2,201,187,-9,17,17,17,0,0,0,0,
1790,1790.001,310,HUN,255,GMY,18,12,1944,1944,5,7,1945,0,0,0,18,4,1,1,1,0,1,2,0,18,4,1,1,0,0,0,18,4,1,3,1,0,1,14,14,-9,17,17,17,0,0,0,0,
1790,1790.001,310,HUN,255,GMY,18,12,1944,1945,5,7,1945,1,3,-9,18,4,1,1,1,0,1,2,-9,18,4,1,1,0,0,-9,18,4,1,3,1,0,2,201,187,-9,17,17,17,0,0,0,0,
