new_id,old_id,name
1026,1905,GIA - El Khadra Battalion
1027,1906,Geri
1028,1907,Abgal clan (Hawiye)
1029,1908,Matheniko Karimojong
1030,1909,Maasai
1031,1910,Ogoni
1032,1911,Tiv
1033,1912,Okrika (Ijaw)
1034,1914,Habar Gidir clan (Hawiye)
1035,1918,SNF
1036,1919,Awlad al-Zuid clan
1037,1920,SSUM/A
1038,1921,Dodoth
1039,1922,Konso
1040,1923,Karimojong
1041,1924,Supporters of Marc Ravalomanana
1042,1925,Mundari
1043,1926,RCD - CP
1044,1927,MAGRIVI
1045,1928,Buxton gang
1046,1929,Fedayeen Islam
1047,1930,Indian Mujahideen
1048,1932,ALP
1049,1933,ANLP
1050,1934,APLP
1051,1935,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad
1052,1936,CPA
1053,1937,CPJP
1054,1938,SALF
1055,1939,SLM
1056,1940,Ogaden Liberation Front
1057,1941,Kusasi
1058,1942,Mamprusi
1059,1943,Nyanga
1060,1944,Gonja
1061,1945,Nawuri
1062,1946,Konkomba
1063,1947,Nanumba
1064,1948,Dagomba
1065,1949,Mujahid Party
1066,1950,NDFB - RD
1067,1951,Rejectionist Front
1068,1952,RPF
1069,1953,UFR
1070,1954,Lashkar-e-Taiba
1071,1955,Torma
1072,1956,Torma Manian
1073,1957,Highlanders
1074,1958,Banyarwanda
1075,1959,PUSIC
1076,1960,UPC
1077,1961,FRPI
1078,1962,Tishana-Meen
1079,1963,Garre
1080,1964,Hamar
1081,1965,Makahin
1082,1966,Forces of General Morgan
1083,1968,Ari
1084,1969,Mursi
1085,1970,Malay
1086,1971,Supporters of ANC
1087,1972,Awlad Zeid
1088,1973,Los Zetas
1089,1974,Beltrn Leyva Cartel
1090,1975,Beltrn Leyva Cartel - Valdez Villareal faction
1091,1976,Ansarallah
1092,1977,Atuot Dinka
1093,1978,Ciek Dinka
1094,1979,Boje
1095,1980,Nsadop
1096,1981,Mujahideen in the Golis Mountains
1097,1982,Rek Dinka
1098,1983,Qubeys subclan (Dir)
1099,1984,Mara 18 (Honduras)
1100,1985,Forces of Momin Afridi
1101,1986,TTP - TA
1102,1987,TTP - MR
1103,1988,TTP - MT
1104,1989,Laskar Jihad
1105,1990,SNM - 'Calan cas'
1106,1991,Somali (Kenya)
1107,1992,DKBA 5
1108,1993,SSDM/A
1109,1994,Gur
1110,1995,Burkinab
1111,1996,Senufo
1112,1997,PFNR
1113,1998,Military faction (forces of Samuel Toranzo Caldern)
1114,1999,Mayi Mayi Complet
1115,2000,IGLF
1116,2001,LDF
1117,2002,IFP
1118,2003,Oleh
1119,2004,Olmoro
1120,2005,Forces of Yussuf Hajji Nur
1121,2006,Saleban-Abdalla subclan of Majerteen clan (Darod)
1122,2007,SSPP
1123,2008,SPLM/A-North
1124,2009,SSLM/A
1125,2010,FDSI-CI
1126,2011,NTC
1127,2012,Forces of Muammar Gaddafi
1128,2013,ALiR
1129,2014,Republic of South Sudan
1130,2015,FSA
1131,2016,AJPSN
1132,2017,Copts (Egypt)
1133,2018,Muslims (Egypt)
1134,2019,Ezilo
1135,2020,Ezza
1136,2021,FDC
1137,2022,Gony Dinka
1138,2023,Thiyic Dinka
1139,2024,Malink
1140,2025,Sayawa
1141,2026,Kpelle
1142,2027,Lashkar of Zakakhel tribe
1143,2028,Laskhar of Masozai Qaumi tribe
1144,2029,Opponents of al-Assad
1145,2030,Supporters of al-Assad
1146,2031,BIFM
1147,2032,SVA
1148,2033,Jur Beli
1149,2034,La Familia
1150,2035,Los Caballeros Templarios
1151,2036,Jalisco Cartel New Generation
1152,2037,Cartel Independiente de Acapulco
1153,2038,La Barredora
1154,2039,La Resistencia
1155,2040,Lashkar of Kukikhel clan
1156,2041,ETIM
1157,2042,Ansar Dine
1158,2043,CMA
1159,2044,Seleka
1160,2045,M23
1161,2046,MUJAO
1162,2047,SRF
1163,2048,GNLA
1164,2050,Military faction (Red Berets)
1165,2051,PBCP-J
1166,2053,BLF
1167,2054,Deebam
1168,2055,Deewell
1169,2056,Outlaws
1170,2057,Jabhat Fateh al-Sham (Nusra)
1171,2058,Alago
1172,2059,Eggon
1173,2060,Greenlanders
1176,2063,Pao clan of the Ambarep Tribe
1177,2064,Lashkar of Akakhel tribe
1178,2065,Tawheed ul-Islam
1179,2066,zzxxyy
1180,2067,Zeme Naga
1181,2068,Shia (Pakistan)
1182,2069,Sunni (Pakistan)
1183,2070,Supporters of al-Ahly football team
1184,2071,Supporters of al-Masry football team
1185,2072,PCPA
1186,2073,PFT
1187,2074,PLFI
1188,2075,Mashashia
1189,2076,Isenasawo
1190,2077,Isongo-furo
1191,2078,Forces of Agala
1192,2079,Forces of Edu
1193,2080,FNDIC
1194,2081,Alawite (Lebanon)
1195,2082,Sunni (Lebanon)
1196,2083,Banyamulenge
1197,1405,Military faction (forces of Cyriac Souke)
1198,2089,Mayi Mayi Simba
1199,2090,Raia Mutomboki
1200,2091,APCLS
1201,1848,Issa Muse subclan of the Habr Awal clan (Isaaq)
1202,1844,Forces of Muse Sudi Yalahow
1203,1915,Hawadle clan (Hawiye)
1204,1494,Krou
1205,8002,BPLM
1206,8001,IFLO
1207,411,Government of Equatorial Guinea
1208,760,Government of Bhutan
1209,434,Government of Benin
1210,80,Government of Belize
1211,347,Government of Kosovo
1212,572,Government of Swaziland
1213,1836,Aulihan subclan of Ogaden clan (Darod)
1214,1368,Military faction of Togo (forces loyal to Gnassingbe Eyadema)
1215,2084,Military faction (Harar garrison)
1216,2085,Forces of Mullo Abdullo
1217,2086,Forces of Sanginov
1218,2087,JMB
1219,2088,Dogon
1220,2092,Bul Nuer
1224,2096,Balanda
1236,2200,FLEC
1365,2203,Kapras
1370,2137,APRD
1381,1778,Yakoma
1396,2202,Forces of Mohamed Bacar
1410,2132,Idoma
1487,2377,Kuteb
1566,2205,New Horizons
1645,2378,FDPC
1713,2130,Konianke
1727,2206,NMRD
1811,2201,Forces of Aideed
1923,2131,Gimir
1945,2136,Beni Hussein
1972,2379,Northern Sudanese
1973,2395,Southern Sudanese
2019,2204,MRC
2223,1779,Baya
2264,2264,Egba (Agatu)
2297,2297,Tamil
2358,2358,Shikito Mayi Mayi
2359,2359,FDC-Tumusifu alias Tumu
2393,2393,Bororo
2430,2108,NSCN-K-K
2448,2448,Supporters of CDC
2460,2460,Han Chinese
2461,2461,Uighur
2472,2118,Zintan
2518,2518,Forces of Sayed Mansur Naderi
2698,2098,Buddhists (Myanmar)
2699,2099,Muslims (Myanmar)
2750,2750,USDA
2765,2765,Supporters of Jamaat-e-Islami
2786,2786,Gbethis
2827,2827,MLPP
2847,2847,Pashtun
2848,2848,Mohajir
2849,2849,Sindhi
2863,2863,Meher
2864,2864,Jatoi
2922,2922,Assamese
2930,2930,Supporters of PPP
2933,2933,Al-Khobar
2939,2939,NLFT-B
2941,2941,Supporters of MQM
2951,2951,Oatizai
2952,2952,Khadadkhel
2953,2953,Supporters of Yousaf Ali Khan Magsi
2954,2954,Supporters of Zulfikar Ali Khan Magsi
2987,2987,Lashkar of Mohmand tribe
3020,3020,Forces of Pir Samiullah
3037,3037,NDC
3040,3040,Nyatura
3043,3043,PARC-FAAL
3047,2102,TTP-Islahi
3057,2107,Bangladeshi Immigrants
3060,3060,Barundi
3107,2114,Black Axe
3108,3108,Eyie
3109,2121,KK
3116,3116,Maphite
3118,2115,Bush Boys
3157,3157,Ganda Iso
3192,3192,UBA
3211,2097,Khatumo administration
3228,2061,Akul
3229,2062,Kambrip
3232,3232,al-Tawhid Brigade
3297,2113,Los Zetas - Old School Zetas faction
3298,3298,Guerreros Unidos
3299,3299,Los Rojos
3306,3306,Supporters of Morsi
3307,3307,Opponents of Morsi
3323,2112,Los Zetas - Velazquez Caballero faction
3332,2111,NURTW-Tokyo
3334,2119,Gontrar
3404,2106,Tripura Tribal Communities
3441,2116,Bafulero
3442,2117,Bavira
3481,2120,Signed-in-Blood Battalion
3497,3497,FNL-Rwasa
3511,3511,UPC-L
3518,3518,UPCP
3553,3553,FNL-Ubugabo-Burihabwa
3554,3554,FPR-BL
3555,3555,Christians (CAR)
3556,3556,Muslims (CAR)
3563,3563,SSDM/A - Cobra Faction
3568,3568,Amothnhon Dinka
3569,3569,Panyon Dinka
3579,3579,Al-Zayadia
3580,3580,Berti
3795,547501,"Ijaw, Urhobo"
3796,547502,"OPC, Yoruba"
3797,547503,"Igbo, Yoruba"
3798,547510,"Afisare, Anaguta, Birom"
3799,547511,"Anaguta, Birom"
3800,547520,"Fulani, Hausa"
3801,547521,"Fulani, Jukun"
3802,545201,"Dagomba, Gonja, Nanumba"
3803,545202,"Konkomba, Nawuri"
3804,547101,"Foulbe, Hausa"
3805,553001,"Borana, Guji"
3806,553002,"Nyangatom , Toposa"
3807,553003,"Gabra, Garre"
3808,550110,"Samburu, Turkana"
3809,550111,"Isiolo, Samburu, Turkana"
3810,550120,"Kikuyu, Luhya, Luo"
3811,550121,"Kikuyu, Kamba"
3812,550122,"Kikuyu, Luhya"
3813,550101,"Borana, Somali (Kenya)"
3814,550102,"Pokot, Samburu"
3815,550103,"Orma, Wardei"
3816,550104,"Kisii, Luo"
3817,550105,"Dodoth, Toposa"
3818,545001,"NPFL, ULIMO - K"
3819,545002,"AFL, LPC, ULIMO - J"
3820,543201,"ARLA, FIAA, FPLA"
3821,565101,"France, Israel, United Kingdom"
3822,564501,"Government of Australia, Government of United Kingdom, Government of United States of America"
3823,566601,"Egypt, Iraq, Jordan, Lebanon, Syria"
3824,537201,"Forest Brothers, White Legion"
3825,585001,"Dayak, Malay"
3826,545101,"Kamajors, Donsos"
3827,552001,"DSA, RSA"
3828,552002,"DSA, RRA"
3829,552004,"Eley, Haren"
3830,552005,"Duduble subclan of Gorgorte clan (Hawiye), Forces of Muse Sudi Yalahow"
3831,552006,"Guedi Issa clan, SNM"
3832,562501,"Beni Halba Baggara, Salamat Baggara"
3833,562502,"JEM, SLM"
3834,562503,"Mahamid, Mahariba, Newiba"
3835,550000,"Bokora Karimojong, Pian Karimojong"
3836,550001,"Matheniko Karimojong, Pian Karimojong"
3837,550002,"Bokora Karimojong, Jie"
3838,550004,"Jie, Matheniko Karimojong, Turkana"
3839,550005,"Toposa, Turkana"
3840,550006,"Matheniko Karimojong, Tepeth"
3841,550007,"Jie, Pian Karimojong"
3842,550008,"Pokot, Tepeth"
3843,550009,"Matheniko Karimojong, Turkana"
3844,550010,"Jie, Matheniko Karimojong"
3845,549001,"MLC, RCD-N"
3846,549002,"FNI, FRPI, RCD-K-ML"
3847,549003,"FNI, FRPI"
3848,549004,"FRPI, RCD-K-ML"
3849,549005,"FDLR, Mayi Mayi"
3850,549006,"Lendu, Ngiti, RCD-K-ML"
3851,549007,"MLC, RCD-N, UPC"
3852,549008,"CNDD-FDD , FDLR"
3853,549009,"FPJC, FRPI"
3854,549010,"CNDD-FDD , Mayi Mayi"
3855,549011,"Interahamwe, ex-FAR, Mayi Mayi"
3856,549012,"Lendu, RCD-K-ML"
3857,549013,"ALiR, Mayi Mayi"
3858,549014,"FRF, Mayi Mayi"
3859,549015,"FAPC, FNI"
3860,549016,"Hunde, Nyanga"
3861,549017,"Interahamwe, ex-FAR, MAGRIVI"
3862,591001,"Ataia, Erapo, Kagu, Kemeyu, Kurupi, Moife"
3863,591002,"Aganunofi, Avaninofi, Fomu I, Fomu II"
3864,534601,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina"
3865,575001,"CPR (Chandra Pulla Reddu group), PVR (Pyla Vasudeva Rao group)"
3866,547522,"Deewell, NDV"
3867,547523,"Deewell, NDSF, Outlaws"
3868,547524,"Forces of Ogonboss, NDV"
3869,547525,"NDV, SVC"
3870,547526,"NDSF, PLF"
3871,547527,"Black Axe, Bush Boys, Deebam, KK, NDV"
3872,543202,"AQIM, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO"
3873,543203,"MUJAO, Signed-in-Blood Battalion"
3874,591003,"Kambrip Tribe, Pao Clan of the Ambarep Tribe"
3875,549024,"ALiR, CNDD-FDD , Mayi Mayi"
3876,562001,"Gontrar, Zintan"
3877,562002,"Jamil fighters, Ragdalein fighters"
3878,567803,"Al Sagra tribe, Al Abu Hussein tribe"
3879,549018,"FDLR, FNL-Rwasa, FRF"
3880,549019,"Bafulero, Bavira"
3881,552201,"Afar, Oromo"
3882,548201,"UFDR, FDPC"
3883,556001,"Supporters of ANC, Supporters of UDF"
3884,556002,"AWB, IFP"
3885,556003,"Supporters of IFP, Supporters of UDF"
3886,550011,"Bokora Karimojong, Jie, Matheniko Karimojong"
3887,550012,"Chekwi, Matheniko Karimojong, Pian Karimojong"
3888,550013,"Jie Karimojong, Matheniko Karimojong"
3889,550014,"Dodoth, Dinka"
3890,550015,"Pokot, Tepeth"
3891,550016,"Bafumbira, Bakiga"
3892,547528,"Owu, Egba (Agatu)"
3893,550106,"Kikuyu, Embu, Boran"
3894,553004,"Goldia, Mursi"
3895,553005,"EDU, pro-government militia"
3896,577001,"Kurram Hizbullah, Mahdi Militia"
3897,570001,"Forces of Zaman, Ahmad"
3898,570002,"Forces of Hasan, Musa Shajik"
3899,570003,"Forces of Amir Lalai, Monsur Achakzai, Ustad Halim"
3900,550017,"Kigezi College, Butobere"
3901,549020,"Butembo Mayi Mayi, Mayi Mayi Ngilima"
3902,549021,"FDLR, FNL-Rwasa, PARC-FAAL"
3903,552007,"DSA, RRA"
3904,552008,"DSA, RSA"
3905,552009,"Duduble subclan of Gorgorte clan (Hawiye), Forces of Muse Sudi Yalahow"
3906,552010,"Eley, Haren"
3907,552011,"Guedi Issa clan, SNM"
3908,562601,"Dinka, Nuer"
3909,1883,Riezeigat
3910,781,Government of Maldives
3911,110,Government of Guyana
3912,553,Government of Malawi
3915,3915,Chadian rebels
3916,3916,Unclear Muslim militants (Egypt)
3917,3917,Islamic Pride Brigades in the Land of the Nile
3919,3919,Military Junta 1995
3920,3920,Ninja Police Faction
3921,3921,Chadian rebels
3922,3922,Unclear Muslim militants (Egypt)
3923,3923,Islamic Pride Brigades in the Land of the Nile
3925,3925,Military Junta 1995
3926,3926,Ninja Police Faction
3927,3927,Chadian rebels
3928,3928,Unclear Muslim militants (Egypt)
3929,3929,Islamic Pride Brigades in the Land of the Nile
3931,3931,Military Junta 1995
3932,3932,Ninja Police Faction
3933,3933,Unclear Muslim militants (Egypt)
3946,3946,CPI-ML-J
3953,2109,FLC
3955,2103,CPI-ML-VM
3963,2105,Tripura Non-Tribal Communities
3967,3967,Kata Katanga
3968,2104,BNLF
3981,2110,NURTW-Auxiliary
3986,551,Government of Zambia
3987,403,Government of Sao Tome and Principe
3988,590,Government of Mauritius
3989,3989,FARS
3990,3990,Ansar al-Sharia
3991,3991,Unclear islamists
3992,3992,Katibat Okba Ibn Nafa
3993,3993,ECOMOG (Sierra Leone)
3994,3994,Supporters of Boziz
3995,3995,Fighting Islamic Group
3996,3996,Islamic Movement of Martyrs
3997,3997,Salvation Front for the Liberation of Libya
3998,3998,al-Toubou
3999,3999,Ombatse
4000,4000,Yan Gora
4001,4001,Unclear Christian group
4002,4002,Supporters of UNF
4003,4003,Supporters of People's Alliance
4004,4004,Muslims (Sri Lanka)
4005,4005,KIM
4006,4006,Sultanate of Sulu
4007,4007,FPRC
4008,4008,Happy-Go-Lucky
4009,4009,Sputnik
4010,4010,Sabal
4011,4011,Buisan
4012,4012,Forces of Buto and Bigkong
4013,4013,Forces of Mukamad Andoy
4015,4015,Erinle community
4016,4016,Offa community
4017,4017,Kolo villagers (CAR)
4018,4018,Sambisa Reserve Park Rangers
4019,4019,Akugbe ventures
4020,4020,Ngelzarma vigilante group
4021,4021,K-Dere (Ogoni)
4022,4022,Atakar
4023,4023,Aguleri-Otu
4024,4024,Ashonwo/Odeke
4025,4025,Olumegbon
4026,4026,ERG
4027,4027,VSO
4028,1396,FARS
4044,4044,Bihari
4120,4120,Agatu
4121,4121,Prakanong Pittayalai School gang
4122,4122,Kaen Thong Uppathum School gang
4123,4123,Angbaaye youths
4124,4124,Aturuku youths
4126,4126,UFRC
4127,4127,Mayi Mayi Mandefu
4128,4128,Nyale
4129,4129,Omo
4130,4130,M23-R
4131,4131,Mayi Mayi (Aigle Rouge)
4132,4132,Simba Moto
4133,4133,MPA (Nyatura)
4135,4135,Farmers in Jigawa
4136,4136,Herders in Jigawa
4137,4137,EUFF
4138,4138,Benishangul
4139,4139,FIDPC
4140,4140,Garamba Park Rangers
4141,4141,Akossa and Pipidemotro villagers
4142,4142,Congolese hunters
4143,4143,ITA
4144,4144,Raia Mutomboki faction
4145,4145,ALPC
4146,4146,"APCLS, FDLR"
4147,4147,"FDLR, Nyatura"
4148,4148,Raia Mutomboki
4149,549023,"Mayi Mayi Kifuafua, Raia Mutomboki"
4150,4150,"FDLR, FPLC, Nyatura"
4151,4151,"Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen), Militiamen loyal to Afgooye District administration"
4152,4152,Opponents of Panchayat Elections (Goalpara)
4153,4153,Supporters of Panchayat Elections (Goalpara)
4154,4154,Mohammad Iqbal Mafia
4155,4155,JN
4156,4156,Popular Nasserite Organisation
4157,4157,Resistance Brigades
4158,4158,Fatah al-Islam
4159,4159,Unclear
4163,2100,PYD
4164,1849,SDM  pro-Aideed faction
4165,1850,SDM  pro-Mahdi faction
4166,565202,"FSA, Jabhat Fateh al-Sham (Nusra)"
4167,2101,Ghuraba al-Sham
4168,565201,"Ghuraba al-Sham, Jabhat Fateh al-Sham (Nusra)"
4169,543204,"Ansar Dine, MUJAO"
4170,547540,"Ikot Akpan (Nkari), Ikot Offiong (Nkari), Ubienkene (Nkari)"
4171,4171,Arab Brabich
4172,4172,Tuareg Indinan
4173,4173,al-Nashar family
4174,4174,Hajar family
4175,4175,Intima party
4176,4176,Unknown (Lebanon)
4177,4177,Supporters of Ahmad al-Assir
4179,4179,Syrian Mujahideen Unit
4180,4180,Ibagwa community
4181,4181,Ihakpu-Awka community
4182,4182,Brigade of the Four Martyrs
4183,4183,Brigades of Aisha
4184,4184,Shiyyah family
4185,4185,Abdullah Azzam Brigades
4186,4186,Unclear islamist militants (Israel/Palestine)
4187,4187,Unclear Kenyan group
4188,4188,unclear gang (Kenya)
4189,4189,unclear gang 2 (Kenya)
4190,4190,Supporters of Cord
4191,4191,Supporters of Amani
4192,4192,Supporters of CORD
4193,4193,Unclear Somali clan A
4194,4194,Unclear Somali clan B
4195,4195,unclear
4196,4196,unclear Kenyan group 1
4197,4197,unclear Kenyan group 2
4198,4198,Janbayn family
4199,4199,Chouman family
4200,4200,Future Movement
4201,4201,anti-Balaka
4202,4202,SPLM/A - DC
4203,4203,Awlad Heiban (Misseriya)
4204,4204,Awlad Serur (Misseriya)
4205,4205,SLM/A - Juba Unity
4207,4207,"Gabra, Burji"
4208,4208,Macacua
4209,4209,Ukra
4210,4210,Lashkar of Kamarkhel tribe
4211,4211,Ogadeni clan
4212,4212,JEM - Bashar
4213,4213,Jageay Nuer
4214,4214,Nam (Dinka)
4215,4215,Lith (DInka)
4216,4216,Supporters of Raja Bhaiyya
4217,4217,SLMJ
4218,4218,LJM-Wafi
4219,4219,Leek (Nuer)
4220,4220,Kok (Dinka)
4221,4221,Paleu (Dinka)
4222,4222,Hindu Jagran Manch
4223,4223,Supporters of Hindu Yuva Vahini
4224,4224,Tarel Onyani Mafia Group
4225,4225,Aslan Usoyan Mafia Group
4226,4226,SPLM/A In Opposition
4227,4227,Residents of Rajawar Village
4228,4228,Residents of Morar Village
4229,4229,Residents of Kudabeda Village
4230,4230,Residents of Mamarbeda Village
4231,4231,African Union
4232,4232,FALRP
4233,4233,ADP
4235,4235,KLRA
4236,4236,Downtown Boys
4237,4237,Shaggy Boys
4238,4238,EFCC Boys
4239,4239,EGPGC
4240,4240,GRAPO
4241,4241,Forces of Ike Ikebordih
4242,4242,Forces of  Jonathan Imawa
4243,4243,Forces of  Jonathan Imawa
4244,4244,Alora
4245,4245,Makoko Boys
4246,4246,Moshalangbe Boys
4247,4247,Forces of Umer Adizai
4248,4248,Akumoni
4249,4249,Ayamabele
4250,4250,Agudama community
4251,4251,Akenfa community
4252,4252,Lashkar of Adezai
4253,4253,Oba Ile community
4254,4254,Oba Oke community
4255,4255,Ekporo community
4256,4256,Ogu community
4257,4257,KUF
4258,4258,White Chesea
4259,4259,Ganna community
4260,4260,Ganmo community
4261,4261,Umuoba Anam community
4262,4262,Adun community
4263,4263,Inyima community
4264,4264,Esit Urua community
4265,4265,Mkpanak community
4266,4266,villagers of Bondaki in Budjala territory
4267,4267,villagers of Ndjeka in Gemena territory
4268,4268,Oruku community
4269,4269,Bambam community
4270,4270,Maitunku community
4271,4271,Ture
4272,4272,Shongom
4273,4273,"Kaltungo , Shongom, Ture"
4274,4274,Waja
4275,4275,Kamtapur Liberation Organisation
4276,4276,Adadama community
4277,4277,Igbo Amabana community
4278,4278,KNF-N
4279,4279,Enwang community
4280,4280,Uko-Nteghe community
4281,4281,Ndiagu Amagu community
4282,4282,Supporters of MWM
4283,4283,Supporters of ASWJ
4284,4284,Mbangur community
4285,4285,Mbawuar community
4286,4286,Forces of Paul Joseph Mukungubila
4287,4287,Ajasor community
4288,4288,Efraya community
4289,4289,Ogume community
4290,4290,Ikpanaya
4291,4291,Ntan Obu-Ukpe
4292,4292,Forces of Iftin Hasan Baasto
4293,4293,Popular self-defense force of Mbuyu
4294,4294,Al-Shabaab - Ahmad Abdi Godane
4295,4295,Al-Shabaab - Shaykh Hasan Dahir Aweys
4296,4296,al-Qaida Organisation in the Sinai Peninsula
4297,4297,Onitsha Ado Vigilance Group
4298,4298,CDA
4299,4299,CDA-vice chairman faction
4300,4300,Ede community
4301,4301,Ido-osun community
4302,4302,Mount Zion youths
4303,4303,White Sand youths
4304,4304,Umusadege Ogbe community
4305,4305,Umuseti Ogbe community
4306,4306,Iva Awinotogbe community
4307,4307,Iva Ibetono community
4308,4308,Iva Obeten community
4309,4309,Va-Egba community
4310,4310,Va-Egbe community
4311,4311,"Iva Awinotogbe community, Iva Ibetono community, Iva Obeten community, Va-Egba community"
4312,4312,"APCLS, Nyatura"
4313,4313,Forces of colonel Bare Hirale
4314,4314,FDDH
4315,4315,Bamate
4316,4316,Batangi
4317,4317,Ramel Thappa Clan
4318,4318,Sankheswar Majhi Family
4319,4319,Ansar Bayt al-Maqdis
4320,4320,Comandos
4321,4321,NSLA
4322,4322,Al-Shabaab - Sheikh Mukhtar Robow (Abu Mansur)
4323,4323,"Al-Shabaab - Shaykh Hasan Dahir Aweys, Al-Shabaab - Sheikh Mukhtar Robow (Abu Mansur)"
4324,4324,UVF
4325,4325,Sangub villagers
4326,4326,INLA
4327,4327,MDM
4328,4328,UFF
4329,4329,TMC-K
4330,4330,TMC-M
4331,4331,CIRA
4332,4332,Mouka villagers
4333,4333,IPLO
4334,4334,LRDG
4335,4335,RHC
4336,4336,LVF
4337,4337,White wolves
4338,4338,White wolves
4339,4339,RHD
4340,4340,UDA
4341,4341,MNRF
4342,4342,Joe Mafia gang
4343,4343,Aime gang
4344,4344,Gang 04
4345,4345,Gang 36
4346,4346,Ah Fatt gang
4347,4347,Tuhan Harun
4348,4348,Opponents of Yingluck Shinawatra
4349,4349,Supporters of President Maduro
4350,4350,Opponents of President Maduro
4351,4351,Supporters of Rashtriya Lok Dal
4352,4352,Supporters of Bodoland People's Progressive Front (BPPF)
4353,4353,Supporters of Aboro Suraksha Samity (ABSS)
4354,4354,Supporters of Janagostiya Sangram Samiti
4355,4355,UALA
4357,4357,Jaysh al-Mukhtar
4358,4358,PMOI
4359,4359,JRTN
4360,4360,DHD-AD
4361,4361,RNLF
4364,4364,Jaish al-Adl
4366,4366,NRHPF
4367,4367,Sumi Hoho
4368,4368,RAAD
4369,4369,Benghazi Revolutionaries Shura Council
4370,4370,Gaddadfa tribe
4371,4371,Awlad Suleiman
4372,4372,Zawiya Martyrs' Brigade
4373,4373,Shidle clan
4374,4374,Forces of Ould Badi
4375,4375,MIA
4376,4376,al-Murabitun
4377,4377,Forces of Abdullahi Wafow
4378,4378,UMLA
4379,4379,forces of Mr. Mohamed Yusuf Jama (Indhosheel)
4380,4380,MAA
4381,4381,"CMA, MIA"
4382,4382,Malians
4383,4383,Baluba
4384,4384,herders in Maxaas District
4385,4385,"Ansar Dine, AQIM, Signed-in-Blood Battalion"
4386,4386,"Ansar Dine, AQIM, MUJAO, Signed-in-Blood Battalion"
4387,4387,Wahabbis (Caucasus)
4388,4388,Islamic Traditionalists (Caucasus)
4389,4389,residents of Goobaale locality
4390,4390,MIT
4391,4391,Buddhists (Indonesia)
4392,4392,Muslims (Indonesia)
4393,4393,FPI
4394,4394,Golden Dawn
4395,4395,UDLA-ZB
4396,4396,NNC-NA
4397,4397,ATF
4398,4398,JKP
4399,4399,Jund al-Islam
4400,4400,SGIMA
4401,4401,Front for the Restoration of Unity and Democracy in the Central African Republic
4402,4402,Revolutionary Workers' Council (Kakurokyo)
4403,4403,Comanchero
4404,4404,Chechens in Kazakhstan
4405,4405,Kazakhs in Kazakhstan
4406,4406,Ambrym Islanders
4407,4407,Tannese Islanders
4408,4408,Forces of Asif Khan
4409,4409,Forces of Maulana Hanfi
4410,4410,GLF
4411,4411,MEF
4412,4412,Government of Turkmenistan
4413,4413,Government of Fiji
4414,4414,Forces of George Speight
4415,4415,Ansar Sunnah
4416,4416,Amigos dos Amigos
4417,4417,"Supporters of BNP, Supporters of Jamaat-e-Islami"
4418,4418,Supporters of Hefajat-e-Islam
4419,4419,Forces of Gatluak Gai
4420,4420,Forces of David Yauyau
4421,4421,Forces of Ulony Johnsson
4422,4422,Forces of Gordon Kong
4423,4423,MST
4424,4424,Land-owners
4425,4425,Jorge Luiz gang
4426,4426,Parazao gang
4427,4427,Dote gang
4428,4428,Murilo gang
4429,4429,Ansarullah Bangla Team
4430,4430,Comando Vermelho Jovem
4431,4431,Barriga gang
4432,4432,Sujeirinha gang
4433,4433,Myanmar Communist Party
4434,4434,Mahaz-e Feda'ee-ye Tahreek-e Eslami Afghanistan
4435,4435,Forces of Jan Mohammad
4436,4436,Panjwayi residents
4437,4437,Forces of Abdol Hadi
4438,4438,Forces of Mullah Esmatollah
4439,4439,Rabat residents
4440,4440,Forces of Besmellah
4441,4441,Forces of Ghawsodin
4442,4442,Forces of Mir Gol
4443,4443,Forces of Nabi
4444,4444,Forces of Habibollah
4445,4445,Forces of Mohammad Shah
4446,4446,Garimpeiros
4447,4447,Tumucumaque Indians
4448,4448,Cinta Larga Indians
4450,4450,Defenders of National Sovereignty
4451,4451,Venkatapuram Local Guerrilla Squad
4452,4452,Forces of Marcel Tsourou
4453,4453,Los Aliados
4454,4454,Supporters of PAN
4455,4455,Supporters of PRI
4456,4456,Syrian insurgents
4457,4457,Al-Seraji tribe
4458,4458,Da'an tribe
4459,4459,Ansar al-Sunna
4460,4460,Kabwum settlers
4461,4461,Gang of Patrick Sira
4462,4462,Terceiro Comando Puro
4463,553080,"Burji, Gabra"
4464,4464,La Union de Insurgentes
4465,4465,La Union de Tepito
4466,4466,Guayo Cano gang
4467,4467,Akibu
4468,4468,Tonakau
4469,4469,Kolo Ipiwin
4470,4470,Kolo Jigenia
4471,4471,Under Luni
4472,4472,Meki
4473,4473,"Kolo Ipiwin, Kolo Jigenia, Meki, Under Luni"
4474,4474,Kolo Kongu
4475,4475,Autodefensas Unidas de Michoacn
4476,4476,Tancitaro self-defense group
4477,4477,Al-Saida
4478,4478,Al-Maraziq
4479,4479,Supporters of CPN-UML
4480,4480,Supporters of CPN-M
4481,4481,Supporters of NC
4482,4482,Supporters of MRJP
4483,4483,Jund al-Sham Organization
4484,4484,Peninsula Lions
4485,4485,The Brigade of martyr Fawaz al-Oteibi
4486,4486,Gulf Cartel - Ramirez Trevio faction
