obs_id,conflict_id,year,episode,ep_id,ep_end,intensity_level,cumulative_intensity,isInternational
341-2002,341,2002,3,341-3,0,Minor,War,0
341-2003,341,2003,3,341-3,1,War,War,0
342-1978,342,1978,1,342-1,0,Minor,Minor,0
342-1979,342,1979,1,342-1,0,Minor,Minor,0
342-1980,342,1980,1,342-1,0,Minor,Minor,0
342-1981,342,1981,1,342-1,0,Minor,Minor,0
342-1982,342,1982,1,342-1,1,Minor,Minor,0
342-1985,342,1985,2,342-2,0,Minor,Minor,0
342-1986,342,1986,2,342-2,0,Minor,Minor,0
342-1987,342,1987,2,342-2,1,Minor,Minor,0
342-1991,342,1991,3,342-3,1,Minor,Minor,0
343-1980,343,1980,1,343-1,1,Minor,Minor,0
344-1981,344,1981,1,344-1,1,Minor,Minor,1
345-1981,345,1981,1,345-1,0,Minor,Minor,0
345-1982,345,1982,1,345-1,0,Minor,Minor,0
345-1983,345,1983,1,345-1,1,Minor,Minor,0
345-1985,345,1985,2,345-2,0,Minor,Minor,0
345-1986,345,1986,2,345-2,0,Minor,Minor,0
345-1987,345,1987,2,345-2,0,Minor,Minor,0
345-1988,345,1988,2,345-2,1,Minor,Minor,0
346-1982,346,1982,1,346-1,1,Minor,Minor,
347-1982,347,1982,1,347-1,0,Minor,Minor,0
347-1983,347,1983,1,347-1,0,Minor,Minor,0
347-1984,347,1984,1,347-1,0,Minor,Minor,0
347-1985,347,1985,1,347-1,0,Minor,Minor,0
347-1986,347,1986,1,347-1,0,Minor,Minor,0
347-1987,347,1987,1,347-1,0,Minor,Minor,0
347-1988,347,1988,1,347-1,1,Minor,Minor,0
347-1993,347,1993,2,347-2,0,Minor,Minor,0
347-1994,347,1994,2,347-2,0,Minor,Minor,0
347-1995,347,1995,2,347-2,0,Minor,Minor,0
347-1996,347,1996,2,347-2,1,Minor,Minor,0
347-1998,347,1998,3,347-3,0,Minor,Minor,0
347-1999,347,1999,3,347-3,0,Minor,Minor,0
347-2000,347,2000,3,347-3,1,Minor,Minor,0
347-2003,347,2003,4,347-4,0,Minor,Minor,0
347-2004,347,2004,4,347-4,0,Minor,Minor,0
347-2005,347,2005,4,347-4,0,Minor,Minor,0
347-2006,347,2006,4,347-4,0,Minor,Minor,0
347-2007,347,2007,4,347-4,0,Minor,Minor,0
347-2008,347,2008,4,347-4,0,Minor,Minor,0
347-2009,347,2009,4,347-4,1,Minor,War,0
348-1982,348,1982,1,348-1,1,Minor,Minor,0
349-1983,349,1983,1,349-1,1,Minor,Minor,
350-1983,350,1983,1,350-1,1,Minor,Minor,
351-1983,351,1983,1,351-1,0,Minor,Minor,0
351-1984,351,1984,1,351-1,0,Minor,Minor,0
351-1985,351,1985,1,351-1,0,Minor,Minor,0
351-1986,351,1986,1,351-1,0,Minor,Minor,0
351-1987,351,1987,1,351-1,0,Minor,War,0
351-1988,351,1988,1,351-1,0,War,War,0
351-1989,351,1989,1,351-1,0,Minor,War,0
351-1990,351,1990,1,351-1,0,War,War,0
351-1991,351,1991,1,351-1,0,War,War,0
351-1992,351,1992,1,351-1,0,War,War,0
351-1993,351,1993,1,351-1,1,Minor,War,0
352-1984,352,1984,1,352-1,0,Minor,Minor,0
352-1985,352,1985,1,352-1,0,Minor,Minor,0
352-1986,352,1986,1,352-1,0,Minor,War,0
352-1987,352,1987,1,352-1,0,War,War,0
352-1988,352,1988,1,352-1,0,Minor,War,0
352-1989,352,1989,1,352-1,0,Minor,War,0
352-1990,352,1990,1,352-1,0,War,War,0
352-1991,352,1991,1,352-1,0,War,War,0
352-1992,352,1992,1,352-1,0,War,War,0
352-1993,352,1993,1,352-1,0,War,War,0
352-1994,352,1994,1,352-1,0,Minor,War,0
352-1995,352,1995,1,352-1,0,War,War,0
352-1996,352,1996,1,352-1,0,War,War,0
352-1997,352,1997,1,352-1,0,War,War,0
352-1998,352,1998,1,352-1,0,War,War,0
352-1999,352,1999,1,352-1,0,War,War,0
352-2000,352,2000,1,352-1,0,War,War,0
352-2001,352,2001,1,352-1,1,War,War,0
352-2003,352,2003,2,352-2,1,Minor,War,0
352-2005,352,2005,3,352-3,0,Minor,War,0
352-2006,352,2006,3,352-3,0,War,War,0
352-2007,352,2007,3,352-3,0,War,War,0
352-2008,352,2008,3,352-3,0,War,War,0
352-2009,352,2009,3,352-3,1,War,War,0
353-1960,353,1960,1,353-1,0,War,War,1
353-1961,353,1961,1,353-1,1,Minor,War,0
353-1984,353,1984,2,353-2,1,Minor,War,0
353-2015,353,2015,3,353-3,0,Minor,War,1
353-2016,353,2016,3,353-3,0,Minor,War,0
353-2017,353,2017,3,353-3,1,Minor,War,0
354-1984,354,1984,1,354-1,0,Minor,Minor,0
354-1985,354,1985,1,354-1,0,Minor,Minor,0
354-1986,354,1986,1,354-1,0,Minor,Minor,0
354-1987,354,1987,1,354-1,0,Minor,War,0
354-1988,354,1988,1,354-1,0,Minor,War,0
354-1989,354,1989,1,354-1,0,Minor,War,0
354-1990,354,1990,1,354-1,0,Minor,War,0
354-1991,354,1991,1,354-1,0,Minor,War,0
354-1992,354,1992,1,354-1,0,War,War,0
354-1993,354,1993,1,354-1,0,War,War,0
354-1994,354,1994,1,354-1,0,War,War,0
354-1995,354,1995,1,354-1,0,War,War,0
354-1996,354,1996,1,354-1,0,War,War,0
354-1997,354,1997,1,354-1,0,War,War,0
354-1998,354,1998,1,354-1,0,War,War,0
354-1999,354,1999,1,354-1,0,War,War,0
354-2000,354,2000,1,354-1,0,Minor,War,0
354-2001,354,2001,1,354-1,0,Minor,War,0
354-2002,354,2002,1,354-1,0,Minor,War,0
354-2003,354,2003,1,354-1,0,Minor,War,0
354-2004,354,2004,1,354-1,0,Minor,War,0
354-2005,354,2005,1,354-1,0,Minor,War,0
354-2006,354,2006,1,354-1,0,Minor,War,0
354-2007,354,2007,1,354-1,0,Minor,War,0
354-2008,354,2008,1,354-1,0,Minor,War,0
354-2009,354,2009,1,354-1,0,Minor,War,0
354-2010,354,2010,1,354-1,0,Minor,War,0
354-2011,354,2011,1,354-1,0,Minor,War,0
354-2012,354,2012,1,354-1,0,Minor,War,0
354-2013,354,2013,1,354-1,1,Minor,War,0
354-2015,354,2015,2,354-2,0,Minor,War,0
354-2016,354,2016,2,354-2,0,War,War,0
354-2017,354,2017,2,354-2,0,Minor,War,0
354-2018,354,2018,2,354-2,0,Minor,War,0
355-1985,355,1985,1,355-1,1,Minor,Minor,
356-1986,356,1986,1,356-1,0,Minor,Minor,
356-1987,356,1987,1,356-1,0,Minor,Minor,
356-1988,356,1988,1,356-1,1,Minor,Minor,
357-1987,357,1987,1,357-1,1,Minor,Minor,0
358-1986,358,1986,1,358-1,1,Minor,Minor,0
359-1986,359,1986,1,359-1,1,War,War,0
360-1987,360,1987,1,360-1,1,Minor,Minor,0
360-2018,360,2018,2,360-2,0,Minor,Minor,1
361-1987,361,1987,1,361-1,1,War,War,
362-1989,362,1989,1,362-1,1,Minor,Minor,0
363-1975,363,1975,1,363-1,0,Minor,Minor,0
363-1976,363,1976,1,363-1,1,Minor,Minor,0
363-1996,363,1996,2,363-2,1,Minor,Minor,0
364-1990,364,1990,1,364-1,0,Minor,Minor,0
364-1991,364,1991,1,364-1,0,Minor,Minor,0
364-1992,364,1992,1,364-1,0,Minor,War,0
364-1993,364,1993,1,364-1,0,Minor,War,0
364-1994,364,1994,1,364-1,0,Minor,War,0
364-1995,364,1995,1,364-1,0,Minor,War,0
364-1996,364,1996,1,364-1,0,Minor,War,0
364-1997,364,1997,1,364-1,0,Minor,War,0
364-1998,364,1998,1,364-1,0,Minor,War,0
364-1999,364,1999,1,364-1,0,Minor,War,0
364-2000,364,2000,1,364-1,0,War,War,0
364-2001,364,2001,1,364-1,0,Minor,War,0
364-2002,364,2002,1,364-1,0,War,War,0
364-2003,364,2003,1,364-1,0,War,War,0
364-2004,364,2004,1,364-1,0,War,War,0
364-2005,364,2005,1,364-1,0,War,War,0
364-2006,364,2006,1,364-1,0,Minor,War,0
364-2007,364,2007,1,364-1,0,Minor,War,0
364-2008,364,2008,1,364-1,0,Minor,War,0
364-2009,364,2009,1,364-1,0,Minor,War,0
364-2010,364,2010,1,364-1,0,Minor,War,0
364-2011,364,2011,1,364-1,0,Minor,War,0
364-2012,364,2012,1,364-1,0,Minor,War,0
364-2013,364,2013,1,364-1,0,Minor,War,0
364-2014,364,2014,1,364-1,0,Minor,War,0
364-2015,364,2015,1,364-1,0,Minor,War,0
364-2016,364,2016,1,364-1,0,Minor,War,0
364-2017,364,2017,1,364-1,0,Minor,War,0
364-2018,364,2018,1,364-1,0,Minor,War,0
365-1990,365,1990,1,365-1,1,Minor,Minor,0
365-1994,365,1994,2,365-2,0,Minor,Minor,0
365-1995,365,1995,2,365-2,0,Minor,Minor,0
365-1996,365,1996,2,365-2,0,Minor,Minor,0
365-1997,365,1997,2,365-2,0,Minor,Minor,0
365-1998,365,1998,2,365-2,0,Minor,Minor,0
365-1999,365,1999,2,365-2,0,Minor,Minor,0
365-2000,365,2000,2,365-2,0,Minor,Minor,0
365-2001,365,2001,2,365-2,0,Minor,Minor,0
365-2002,365,2002,2,365-2,0,Minor,Minor,0
365-2003,365,2003,2,365-2,0,Minor,Minor,0
365-2004,365,2004,2,365-2,0,Minor,Minor,0
365-2005,365,2005,2,365-2,0,Minor,Minor,0
365-2006,365,2006,2,365-2,0,Minor,Minor,0
365-2007,365,2007,2,365-2,0,Minor,Minor,0
365-2008,365,2008,2,365-2,0,Minor,War,0
365-2009,365,2009,2,365-2,0,Minor,War,0
365-2010,365,2010,2,365-2,1,Minor,War,0
366-1990,366,1990,1,366-1,0,Minor,Minor,0
366-1991,366,1991,1,366-1,1,Minor,Minor,0
366-1999,366,1999,2,366-2,0,Minor,Minor,0
366-2000,366,2000,2,366-2,0,Minor,Minor,0
366-2001,366,2001,2,366-2,0,Minor,Minor,0
366-2002,366,2002,2,366-2,0,Minor,War,0
366-2003,366,2003,2,366-2,0,Minor,War,0
366-2004,366,2004,2,366-2,0,Minor,War,0
366-2005,366,2005,2,366-2,1,Minor,War,0
367-1989,367,1989,1,367-1,1,Minor,Minor,0
368-1989,368,1989,1,368-1,1,Minor,Minor,
369-1990,369,1990,1,369-1,1,Minor,Minor,0
369-1992,369,1992,2,369-2,0,Minor,Minor,0
369-1993,369,1993,2,369-2,0,Minor,Minor,0
369-1994,369,1994,2,369-2,0,Minor,Minor,0
369-1995,369,1995,2,369-2,0,Minor,Minor,0
369-1996,369,1996,2,369-2,1,Minor,Minor,0
370-1989,370,1989,1,370-1,1,Minor,Minor,0
371-1990,371,1990,1,371-1,0,War,War,
371-1991,371,1991,1,371-1,1,War,War,
372-1990,372,1990,1,372-1,1,Minor,Minor,0
372-1994,372,1994,2,372-2,1,Minor,Minor,0
372-2007,372,2007,3,372-3,0,Minor,Minor,0
372-2008,372,2008,3,372-3,0,Minor,Minor,0
372-2009,372,2009,3,372-3,1,Minor,Minor,0
372-2012,372,2012,4,372-4,1,Minor,Minor,0
372-2014,372,2014,5,372-5,0,Minor,Minor,0
372-2015,372,2015,5,372-5,1,Minor,Minor,1
373-1994,373,1994,1,373-1,1,Minor,Minor,0
374-1990,374,1990,1,374-1,0,War,War,1
374-1991,374,1991,1,374-1,0,Minor,War,0
374-1992,374,1992,1,374-1,0,Minor,War,0
374-1993,374,1993,1,374-1,0,Minor,War,0
374-1994,374,1994,1,374-1,1,War,War,0
374-1996,374,1996,2,374-2,0,Minor,War,0
374-1997,374,1997,2,374-2,0,Minor,War,0
374-1998,374,1998,2,374-2,0,War,War,0
374-1999,374,1999,2,374-2,0,Minor,War,0
374-2000,374,2000,2,374-2,0,Minor,War,0
374-2001,374,2001,2,374-2,0,War,War,0
374-2002,374,2002,2,374-2,1,Minor,War,0
374-2009,374,2009,3,374-3,0,War,War,1
374-2010,374,2010,3,374-3,0,Minor,War,1
374-2011,374,2011,3,374-3,0,Minor,War,1
374-2012,374,2012,3,374-3,1,Minor,War,1
374-2016,374,2016,4,374-4,1,Minor,War,1
374-2018,374,2018,5,374-5,0,Minor,War,1
375-1990,375,1990,1,375-1,1,Minor,Minor,0
375-1992,375,1992,2,375-2,0,Minor,Minor,0
375-1993,375,1993,2,375-2,1,Minor,Minor,0
375-1995,375,1995,3,375-3,1,Minor,Minor,0
375-1997,375,1997,4,375-4,0,Minor,Minor,0
375-1998,375,1998,4,375-4,1,Minor,War,0
375-2000,375,2000,5,375-5,0,Minor,War,0
375-2001,375,2001,5,375-5,1,Minor,War,0
375-2003,375,2003,6,375-6,1,Minor,War,0
375-2011,375,2011,7,375-7,1,Minor,War,0
376-1990,376,1990,1,376-1,0,Minor,Minor,0
376-1991,376,1991,1,376-1,1,Minor,Minor,0
377-1990,377,1990,1,377-1,1,Minor,Minor,0
378-1990,378,1990,1,378-1,1,Minor,Minor,0
379-1991,379,1991,1,379-1,0,Minor,Minor,0
379-1992,379,1992,1,379-1,0,Minor,Minor,0
379-1993,379,1993,1,379-1,0,Minor,Minor,0
379-1994,379,1994,1,379-1,1,Minor,Minor,0
379-1999,379,1999,2,379-2,1,Minor,Minor,0
380-1991,380,1991,1,380-1,0,Minor,Minor,0
380-1992,380,1992,1,380-1,0,Minor,Minor,0
380-1993,380,1993,1,380-1,1,Minor,Minor,0
381-1989,381,1989,1,381-1,1,Minor,Minor,0
381-1991,381,1991,2,381-2,1,Minor,Minor,0
381-2004,381,2004,3,381-3,1,Minor,Minor,0
382-1991,382,1991,1,382-1,0,Minor,Minor,1
382-1992,382,1992,1,382-1,0,Minor,Minor,1
382-1993,382,1993,1,382-1,0,Minor,War,1
382-1994,382,1994,1,382-1,0,Minor,War,1
382-1995,382,1995,1,382-1,0,War,War,1
382-1996,382,1996,1,382-1,0,Minor,War,1
382-1997,382,1997,1,382-1,0,Minor,War,1
382-1998,382,1998,1,382-1,0,War,War,1
382-1999,382,1999,1,382-1,0,War,War,1
382-2000,382,2000,1,382-1,0,Minor,War,1
382-2001,382,2001,1,382-1,1,Minor,War,0
383-1991,383,1991,1,383-1,0,Minor,Minor,0
383-1992,383,1992,1,383-1,1,Minor,Minor,0
383-1995,383,1995,2,383-2,1,Minor,Minor,0
383-2005,383,2005,3,383-3,1,Minor,Minor,0
383-2016,383,2016,4,383-4,1,Minor,Minor,0
384-1991,384,1991,1,384-1,1,Minor,Minor,0
385-1991,385,1991,1,385-1,0,War,War,0
385-1992,385,1992,1,385-1,1,Minor,War,0
386-1991,386,1991,1,386-1,0,Minor,Minor,0
386-1992,386,1992,1,386-1,0,Minor,Minor,0
386-1993,386,1993,1,386-1,0,Minor,War,0
386-1994,386,1994,1,386-1,0,War,War,0
386-1995,386,1995,1,386-1,0,War,War,0
386-1996,386,1996,1,386-1,0,War,War,0
386-1997,386,1997,1,386-1,0,War,War,0
386-1998,386,1998,1,386-1,0,War,War,0
386-1999,386,1999,1,386-1,0,War,War,0
386-2000,386,2000,1,386-1,0,Minor,War,0
386-2001,386,2001,1,386-1,0,Minor,War,0
386-2002,386,2002,1,386-1,0,Minor,War,0
386-2003,386,2003,1,386-1,0,Minor,War,0
386-2004,386,2004,1,386-1,0,Minor,War,1
386-2005,386,2005,1,386-1,0,Minor,War,0
386-2006,386,2006,1,386-1,0,Minor,War,0
386-2007,386,2007,1,386-1,0,Minor,War,0
386-2008,386,2008,1,386-1,0,Minor,War,0
386-2009,386,2009,1,386-1,0,Minor,War,0
386-2010,386,2010,1,386-1,0,Minor,War,0
386-2011,386,2011,1,386-1,0,Minor,War,0
386-2012,386,2012,1,386-1,0,Minor,War,0
386-2013,386,2013,1,386-1,0,Minor,War,0
386-2014,386,2014,1,386-1,0,Minor,War,0
386-2015,386,2015,1,386-1,0,Minor,War,0
386-2016,386,2016,1,386-1,0,Minor,War,0
386-2017,386,2017,1,386-1,0,Minor,War,0
386-2018,386,2018,1,386-1,0,Minor,War,0
387-1991,387,1991,1,387-1,1,Minor,Minor,0
387-1994,387,1994,2,387-2,1,Minor,Minor,0
387-1996,387,1996,3,387-3,0,Minor,Minor,0
387-1997,387,1997,3,387-3,0,Minor,Minor,0
387-1998,387,1998,3,387-3,1,Minor,Minor,0
387-2002,387,2002,4,387-4,1,Minor,Minor,0
387-2004,387,2004,5,387-5,1,Minor,Minor,0
387-2007,387,2007,6,387-6,1,Minor,Minor,0
387-2009,387,2009,7,387-7,1,Minor,Minor,0
387-2017,387,2017,8,387-8,1,Minor,Minor,0
388-1991,388,1991,1,388-1,0,Minor,Minor,1
388-1992,388,1992,1,388-1,0,War,War,1
388-1993,388,1993,1,388-1,0,War,War,1
388-1994,388,1994,1,388-1,1,War,War,0
388-1997,388,1997,2,388-2,0,Minor,War,1
388-1998,388,1998,2,388-2,1,Minor,War,1
388-2005,388,2005,3,388-3,1,Minor,War,1
388-2008,388,2008,4,388-4,1,Minor,War,1
388-2012,388,2012,5,388-5,1,Minor,War,1
388-2014,388,2014,6,388-6,0,Minor,War,1
388-2015,388,2015,6,388-6,0,Minor,War,1
388-2016,388,2016,6,388-6,0,Minor,War,1
388-2017,388,2017,6,388-6,1,Minor,War,1
389-1992,389,1992,1,389-1,0,War,War,1
389-1993,389,1993,1,389-1,0,War,War,1
389-1994,389,1994,1,389-1,0,War,War,0
389-1995,389,1995,1,389-1,1,War,War,0
390-1993,390,1993,1,390-1,1,Minor,Minor,1
390-1992,390,1992,1,390-1,0,Minor,Minor,1
390-1995,390,1995,2,390-2,1,Minor,War,0
391-1993,391,1993,1,391-1,0,Minor,Minor,0
391-1994,391,1994,1,391-1,0,Minor,Minor,0
391-1995,391,1995,1,391-1,0,Minor,Minor,0
391-1996,391,1996,1,391-1,0,Minor,Minor,0
391-1997,391,1997,1,391-1,0,Minor,Minor,0
391-1998,391,1998,1,391-1,1,Minor,Minor,0
391-2014,391,2014,2,391-2,1,Minor,Minor,0
391-2017,391,2017,3,391-3,0,Minor,War,0
391-2018,391,2018,3,391-3,0,Minor,War,0
392-1992,392,1992,1,392-1,0,Minor,Minor,0
392-1993,392,1993,1,392-1,1,War,War,0
393-1992,393,1992,1,393-1,1,Minor,Minor,0
393-2004,393,2004,2,393-2,1,Minor,Minor,0
393-2008,393,2008,3,393-3,1,Minor,Minor,1
394-1992,394,1992,1,394-1,1,Minor,Minor,0
395-1992,395,1992,1,395-1,0,War,War,0
395-1993,395,1993,1,395-1,0,War,War,1
395-1994,395,1994,1,395-1,0,Minor,War,1
395-1995,395,1995,1,395-1,0,Minor,War,1
395-1996,395,1996,1,395-1,0,War,War,1
395-1997,395,1997,1,395-1,0,Minor,War,0
395-1998,395,1998,1,395-1,1,Minor,War,0
395-2000,395,2000,2,395-2,1,Minor,War,0
395-2010,395,2010,3,395-3,0,Minor,War,0
395-2011,395,2011,3,395-3,1,Minor,War,0
396-1993,396,1993,1,396-1,1,Minor,Minor,0
396-1995,396,1995,2,396-2,1,Minor,Minor,0
397-1993,397,1993,1,397-1,0,Minor,Minor,0
397-1994,397,1994,1,397-1,0,Minor,Minor,0
397-1995,397,1995,1,397-1,1,Minor,Minor,0
398-1993,398,1993,1,398-1,0,War,War,1
398-1994,398,1994,1,398-1,1,Minor,War,0
399-1993,399,1993,1,399-1,1,Minor,Minor,0
400-1994,400,1994,1,400-1,1,Minor,Minor,0
400-1996,400,1996,2,400-2,1,Minor,Minor,0
401-1994,401,1994,1,401-1,0,Minor,Minor,0
401-1995,401,1995,1,401-1,0,War,War,0
401-1996,401,1996,1,401-1,1,War,War,0
401-1999,401,1999,2,401-2,0,War,War,0
401-2000,401,2000,2,401-2,0,War,War,0
401-2001,401,2001,2,401-2,0,Minor,War,0
401-2002,401,2002,2,401-2,0,War,War,0
401-2003,401,2003,2,401-2,0,Minor,War,0
401-2004,401,2004,2,401-2,0,War,War,0
401-2005,401,2005,2,401-2,0,Minor,War,0
401-2006,401,2006,2,401-2,0,Minor,War,0
401-2007,401,2007,2,401-2,1,Minor,War,0
402-1994,402,1994,1,402-1,1,War,War,0
403-1995,403,1995,1,403-1,1,Minor,Minor,
404-1990,404,1990,1,404-1,1,Minor,Minor,0
404-1994,404,1994,2,404-2,0,Minor,Minor,0
404-1995,404,1995,2,404-2,0,Minor,Minor,0
404-1996,404,1996,2,404-2,1,Minor,Minor,0
404-2007,404,2007,3,404-3,0,Minor,Minor,0
404-2008,404,2008,3,404-3,0,War,War,0
404-2009,404,2009,3,404-3,0,War,War,0
404-2010,404,2010,3,404-3,0,War,War,0
404-2011,404,2011,3,404-3,0,War,War,0
404-2012,404,2012,3,404-3,0,War,War,0
404-2013,404,2013,3,404-3,0,War,War,0
404-2014,404,2014,3,404-3,0,War,War,0
404-2015,404,2015,3,404-3,0,War,War,1
404-2016,404,2016,3,404-3,0,Minor,War,1
404-2017,404,2017,3,404-3,0,Minor,War,1
404-2018,404,2018,3,404-3,0,Minor,War,1
405-1996,405,1996,1,405-1,1,Minor,Minor,
406-1995,406,1995,1,406-1,1,Minor,Minor,0
407-1997,407,1997,1,407-1,1,Minor,Minor,0
408-1993,408,1993,1,408-1,1,Minor,Minor,0
408-1997,408,1997,2,408-2,0,War,War,1
408-1998,408,1998,2,408-2,0,War,War,1
408-1999,408,1999,2,408-2,1,Minor,War,1
408-2002,408,2002,3,408-3,1,Minor,War,1
408-2016,408,2016,4,408-4,1,Minor,War,0
409-1998,409,1998,1,409-1,0,War,War,
409-1999,409,1999,1,409-1,0,War,War,
409-2000,409,2000,1,409-1,1,War,War,
409-2016,409,2016,2,409-2,1,Minor,War,
410-1998,410,1998,1,410-1,0,Minor,Minor,1
410-1999,410,1999,1,410-1,1,Minor,Minor,1
411-1998,411,1998,1,411-1,1,Minor,Minor,1
412-1998,412,1998,1,412-1,0,War,War,0
412-1999,412,1999,1,412-1,1,War,War,1
413-1977,413,1977,1,413-1,0,Minor,Minor,0
413-1978,413,1978,1,413-1,1,Minor,Minor,0
413-1980,413,1980,2,413-2,0,Minor,Minor,1
413-1981,413,1981,2,413-2,1,War,War,0
413-1983,413,1983,3,413-3,0,Minor,War,0
413-1984,413,1984,3,413-3,0,Minor,War,0
413-1985,413,1985,3,413-3,0,Minor,War,0
413-1986,413,1986,3,413-3,0,Minor,War,0
413-1987,413,1987,3,413-3,0,Minor,War,0
413-1988,413,1988,3,413-3,0,Minor,War,0
413-1989,413,1989,3,413-3,0,Minor,War,0
413-1990,413,1990,3,413-3,0,Minor,War,0
413-1991,413,1991,3,413-3,0,Minor,War,0
413-1992,413,1992,3,413-3,1,Minor,War,0
413-1994,413,1994,4,413-4,0,Minor,War,0
413-1995,413,1995,4,413-4,1,Minor,War,0
413-1998,413,1998,5,413-5,0,Minor,War,0
413-1999,413,1999,5,413-5,0,Minor,War,0
413-2000,413,2000,5,413-5,0,Minor,War,0
413-2001,413,2001,5,413-5,0,Minor,War,0
413-2002,413,2002,5,413-5,0,Minor,War,0
413-2003,413,2003,5,413-5,0,Minor,War,0
413-2004,413,2004,5,413-5,0,Minor,War,0
413-2005,413,2005,5,413-5,0,Minor,War,0
413-2006,413,2006,5,413-5,0,Minor,War,0
413-2007,413,2007,5,413-5,0,Minor,War,0
413-2008,413,2008,5,413-5,0,Minor,War,0
413-2009,413,2009,5,413-5,0,Minor,War,0
413-2010,413,2010,5,413-5,0,Minor,War,0
413-2011,413,2011,5,413-5,0,Minor,War,0
413-2012,413,2012,5,413-5,0,Minor,War,0
413-2013,413,2013,5,413-5,1,Minor,War,0
413-2015,413,2015,6,413-6,0,Minor,War,0
413-2016,413,2016,6,413-6,1,Minor,War,0
414-1999,414,1999,1,414-1,1,Minor,Minor,0
415-1999,415,1999,1,415-1,0,Minor,Minor,0
415-2000,415,2000,1,415-1,1,Minor,Minor,1
415-2004,415,2004,2,415-2,1,Minor,Minor,0
416-2001,416,2001,1,416-1,0,Minor,Minor,1
416-2002,416,2002,1,416-1,1,Minor,Minor,0
416-2006,416,2006,2,416-2,1,Minor,Minor,1
416-2009,416,2009,3,416-3,0,Minor,Minor,0
416-2010,416,2010,3,416-3,0,Minor,Minor,0
416-2011,416,2011,3,416-3,0,Minor,Minor,0
416-2012,416,2012,3,416-3,0,Minor,Minor,0
416-2013,416,2013,3,416-3,1,Minor,Minor,0
416-2018,416,2018,4,416-4,0,Minor,War,0
417-2001,417,2001,1,417-1,1,Minor,Minor,0
418-2001,418,2001,1,418-1,0,War,War,1
418-2002,418,2002,1,418-1,0,Minor,War,1
418-2003,418,2003,1,418-1,0,Minor,War,1
418-2004,418,2004,1,418-1,0,Minor,War,1
418-2005,418,2005,1,418-1,0,Minor,War,1
418-2006,418,2006,1,418-1,0,Minor,War,1
418-2007,418,2007,1,418-1,0,Minor,War,1
418-2008,418,2008,1,418-1,0,Minor,War,1
418-2009,418,2009,1,418-1,0,Minor,War,1
418-2010,418,2010,1,418-1,0,Minor,War,1
418-2011,418,2011,1,418-1,0,Minor,War,1
418-2012,418,2012,1,418-1,0,Minor,War,1
418-2013,418,2013,1,418-1,0,Minor,War,1
418-2014,418,2014,1,418-1,0,Minor,War,1
418-2015,418,2015,1,418-1,0,Minor,War,1
418-2016,418,2016,1,418-1,0,Minor,War,1
418-2017,418,2017,1,418-1,1,Minor,War,1
419-2002,419,2002,1,419-1,0,Minor,Minor,0
419-2003,419,2003,1,419-1,0,Minor,Minor,0
419-2004,419,2004,1,419-1,1,Minor,Minor,0
419-2011,419,2011,2,419-2,1,Minor,Minor,0
421-1989,421,1989,1,421-1,0,Minor,Minor,0
421-1990,421,1990,1,421-1,1,Minor,Minor,0
421-1994,421,1994,2,421-2,1,Minor,Minor,0
420-2003,420,2003,1,420-1,1,War,War,
421-1996,421,1996,3,421-3,0,Minor,Minor,0
421-1997,421,1997,3,421-3,0,Minor,Minor,0
421-1998,421,1998,3,421-3,0,Minor,Minor,0
421-1999,421,1999,3,421-3,1,Minor,Minor,0
421-2001,421,2001,4,421-4,0,Minor,Minor,0
421-2002,421,2002,4,421-4,0,Minor,Minor,0
421-2003,421,2003,4,421-4,0,Minor,Minor,0
421-2004,421,2004,4,421-4,1,Minor,Minor,0
421-2009,421,2009,5,421-5,0,Minor,Minor,0
421-2010,421,2010,5,421-5,1,Minor,Minor,0
421-2013,421,2013,6,421-6,0,Minor,Minor,0
421-2014,421,2014,6,421-6,1,Minor,Minor,0
422-1997,422,1997,1,422-1,1,Minor,Minor,0
423-2003,423,2003,1,423-1,0,Minor,Minor,0
423-2004,423,2004,1,423-1,0,Minor,Minor,0
423-2005,423,2005,1,423-1,0,Minor,Minor,0
423-2006,423,2006,1,423-1,0,Minor,Minor,0
423-2007,423,2007,1,423-1,0,Minor,Minor,0
423-2008,423,2008,1,423-1,0,Minor,Minor,0
423-2009,423,2009,1,423-1,0,Minor,War,0
423-2010,423,2010,1,423-1,0,Minor,War,0
423-2011,423,2011,1,423-1,0,Minor,War,0
423-2012,423,2012,1,423-1,0,Minor,War,0
423-2013,423,2013,1,423-1,0,Minor,War,0
423-2014,423,2014,1,423-1,0,Minor,War,0
423-2015,423,2015,1,423-1,0,Minor,War,0
423-2016,423,2016,1,423-1,0,Minor,War,0
423-2017,423,2017,1,423-1,0,Minor,War,0
423-2018,423,2018,1,423-1,0,Minor,War,0
424-2004,424,2004,1,424-1,1,Minor,Minor,0
425-2004,425,2004,1,425-1,1,Minor,Minor,0
426-1990,426,1990,1,426-1,0,Minor,Minor,0
426-1991,426,1991,1,426-1,0,Minor,Minor,0
426-1992,426,1992,1,426-1,0,Minor,Minor,0
426-1993,426,1993,1,426-1,0,Minor,Minor,0
426-1994,426,1994,1,426-1,0,Minor,Minor,0
426-1995,426,1995,1,426-1,0,Minor,Minor,0
426-1996,426,1996,1,426-1,0,Minor,Minor,0
426-1997,426,1997,1,426-1,0,Minor,Minor,0
426-1998,426,1998,1,426-1,0,Minor,Minor,0
