ccode,year,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,interim,change,d4,sf,regtrans
490,1976,,0,9,-9,-9.0,10.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1977,,0,9,-9,-9.0,11.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1978,,0,9,-9,-9.0,12.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1979,,0,9,-9,-9.0,13.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1980,,0,9,-9,-9.0,14.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1981,,0,9,-9,-9.0,15.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1982,,0,9,-9,-9.0,16.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1983,,0,9,-9,-9.0,17.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1984,,0,9,-9,-9.0,18.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1985,,0,9,-9,-9.0,19.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1986,,0,9,-9,-9.0,20.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1987,,0,9,-9,-9.0,21.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1988,,0,9,-9,-9.0,22.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1989,,0,9,-9,-9.0,23.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
490,1990,,0,8,-8,-8.0,24.0,2,1,4,1,4,2,3.0,1,2.0,,1.0,1.0,,0.0
490,1991,,0,8,-8,-8.0,25.0,2,1,4,1,4,2,3.0,1,2.0,,,,,
490,1992,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1993,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1994,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1995,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1996,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1997,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1998,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,1999,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,2000,3.0,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,2001,3.0,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,2002,3.0,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
490,2003,3.0,-88,-88,-88,1.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,-77.0,,1.0,-77.0
490,2004,3.0,-88,-88,-88,3.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,3.0
490,2005,3.0,-88,-88,-88,4.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,3.0
490,2006,2.0,6,1,5,5.0,0.0,2,2,4,5,3,4,7.0,5,8.0,-88.0,13.0,1.0,,3.0
490,2007,1.0,6,1,5,5.0,1.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2008,1.0,6,1,5,5.0,2.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2009,1.0,6,1,5,5.0,3.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2010,1.0,6,1,5,5.0,4.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2011,1.0,6,1,5,5.0,5.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2012,1.0,6,1,5,5.0,6.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2013,1.0,6,1,5,5.0,7.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2014,1.0,6,1,5,5.0,8.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2015,1.0,6,1,5,5.0,9.0,2,2,4,5,3,4,7.0,5,8.0,,,,,
490,2016,1.0,1,4,-3,-3.0,0.0,2,1,4,3,3,3,3.0,3,6.0,,-8.0,1.0,,-2.0
490,2017,1.0,1,4,-3,-3.0,1.0,2,1,4,3,3,3,3.0,3,6.0,,,,,
490,2018,1.0,1,4,-3,-3.0,2.0,2,1,4,3,3,3,3.0,3,6.0,,,,,
500,1962,,7,0,7,7.0,0.0,3,3,4,7,1,0,8.0,7,4.0,,99.0,1.0,,99.0
500,1963,,7,0,7,7.0,1.0,3,3,4,7,1,0,8.0,7,4.0,,,,,
500,1964,,7,0,7,7.0,2.0,3,3,4,7,1,0,8.0,7,4.0,,,,,
500,1965,,7,0,7,7.0,3.0,3,3,4,7,1,0,8.0,7,4.0,,,,,
500,1966,,-88,-88,-88,0.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
500,1967,,0,6,-6,-6.0,0.0,2,1,4,3,4,2,3.0,3,2.0,-6.0,0.0,,,-2.0
500,1968,,0,6,-6,-6.0,0.0,2,1,4,3,4,2,3.0,3,2.0,-6.0,0.0,,,-2.0
500,1969,,0,7,-7,-7.0,0.0,2,1,4,3,4,1,3.0,3,1.0,-6.0,-14.0,1.0,,-2.0
500,1970,,0,7,-7,-7.0,1.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
500,1971,,0,7,-7,-7.0,2.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1972,,0,7,-7,-7.0,3.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1973,,0,7,-7,-7.0,4.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1974,,0,7,-7,-7.0,5.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1975,,0,7,-7,-7.0,6.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1976,,0,7,-7,-7.0,7.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1977,,0,7,-7,-7.0,8.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1978,,0,7,-7,-7.0,9.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1979,,-66,-66,-66,,0.0,-66,-66,-66,-66,-66,-66,-66.0,-66,-66.0,-66.0,-66.0,,,-66.0
500,1980,,4,1,3,3.0,0.0,2,2,4,4,3,3,7.0,4,6.0,-66.0,10.0,1.0,,3.0
500,1981,,4,1,3,3.0,1.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
500,1982,,4,1,3,3.0,2.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
500,1983,,4,1,3,3.0,3.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
500,1984,,4,1,3,3.0,4.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
500,1985,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
500,1986,,0,7,-7,-7.0,0.0,1,0,0,1,4,1,4.0,1,1.0,-77.0,-10.0,1.0,1.0,-2.0
500,1987,,0,7,-7,-7.0,1.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1988,,0,7,-7,-7.0,2.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1989,,0,7,-7,-7.0,3.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1990,,0,7,-7,-7.0,4.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1991,,0,7,-7,-7.0,5.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1992,,0,7,-7,-7.0,6.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
500,1993,,0,4,-4,-4.0,0.0,1,0,0,3,4,2,4.0,3,2.0,,3.0,1.0,,1.0
500,1994,,0,4,-4,-4.0,1.0,1,0,0,3,4,2,4.0,3,2.0,,,,,
500,1995,,0,4,-4,-4.0,2.0,1,0,0,3,4,2,4.0,3,2.0,,,,,
500,1996,,0,4,-4,-4.0,3.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,1997,,0,4,-4,-4.0,4.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,1998,,0,4,-4,-4.0,5.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,1999,,0,4,-4,-4.0,6.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,2000,0.0,0,4,-4,-4.0,7.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,2001,0.0,0,4,-4,-4.0,8.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,2002,0.0,0,4,-4,-4.0,9.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,2003,0.0,0,4,-4,-4.0,10.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,2004,0.0,0,4,-4,-4.0,11.0,2,0,0,3,4,2,5.0,3,2.0,,,,,
500,2005,0.0,1,2,-1,-1.0,0.0,2,0,0,3,3,3,5.0,3,6.0,,3.0,1.0,,1.0
500,2006,0.0,1,2,-1,-1.0,1.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2007,0.0,1,2,-1,-1.0,2.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2008,0.0,1,2,-1,-1.0,3.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2009,0.0,1,2,-1,-1.0,4.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2010,0.0,1,2,-1,-1.0,5.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2011,0.0,1,2,-1,-1.0,6.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2012,0.0,1,2,-1,-1.0,7.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2013,0.0,1,2,-1,-1.0,8.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2014,0.0,1,2,-1,-1.0,9.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2015,0.0,1,2,-1,-1.0,10.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2016,0.0,1,2,-1,-1.0,11.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2017,0.0,1,2,-1,-1.0,12.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
500,2018,0.0,1,2,-1,-1.0,13.0,2,0,0,3,3,3,5.0,3,6.0,,,,,
501,1963,,5,3,2,2.0,0.0,3,3,4,5,4,2,8.0,5,2.0,,99.0,1.0,,99.0
501,1964,,5,3,2,2.0,1.0,3,3,4,5,4,2,8.0,5,2.0,,,,,
501,1965,,5,3,2,2.0,2.0,3,3,4,5,4,2,8.0,5,2.0,,,,,
501,1966,,3,3,0,0.0,3.0,2,2,4,4,4,2,7.0,4,2.0,,-2.0,1.0,,0.0
501,1967,,3,3,0,0.0,4.0,2,2,4,4,4,2,7.0,4,2.0,,,,,
501,1968,,3,3,0,0.0,5.0,2,2,4,4,4,2,7.0,4,2.0,,,,,
501,1969,,0,7,-7,-7.0,0.0,2,1,4,3,4,1,3.0,3,1.0,-3.0,-7.0,1.0,,-2.0
501,1970,,0,7,-7,-7.0,1.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1971,,0,7,-7,-7.0,2.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1972,,0,7,-7,-7.0,3.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1973,,0,7,-7,-7.0,4.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1974,,0,7,-7,-7.0,5.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1975,,0,7,-7,-7.0,6.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1976,,0,7,-7,-7.0,7.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1977,,0,7,-7,-7.0,8.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1978,,0,7,-7,-7.0,9.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1979,,0,6,-6,-6.0,10.0,2,1,4,3,4,2,3.0,3,2.0,,1.0,1.0,,0.0
501,1980,,0,6,-6,-6.0,11.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
501,1981,,0,6,-6,-6.0,12.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
501,1982,,0,7,-7,-7.0,13.0,2,1,4,3,4,1,3.0,3,1.0,,-1.0,1.0,,0.0
501,1983,,0,7,-7,-7.0,14.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1984,,0,7,-7,-7.0,15.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1985,,0,7,-7,-7.0,16.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1986,,0,7,-7,-7.0,17.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1987,,0,7,-7,-7.0,18.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1988,,0,7,-7,-7.0,19.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1989,,0,7,-7,-7.0,20.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1990,,0,7,-7,-7.0,21.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
501,1991,,0,5,-5,-5.0,22.0,2,1,4,3,3,2,3.0,3,3.0,,2.0,1.0,,0.0
501,1992,,0,5,-5,-5.0,23.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
501,1993,,0,5,-5,-5.0,24.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
501,1994,,0,5,-5,-5.0,25.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
501,1995,,0,5,-5,-5.0,26.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
501,1996,,0,5,-5,-5.0,27.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
501,1997,,2,4,-2,-2.0,0.0,2,1,4,3,3,4,3.0,3,8.0,,3.0,1.0,,1.0
501,1998,,2,4,-2,-2.0,1.0,2,1,4,3,3,4,3.0,3,8.0,,,,,
501,1999,,2,4,-2,-2.0,2.0,2,1,4,3,3,4,3.0,3,8.0,,,,,
501,2000,0.0,2,4,-2,-2.0,3.0,2,1,4,3,3,4,3.0,3,8.0,,,,,
501,2001,0.0,2,4,-2,-2.0,4.0,2,1,4,3,3,4,3.0,3,8.0,,,,,
501,2002,0.0,8,0,8,8.0,0.0,3,3,4,6,2,4,8.0,6,9.0,,10.0,1.0,,3.0
501,2003,0.0,8,0,8,8.0,1.0,3,3,4,6,2,4,8.0,6,9.0,,,,,
501,2004,0.0,8,0,8,8.0,2.0,3,3,4,6,2,4,8.0,6,9.0,,,,,
501,2005,0.0,8,0,8,8.0,3.0,3,3,4,6,2,4,8.0,6,9.0,,,,,
501,2006,0.0,8,0,8,8.0,4.0,3,3,4,6,2,4,8.0,6,9.0,,,,,
501,2007,0.0,7,0,7,7.0,5.0,3,3,4,6,2,3,8.0,6,7.0,,-1.0,1.0,,0.0
501,2008,0.0,7,0,7,7.0,6.0,2,2,4,7,2,3,7.0,7,7.0,,0.0,1.0,,0.0
501,2009,0.0,7,0,7,7.0,7.0,2,2,4,7,2,3,7.0,7,7.0,,,,,
501,2010,0.0,8,0,8,8.0,8.0,2,2,4,7,2,4,7.0,7,9.0,8.0,,,,0.0
501,2011,0.0,8,0,8,8.0,9.0,2,2,4,7,2,4,7.0,7,9.0,8.0,,,,0.0
501,2012,0.0,8,0,8,8.0,10.0,2,2,4,7,2,4,7.0,7,9.0,8.0,,,,0.0
501,2013,0.0,9,0,9,9.0,11.0,3,3,4,7,2,4,8.0,7,9.0,8.0,2.0,1.0,,0.0
501,2014,0.0,9,0,9,9.0,12.0,3,3,4,7,2,4,8.0,7,9.0,,,,,
501,2015,0.0,9,0,9,9.0,13.0,3,3,4,7,2,4,8.0,7,9.0,,,,,
501,2016,0.0,9,0,9,9.0,14.0,3,3,4,7,2,4,8.0,7,9.0,,,,,
501,2017,0.0,9,0,9,9.0,15.0,3,3,4,7,2,4,8.0,7,9.0,,,,,
501,2018,0.0,9,0,9,9.0,16.0,3,3,4,7,2,4,8.0,7,9.0,,,,,
510,1961,,0,6,-6,-6.0,0.0,2,1,4,3,4,2,3.0,3,2.0,,99.0,1.0,,99.0
510,1962,,0,6,-6,-6.0,1.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1963,,0,6,-6,-6.0,2.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1964,,0,6,-6,-6.0,3.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1965,,0,6,-6,-6.0,4.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1966,,0,6,-6,-6.0,5.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1967,,0,6,-6,-6.0,6.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1968,,0,6,-6,-6.0,7.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1969,,0,6,-6,-6.0,8.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1970,,0,6,-6,-6.0,9.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1971,,0,6,-6,-6.0,10.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1972,,0,6,-6,-6.0,11.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1973,,0,6,-6,-6.0,12.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1974,,0,6,-6,-6.0,13.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1975,,0,6,-6,-6.0,14.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1976,,0,6,-6,-6.0,15.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1977,,0,6,-6,-6.0,16.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1978,,0,6,-6,-6.0,17.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1979,,0,6,-6,-6.0,18.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1980,,0,6,-6,-6.0,19.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1981,,0,6,-6,-6.0,20.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1982,,0,6,-6,-6.0,21.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1983,,0,6,-6,-6.0,22.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1984,,0,6,-6,-6.0,23.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1985,,0,6,-6,-6.0,24.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1986,,0,6,-6,-6.0,25.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1987,,0,6,-6,-6.0,26.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1988,,0,6,-6,-6.0,27.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1989,,0,6,-6,-6.0,28.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1990,,0,6,-6,-6.0,29.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1991,,0,6,-6,-6.0,30.0,2,1,4,3,4,2,3.0,3,2.0,,,,,
510,1992,,0,5,-5,-5.0,31.0,2,1,4,3,3,2,3.0,3,3.0,,1.0,1.0,,0.0
510,1993,,0,5,-5,-5.0,32.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
510,1994,,0,5,-5,-5.0,33.0,2,1,4,3,3,2,3.0,3,3.0,,,,,
510,1995,,2,3,-1,-1.0,0.0,2,2,4,3,3,2,7.0,3,3.0,,4.0,1.0,,1.0
510,1996,,2,3,-1,-1.0,1.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,1997,,2,3,-1,-1.0,2.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,1998,,2,3,-1,-1.0,3.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,1999,,2,3,-1,-1.0,4.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2000,0.0,2,3,-1,-1.0,5.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2001,0.0,2,3,-1,-1.0,6.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2002,0.0,2,3,-1,-1.0,7.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2003,0.0,2,3,-1,-1.0,8.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2004,0.0,2,3,-1,-1.0,9.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2005,0.0,2,3,-1,-1.0,10.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2006,0.0,2,3,-1,-1.0,11.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2007,0.0,2,3,-1,-1.0,12.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2008,0.0,2,3,-1,-1.0,13.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2009,0.0,2,3,-1,-1.0,14.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2010,0.0,2,3,-1,-1.0,15.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2011,0.0,2,3,-1,-1.0,16.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2012,0.0,2,3,-1,-1.0,17.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2013,0.0,2,3,-1,-1.0,18.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2014,0.0,2,3,-1,-1.0,19.0,2,2,4,3,3,2,7.0,3,3.0,,,,,
510,2015,0.0,4,1,3,3.0,0.0,2,2,4,4,3,3,7.0,4,6.0,,4.0,1.0,,2.0
510,2016,0.0,4,1,3,3.0,1.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
510,2017,0.0,4,1,3,3.0,2.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
510,2018,0.0,4,1,3,3.0,3.0,2,2,4,4,3,3,7.0,4,6.0,,,,,
516,1962,,3,3,0,0.0,0.0,3,1,2,5,2,3,2.0,5,7.0,,99.0,1.0,,99.0
516,1963,,1,4,-3,-3.0,0.0,3,1,2,3,2,3,2.0,3,7.0,-3.0,0.0,,,-2.0
516,1964,,1,4,-3,-3.0,0.0,3,1,2,3,2,3,2.0,3,7.0,-3.0,0.0,,,-2.0
516,1965,,-88,-88,-88,-5.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
516,1966,,0,7,-7,-7.0,0.0,1,0,0,1,4,1,4.0,1,1.0,-88.0,-7.0,1.0,,-2.0
516,1967,,0,7,-7,-7.0,1.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1968,,0,7,-7,-7.0,2.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1969,,0,7,-7,-7.0,3.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1970,,0,7,-7,-7.0,4.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1971,,0,7,-7,-7.0,5.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1972,,0,7,-7,-7.0,6.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1973,,0,7,-7,-7.0,7.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1974,,0,7,-7,-7.0,8.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1975,,0,7,-7,-7.0,9.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1976,,0,7,-7,-7.0,10.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1977,,0,7,-7,-7.0,11.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1978,,0,7,-7,-7.0,12.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1979,,0,7,-7,-7.0,13.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1980,,0,7,-7,-7.0,14.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1981,,0,7,-7,-7.0,15.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1982,,0,7,-7,-7.0,16.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1983,,0,7,-7,-7.0,17.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1984,,0,7,-7,-7.0,18.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
516,1985,,0,7,-7,-7.0,19.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
516,1986,,0,7,-7,-7.0,20.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
516,1987,,0,7,-7,-7.0,21.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1988,,0,7,-7,-7.0,22.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1989,,0,7,-7,-7.0,23.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1990,,0,7,-7,-7.0,24.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1991,,0,7,-7,-7.0,25.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
516,1992,,-88,-88,-88,-3.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
516,1993,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
516,1994,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
516,1995,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
516,1996,,0,5,-5,-5.0,0.0,1,0,0,2,4,2,4.0,2,2.0,-5.0,0.0,,1.0,1.0
516,1997,,0,5,-5,-5.0,0.0,1,0,0,2,4,2,4.0,2,2.0,-5.0,0.0,,,1.0
516,1998,,1,2,-1,-1.0,0.0,1,0,0,3,3,3,4.0,3,6.0,-5.0,4.0,1.0,,1.0
516,1999,,1,2,-1,-1.0,1.0,1,0,0,3,3,3,4.0,3,6.0,,,,,
516,2000,0.0,1,2,-1,-1.0,2.0,1,0,0,3,3,3,4.0,3,6.0,,,,,
516,2001,0.0,-88,-88,-88,0.0,3.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,,,,0.0
516,2002,0.0,-88,-88,-88,2.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,,,,0.0
516,2003,0.0,-88,-88,-88,3.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,,,,0.0
516,2004,0.0,-88,-88,-88,5.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,,,,0.0
516,2005,0.0,7,1,6,6.0,0.0,2,2,4,6,3,4,7.0,6,8.0,-88.0,7.0,1.0,,3.0
516,2006,0.0,7,1,6,6.0,1.0,2,2,4,6,3,4,7.0,6,8.0,,,,,
516,2007,0.0,7,1,6,6.0,2.0,2,2,4,6,3,4,7.0,6,8.0,,,,,
