ccode,year,fragment,democ,autoc,polity,polity2,durable,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp,interim,change,d4,sf,regtrans
2,1946,,10,0,10,10.0,137.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1947,,10,0,10,10.0,138.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1948,,10,0,10,10.0,139.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1949,,10,0,10,10.0,140.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1950,,10,0,10,10.0,141.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1951,,10,0,10,10.0,142.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1952,,10,0,10,10.0,143.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1953,,10,0,10,10.0,144.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1954,,10,0,10,10.0,145.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1955,,10,0,10,10.0,146.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1956,,10,0,10,10.0,147.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1957,,10,0,10,10.0,148.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1958,,10,0,10,10.0,149.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1959,,10,0,10,10.0,150.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1960,,10,0,10,10.0,151.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1961,,10,0,10,10.0,152.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1962,,10,0,10,10.0,153.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1963,,10,0,10,10.0,154.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1964,,10,0,10,10.0,155.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1965,,10,0,10,10.0,156.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1966,,10,0,10,10.0,157.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1967,,8,0,8,8.0,158.0,3,3,4,7,2,3,8.0,7,7.0,,-2.0,1.0,,0.0
2,1968,,8,0,8,8.0,159.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,1969,,8,0,8,8.0,160.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,1970,,8,0,8,8.0,161.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,1971,,8,0,8,8.0,162.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,1972,,8,0,8,8.0,163.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,1973,,8,0,8,8.0,164.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,1974,,10,0,10,10.0,165.0,3,3,4,7,5,5,8.0,7,10.0,,2.0,1.0,,0.0
2,1975,,10,0,10,10.0,166.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1976,,10,0,10,10.0,167.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1977,,10,0,10,10.0,168.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1978,,10,0,10,10.0,169.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1979,,10,0,10,10.0,170.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1980,,10,0,10,10.0,171.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1981,,10,0,10,10.0,172.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1982,,10,0,10,10.0,173.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1983,,10,0,10,10.0,174.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1984,,10,0,10,10.0,175.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1985,,10,0,10,10.0,176.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1986,,10,0,10,10.0,177.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1987,,10,0,10,10.0,178.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1988,,10,0,10,10.0,179.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1989,,10,0,10,10.0,180.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1990,,10,0,10,10.0,181.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1991,,10,0,10,10.0,182.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1992,,10,0,10,10.0,183.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1993,,10,0,10,10.0,184.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1994,,10,0,10,10.0,185.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1995,,10,0,10,10.0,186.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1996,,10,0,10,10.0,187.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1997,,10,0,10,10.0,188.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1998,,10,0,10,10.0,189.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,1999,,10,0,10,10.0,190.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2000,0.0,10,0,10,10.0,191.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2001,0.0,10,0,10,10.0,192.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2002,0.0,10,0,10,10.0,193.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2003,0.0,10,0,10,10.0,194.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2004,0.0,10,0,10,10.0,195.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2005,0.0,10,0,10,10.0,196.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2006,0.0,10,0,10,10.0,197.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2007,0.0,10,0,10,10.0,198.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2008,0.0,10,0,10,10.0,199.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2009,0.0,10,0,10,10.0,200.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2010,0.0,10,0,10,10.0,201.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2011,0.0,10,0,10,10.0,202.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2012,0.0,10,0,10,10.0,203.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2013,0.0,10,0,10,10.0,204.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2014,0.0,10,0,10,10.0,205.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2015,0.0,10,0,10,10.0,206.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
2,2016,0.0,8,0,8,8.0,207.0,3,3,4,7,2,3,8.0,7,7.0,,-2.0,1.0,,0.0
2,2017,0.0,8,0,8,8.0,208.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
2,2018,0.0,8,0,8,8.0,209.0,3,3,4,7,2,3,8.0,7,7.0,,,,,
20,1946,,10,0,10,10.0,58.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1947,,10,0,10,10.0,59.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1948,,10,0,10,10.0,60.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1949,,10,0,10,10.0,61.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1950,,10,0,10,10.0,62.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1951,,10,0,10,10.0,63.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1952,,10,0,10,10.0,64.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1953,,10,0,10,10.0,65.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1954,,10,0,10,10.0,66.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1955,,10,0,10,10.0,67.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1956,,10,0,10,10.0,68.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1957,,10,0,10,10.0,69.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1958,,10,0,10,10.0,70.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1959,,10,0,10,10.0,71.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1960,,10,0,10,10.0,72.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1961,,10,0,10,10.0,73.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1962,,10,0,10,10.0,74.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1963,,10,0,10,10.0,75.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1964,,10,0,10,10.0,76.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1965,,10,0,10,10.0,77.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1966,,10,0,10,10.0,78.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1967,,10,0,10,10.0,79.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1968,,10,0,10,10.0,80.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1969,,10,0,10,10.0,81.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1970,,10,0,10,10.0,82.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1971,,10,0,10,10.0,83.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1972,,10,0,10,10.0,84.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1973,,10,0,10,10.0,85.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1974,,10,0,10,10.0,86.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1975,,10,0,10,10.0,87.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1976,,10,0,10,10.0,88.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1977,,10,0,10,10.0,89.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1978,,10,0,10,10.0,90.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1979,,10,0,10,10.0,91.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1980,,10,0,10,10.0,92.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1981,,10,0,10,10.0,93.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1982,,10,0,10,10.0,94.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1983,,10,0,10,10.0,95.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1984,,10,0,10,10.0,96.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1985,,10,0,10,10.0,97.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1986,,10,0,10,10.0,98.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1987,,10,0,10,10.0,99.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1988,,10,0,10,10.0,100.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1989,,10,0,10,10.0,101.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1990,,10,0,10,10.0,102.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1991,,10,0,10,10.0,103.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1992,,10,0,10,10.0,104.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1993,,10,0,10,10.0,105.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1994,,10,0,10,10.0,106.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1995,,10,0,10,10.0,107.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1996,,10,0,10,10.0,108.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1997,,10,0,10,10.0,109.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1998,,10,0,10,10.0,110.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,1999,,10,0,10,10.0,111.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2000,0.0,10,0,10,10.0,112.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2001,0.0,10,0,10,10.0,113.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2002,0.0,10,0,10,10.0,114.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2003,0.0,10,0,10,10.0,115.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2004,0.0,10,0,10,10.0,116.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2005,0.0,10,0,10,10.0,117.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2006,0.0,10,0,10,10.0,118.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2007,0.0,10,0,10,10.0,119.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2008,0.0,10,0,10,10.0,120.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2009,0.0,10,0,10,10.0,121.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2010,0.0,10,0,10,10.0,122.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2011,0.0,10,0,10,10.0,123.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2012,0.0,10,0,10,10.0,124.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2013,0.0,10,0,10,10.0,125.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2014,0.0,10,0,10,10.0,126.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2015,0.0,10,0,10,10.0,127.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2016,0.0,10,0,10,10.0,128.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2017,0.0,10,0,10,10.0,129.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
20,2018,0.0,10,0,10,10.0,130.0,3,3,4,7,5,5,8.0,7,10.0,,,,,
40,1946,,4,1,3,3.0,29.0,3,3,4,3,2,3,8.0,3,7.0,,,,,
40,1947,,4,1,3,3.0,30.0,3,3,4,3,2,3,8.0,3,7.0,,,,,
40,1948,,4,1,3,3.0,31.0,3,3,4,3,2,3,8.0,3,7.0,,,,,
40,1949,,4,1,3,3.0,32.0,3,3,4,3,2,3,8.0,3,7.0,,,,,
40,1950,,4,1,3,3.0,33.0,3,3,4,3,2,3,8.0,3,7.0,,,,,
40,1951,,4,1,3,3.0,34.0,3,3,4,3,2,3,8.0,3,7.0,,,,,
40,1952,,-88,-88,-88,0.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
40,1953,,-88,-88,-88,-3.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
40,1954,,-88,-88,-88,-6.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
40,1955,,0,9,-9,-9.0,0.0,2,1,4,1,4,1,3.0,1,1.0,-88.0,-12.0,1.0,,-2.0
40,1956,,0,9,-9,-9.0,1.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
40,1957,,0,9,-9,-9.0,2.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
40,1958,,0,9,-9,-9.0,3.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
40,1959,,-77,-77,-77,0.0,0.0,-77,-77,-77,-77,-77,-77,-77.0,-77,-77.0,-77.0,-77.0,,1.0,-77.0
40,1960,,-88,-88,-88,-4.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,1.0,0.0
40,1961,,0,7,-7,-7.0,0.0,1,0,0,1,4,1,4.0,1,1.0,-88.0,2.0,1.0,,0.0
40,1962,,0,7,-7,-7.0,1.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1963,,0,7,-7,-7.0,2.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1964,,0,7,-7,-7.0,3.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1965,,0,7,-7,-7.0,4.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1966,,0,7,-7,-7.0,5.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1967,,0,7,-7,-7.0,6.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1968,,0,7,-7,-7.0,7.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1969,,0,7,-7,-7.0,8.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1970,,0,7,-7,-7.0,9.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1971,,0,7,-7,-7.0,10.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1972,,0,7,-7,-7.0,11.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1973,,0,7,-7,-7.0,12.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1974,,0,7,-7,-7.0,13.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1975,,0,7,-7,-7.0,14.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1976,,0,7,-7,-7.0,15.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
40,1977,,0,7,-7,-7.0,16.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1978,,0,7,-7,-7.0,17.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1979,,0,7,-7,-7.0,18.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1980,,0,7,-7,-7.0,19.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1981,,0,7,-7,-7.0,20.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1982,,0,7,-7,-7.0,21.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1983,,0,7,-7,-7.0,22.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1984,,0,7,-7,-7.0,23.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1985,,0,7,-7,-7.0,24.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1986,,0,7,-7,-7.0,25.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1987,,0,7,-7,-7.0,26.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1988,,0,7,-7,-7.0,27.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1989,,0,7,-7,-7.0,28.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1990,,0,7,-7,-7.0,29.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1991,,0,7,-7,-7.0,30.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1992,,0,7,-7,-7.0,31.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1993,,0,7,-7,-7.0,32.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1994,,0,7,-7,-7.0,33.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1995,,0,7,-7,-7.0,34.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1996,,0,7,-7,-7.0,35.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1997,,0,7,-7,-7.0,36.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1998,,0,7,-7,-7.0,37.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,1999,,0,7,-7,-7.0,38.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2000,0.0,0,7,-7,-7.0,39.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2001,0.0,0,7,-7,-7.0,40.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2002,0.0,0,7,-7,-7.0,41.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2003,0.0,0,7,-7,-7.0,42.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2004,0.0,0,7,-7,-7.0,43.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2005,0.0,0,7,-7,-7.0,44.0,2,0,0,1,4,1,5.0,1,1.0,,,,,
40,2006,0.0,0,7,-7,-7.0,45.0,2,1,4,3,4,1,3.0,3,1.0,,0.0,1.0,,0.0
40,2007,0.0,0,7,-7,-7.0,46.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2008,0.0,0,7,-7,-7.0,47.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2009,0.0,0,7,-7,-7.0,48.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2010,0.0,0,7,-7,-7.0,49.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2011,0.0,0,7,-7,-7.0,50.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2012,0.0,0,7,-7,-7.0,51.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2013,0.0,0,7,-7,-7.0,52.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2014,0.0,0,7,-7,-7.0,53.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2015,0.0,0,7,-7,-7.0,54.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2016,0.0,0,7,-7,-7.0,55.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2017,0.0,0,7,-7,-7.0,56.0,2,1,4,3,4,1,3.0,3,1.0,,,,,
40,2018,0.0,1,6,-5,-5.0,57.0,2,1,4,4,4,1,3.0,4,1.0,,2.0,1.0,,0.0
41,1946,,-88,-88,-88,-1.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-1.0
41,1947,,-88,-88,-88,-2.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-1.0
41,1948,,-88,-88,-88,-3.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-1.0
41,1949,,-88,-88,-88,-4.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-1.0
41,1950,,0,5,-5,-5.0,0.0,2,1,4,1,1,0,3.0,1,4.0,-88.0,-5.0,1.0,,-1.0
41,1951,,0,5,-5,-5.0,1.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1952,,0,5,-5,-5.0,2.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1953,,0,5,-5,-5.0,3.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1954,,0,5,-5,-5.0,4.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1955,,0,5,-5,-5.0,5.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1956,,0,5,-5,-5.0,6.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1957,,0,5,-5,-5.0,7.0,2,1,4,1,2,0,3.0,1,5.0,,,,,
41,1958,,0,8,-8,-8.0,0.0,2,1,4,1,4,2,3.0,1,2.0,,-3.0,1.0,,-1.0
41,1959,,0,8,-8,-8.0,1.0,2,1,4,1,4,2,3.0,1,2.0,,,,,
41,1960,,0,8,-8,-8.0,2.0,2,1,4,1,4,2,3.0,1,2.0,,,,,
41,1961,,0,9,-9,-9.0,3.0,2,1,4,1,4,1,3.0,1,1.0,,-1.0,1.0,,0.0
41,1962,,0,9,-9,-9.0,4.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1963,,0,9,-9,-9.0,5.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1964,,0,9,-9,-9.0,6.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1965,,0,9,-9,-9.0,7.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1966,,0,9,-9,-9.0,8.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1967,,0,9,-9,-9.0,9.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1968,,0,9,-9,-9.0,10.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1969,,0,9,-9,-9.0,11.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1970,,0,9,-9,-9.0,12.0,2,1,4,1,4,1,3.0,1,1.0,,,,,
41,1971,,0,10,-10,-10.0,13.0,3,1,1,1,4,1,1.0,1,1.0,,-1.0,1.0,,0.0
41,1972,,0,10,-10,-10.0,14.0,3,1,1,1,4,1,1.0,1,1.0,,,,,
41,1973,,0,10,-10,-10.0,15.0,3,1,1,1,4,1,1.0,1,1.0,,,,,
41,1974,,0,10,-10,-10.0,16.0,3,1,1,1,4,1,1.0,1,1.0,,,,,
41,1975,,0,10,-10,-10.0,17.0,3,1,1,1,4,1,1.0,1,1.0,,,,,
41,1976,,0,10,-10,-10.0,18.0,3,1,1,1,4,1,1.0,1,1.0,,,,,
41,1977,,0,9,-9,-9.0,19.0,3,1,1,1,4,2,1.0,1,2.0,,1.0,1.0,,0.0
41,1978,,0,9,-9,-9.0,20.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1979,,0,9,-9,-9.0,21.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1980,,0,9,-9,-9.0,22.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1981,,0,9,-9,-9.0,23.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1982,,0,9,-9,-9.0,24.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1983,,0,9,-9,-9.0,25.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1984,,0,9,-9,-9.0,26.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1985,,0,9,-9,-9.0,27.0,3,1,1,1,4,2,1.0,1,2.0,,,,,
41,1986,,-88,-88,-88,-8.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,3.0
41,1987,,-88,-88,-88,-8.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,3.0
41,1988,,0,7,-7,-7.0,0.0,1,0,0,1,4,1,4.0,1,1.0,-7.0,0.0,,,3.0
41,1989,,0,6,-6,-6.0,0.0,1,0,0,1,4,2,4.0,1,2.0,-6.0,0.0,,,3.0
41,1990,,7,0,7,7.0,0.0,3,3,4,6,2,3,8.0,6,7.0,-6.0,16.0,1.0,,3.0
41,1991,,0,7,-7,-7.0,0.0,1,0,0,1,4,1,4.0,1,1.0,,-14.0,1.0,,-2.0
41,1992,,0,7,-7,-7.0,1.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
41,1993,,0,7,-7,-7.0,2.0,1,0,0,1,4,1,4.0,1,1.0,,,,,
41,1994,,7,0,7,7.0,0.0,3,3,4,6,2,3,8.0,6,7.0,,14.0,1.0,,3.0
41,1995,,7,0,7,7.0,1.0,3,3,4,6,2,3,8.0,6,7.0,,,,,
41,1996,,7,0,7,7.0,2.0,2,2,4,7,2,3,7.0,7,7.0,,,,,
41,1997,,7,0,7,7.0,3.0,2,2,4,7,2,3,7.0,7,7.0,,,,,
41,1998,,7,0,7,7.0,4.0,2,2,4,7,2,3,7.0,7,7.0,,,,,
41,1999,,-88,-88,-88,2.0,0.0,-88,-88,-88,-88,-88,-88,-88.0,-88,-88.0,-88.0,0.0,,,-2.0
41,2000,0.0,1,3,-2,-2.0,0.0,2,1,4,3,2,3,3.0,3,7.0,-88.0,-9.0,1.0,,-2.0
41,2001,0.0,1,3,-2,-2.0,1.0,2,1,4,3,2,3,3.0,3,7.0,,,,,
41,2002,0.0,1,3,-2,-2.0,2.0,2,1,4,3,2,3,3.0,3,7.0,,,,,
41,2003,0.0,1,3,-2,-2.0,3.0,2,1,4,3,2,3,3.0,3,7.0,,,,,
